name,price,socket_type,cooler_length,created_at
JIUSHARK JF500 Ruby,29900,"1851,115X,AMD4,1800",157.0,2026-05-21 09:29:27.587474
MAXTILL MAX600,29900,"1851,1366,115X,AMD4,1600",154.0,2026-05-21 09:29:27.587474
PCCOOLER PALADIN 400,29900,"1851,115X,AMD4,1600",157.0,2026-05-21 09:29:27.587474
Thermalright Assassin King 120 MINI V2 서린,29900,"115X,AMD4,1500",135.0,2026-05-21 09:29:27.587474
GELID SNOWSTORM,30000,"115X,1366,AM2,2200",138.0,2026-05-21 09:29:27.587474
Thermalright Assassin King 120 SE ARGB,30500,"115X,AMD4,1550",148.0,2026-05-21 09:29:27.587474
Thermalright Assassin X 90 SE,30700,"115X,AMD4,2400",118.0,2026-05-21 09:29:27.587474
PentaWave S06D LE ARGB,31180,"115X,1851,AMD4,1950",156.0,2026-05-21 09:29:27.587474
DEEPCOOL AG400 ARGB,31230,"115X,AMD4,2000",150.0,2026-05-21 09:29:27.587474
타무즈 TC600 ARGB,31270,"1851,115X,1366,2011,AMD4,2000",157.0,2026-05-21 09:29:27.587474
XIGMATEK Windpower WP1266 RGB,31700,"115X,2066,2011,1366,AMD4,AM2,1800",160.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1050 ARGB 램프리,31780,"115X,AMD4,1800",153.0,2026-05-21 09:29:27.587474
PCCOOLER PALADIN 400 ARGB,31900,"115X,1851,AMD4,1600",157.0,2026-05-21 09:29:27.587474
JIUSHARK JF500 Ruby RGB,31900,"115X,1851,AMD4,1800",157.0,2026-05-21 09:29:27.587474
JIUSHARK JF550 Elite,31900,"115X,1851,AMD4,1600",158.0,2026-05-21 09:29:27.587474
JIUSHARK JF500 Ruby ARGB,31900,"1851,115X,AMD4,1800",157.0,2026-05-21 09:29:27.587474
darkFlash Ellsworth S11 AUTO RGB,32000,"115X,2066,2011,1366,AMD4,AM2,1800",156.0,2026-05-21 09:29:27.587474
darkFlash EXPLORE E400 PLUS ARGB,32220,"1366,1851,115X,AMD4,1800,2100",155.0,2026-05-21 09:29:27.587474
ID-COOLING DK-03i RGB PWM,32410,"115X,1800",,2026-05-21 09:29:27.587474
PCCOOLER PALADIN EX400,32550,"115X,AMD4,1800",157.0,2026-05-21 09:29:27.587474
잘만 CNPS9X OPTIMA RGB,32820,"115X,AMD4,1500",156.0,2026-05-21 09:29:27.587474
PCCOOLER PALADIN 400 DIGITAL,32900,"115X,1851,AMD4,1600",157.0,2026-05-21 09:29:27.587474
Thermalright Assassin King 120 Mini ARGB V3 서린,32900,"115X,AMD4,1500",135.0,2026-05-21 09:29:27.587474
GAMEMAX Sigma520 Digital,33000,"1851,115X,AMD4,1800",151.0,2026-05-21 09:29:27.587474
JIUSHARK JF200MINI Crystal Auto RGB,33000,"1851,115X,2011,AMD4,2300",144.0,2026-05-21 09:29:27.587474
JIUSHARK JF100 ARGB,33000,"115X,1851,AMD4,1500",157.0,2026-05-21 09:29:27.587474
upHere N1055CF SIMPLE,33000,"115X,AMD4,AM2,1800",155.0,2026-05-21 09:29:27.587474
JIUSHARK JF200MINI Crystal ARGB,33000,"115X,1851,2011,AMD4,2300",144.0,2026-05-21 09:29:27.587474
몬스타 옥시푸스 아이오타 A40,33000,"1851,115X,AMD4,2000",156.0,2026-05-21 09:29:27.587474
PentaWave Z03I-53 SRB,33860,"1851,AMD4,2700",53.0,2026-05-21 09:29:27.587474
JIUSHARK JF550 Elite RGB,33900,"115X,1851,AMD4,1600",158.0,2026-05-21 09:29:27.587474
JIUSHARK JF550 Elite ARGB,33900,"115X,1851,AMD4,1600",158.0,2026-05-21 09:29:27.587474
Antec A400i RGB,34000,"115X,2011,1366,AMD4,AM2,1800",155.0,2026-05-21 09:29:27.587474
JIUSHARK JF100S,34000,"115X,1851,AMD4,1500",157.0,2026-05-21 09:29:27.587474
Antec C40 BLUE LED,34000,"115X,1366,AMD4,AM2,2200",136.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 90 SE 서린,34100,"115X,1851,AMD4,2200",110.0,2026-05-21 09:29:27.587474
Thermalright Assassin X 120 R Digital 서린,34300,"115X,1851,AMD4,2000",151.0,2026-05-21 09:29:27.587474
발키리 AL125 LCD ARGB,34320,"115X,1851,AMD4,2150",155.0,2026-05-21 09:29:27.587474
타무즈 T6-V4D-ARGB,34780,"1366,1851,115X,2066,2011,AMD4,1900",154.0,2026-05-21 09:29:27.587474
XIGMATEK Gaia SD1283,34900,"115X,1366,AM2,1500",159.0,2026-05-21 09:29:27.587474
COOLLEO A60 V2 ARGB 3RSYS,34900,"1851,115X,AMD4,2000",156.0,2026-05-21 09:29:27.587474
JONSBO CR-3000E ARGB,34920,"1851,115X,AMD4,1600",155.0,2026-05-21 09:29:27.587474
XIGMATEK AIR-KILLER PRO ARGB,34980,"115X,2066,2011,1366,AMD4,AM2,1800",160.0,2026-05-21 09:29:27.587474
OH'S CV-620,35000,"1851,115X,AMD4,2400",151.0,2026-05-21 09:29:27.587474
잘만 CNPS9X PERFORMA ARGB PLUS,35220,"115X,1851,AMD4,2000",157.0,2026-05-21 09:29:27.587474
ID-COOLING IS-30i BLACK,35250,"1851,115X,3600",30.0,2026-05-21 09:29:27.587474
DEEPCOOL GAMMAXX GTE,35400,"115X,2066,1366,AMD4,AM2,1500",157.0,2026-05-21 09:29:27.587474
앱코 타이폰 DT120X6,35900,"1366,115X,1851,AMD4,1900",158.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1400N Quiet 쌍철봉,35900,"115X,1851,AMD4,2000",151.0,2026-05-21 09:29:27.587474
잘만 CNPS9X PERFORMA ARGB,35900,"115X,AMD4,1800",157.0,2026-05-21 09:29:27.587474
Thermalright Assassin X 120 R Digital ARGB 서린,36290,"115X,1851,AMD4,2000",151.0,2026-05-21 09:29:27.587474
ALSEYE Q120DT Plus,36750,"2011,2066,1851,1366,115X,AMD4,3000",160.0,2026-05-21 09:29:27.587474
쿨러마스터 V4 Alpha 3DHP,36820,"115X,1851,AMD4,2050,1850",161.0,2026-05-21 09:29:27.587474
DEEPCOOL AG620 G2,36900,"1851,AMD4,2000,2200",159.0,2026-05-21 09:29:27.587474
EVERCOOL LGAL2011A-B715,36900,"2011,5500",,2026-05-21 09:29:27.587474
다산코퍼레이션 디프렌드 D620 LITE ARGB,36950,"1851,115X,AMD4,1700",157.0,2026-05-21 09:29:27.587474
쿨러마스터 HYPER 620S ARGB,37340,"1851,115X,AMD4,1100,1750",154.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 SE 서린,37480,"115X,AMD4,1550",155.0,2026-05-21 09:29:27.587474
DEEPCOOL AK400 DIGITAL SE,37540,"1851,115X,AMD4,1850",157.0,2026-05-21 09:29:27.587474
ID-COOLING FROZN A620 PRO SE 데이븐,37830,"115X,1851,AMD4,2000",157.0,2026-05-21 09:29:27.587474
MAXTILL MAX600 ARGB,37890,"1366,115X,1851,AMD4,1600",154.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1400 Quiet 쌍철봉,37900,"1851,115X,AMD4,2000",151.0,2026-05-21 09:29:27.587474
SCYTHE SHURIKEN 3,38000,"115X,1851,AMD4,2500",39.0,2026-05-21 09:29:27.587474
COOLERTEC ALPHA-1700 GOLD,38470,"115X,3000",20.0,2026-05-21 09:29:27.587474
AEROCOOL RIME 4 DUAL,38890,"115X,2066,2011,AMD4,1800",155.0,2026-05-21 09:29:27.587474
COOLERTEC CT-AM4-1U-BLOWER,38920,"AMD4,3000",27.0,2026-05-21 09:29:27.587474
JIUSHARK JF200S,39400,"115X,1366,2011,1851,AMD4,1408,1500",157.0,2026-05-21 09:29:27.587474
PCCOOLER CPS RT620 PRO 카본스틸,39900,"1851,115X,AMD4,2200",153.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 SE ARGB 서린,39900,"115X,AMD4,1550",155.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 SE,39900,"115X,AMD4,1550",155.0,2026-05-21 09:29:27.587474
Thermalright Assassin X 120 서린,40140,"2066,2011,115X,AMD4,1500",154.0,2026-05-21 09:29:27.587474
Thermalright Assassin X 120 V2 서린,40260,"115X,AMD4,1500",154.0,2026-05-21 09:29:27.587474
SCYTHE SHURIKEN 2,40490,"115X,1366,AMD4,AM2,2500",58.0,2026-05-21 09:29:27.587474
Thermalright Assassin Spirit 120 Vision ARGB 서린,40700,"1851,115X,AMD4,1500",154.0,2026-05-21 09:29:27.587474
발키리 DQ125 쿼드빔 ARGB,40710,"1851,115X,AMD4,2400",154.0,2026-05-21 09:29:27.587474
ID-COOLING IS-53 XT 데이븐,40740,"1851,AMD4,3000",53.0,2026-05-21 09:29:27.587474
GELID SLIMHERO,41000,"115X,1366,AM2,1600",59.0,2026-05-21 09:29:27.587474
쿨러마스터 HYPER 420S ARGB,41100,"1851,115X,AMD4,1750",152.0,2026-05-21 09:29:27.587474
Thermalright Assassin King 90 V2 서린,41290,"2066,2011,115X,1851,AMD4,2200",125.0,2026-05-21 09:29:27.587474
COOLERTEC CT 2011 2U V3,41360,"2011,5500",50.0,2026-05-21 09:29:27.587474
Thermalright Assassin Spirit 120 EVO 서린,41640,"115X,AMD4,2000",156.0,2026-05-21 09:29:27.587474
ID-COOLING FROZN A620 PRO SE ARGB 데이븐,41710,"115X,1851,AMD4,2000",157.0,2026-05-21 09:29:27.587474
darkFlash Ellsworth D21,41760,"115X,AM2,AMD4,1600",155.0,2026-05-21 09:29:27.587474
발키리 DQ125 쿼드빔,41820,"1851,115X,AMD4,2400",154.0,2026-05-21 09:29:27.587474
Thermalright Assassin Spirit 120 EVO ARGB 서린,41920,"115X,AMD4,2000",156.0,2026-05-21 09:29:27.587474
SCYTHE IORI,42360,"115X,1366,AM2,1800",117.0,2026-05-21 09:29:27.587474
잘만 CNPS13X,42580,"115X,1851,AMD4,2000",159.0,2026-05-21 09:29:27.587474
COUGAR FORZA 50 ARGB 서린,42760,"1851,115X,2066,2011,1366,AMD4,AM2,2000",155.0,2026-05-21 09:29:27.587474
SCYTHE FUMA 3,42890,"115X,2066,2011,AMD4,1500",154.0,2026-05-21 09:29:27.587474
PCCOOLER CPS RC400-53,42900,"1851,115X,AMD4,2700",53.0,2026-05-21 09:29:27.587474
GELID TRANQUILLO Rev.3,43000,"115X,1366,AM2,1500",153.0,2026-05-21 09:29:27.587474
ID-COOLING IS-50X V3 Ver2.0,43890,"115X,AMD4,2000",56.0,2026-05-21 09:29:27.587474
Antec A400 RGB,44380,"115X,2066,2011,1366,AMD4,AM2,1800",155.0,2026-05-21 09:29:27.587474
쿨러마스터 HYPER 622 HALO,44380,"1851,115X,AMD4,1700,2050",157.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC310 RGB,44830,"115X,AMD4,1500",155.0,2026-05-21 09:29:27.587474
PCCOOLER G6,44940,"2011,1851,115X,2066,AM2,AMD4,1600",158.0,2026-05-21 09:29:27.587474
darkFlash Ellsworth D21 ARGB,45470,"115X,AMD4,AM2,1600",155.0,2026-05-21 09:29:27.587474
타무즈 T660-V4D,45500,"1851,2066,115X,1366,2011,AMD4,1900",154.0,2026-05-21 09:29:27.587474
발키리 CL140,45500,"115X,1851,AMD4,2000",165.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1800 LITE,45500,"115X,AMD4,1600",156.0,2026-05-21 09:29:27.587474
잘만 CNPS10X PERFORMA ST,45640,"115X,AMD4,1500",155.0,2026-05-21 09:29:27.587474
COOLLEO B60T V2 3RSYS,45800,"1851,115X,AMD4,2000",157.0,2026-05-21 09:29:27.587474
PCCOOLER CPS RT620 PRO ARGB 카본스틸,45900,"1851,115X,AMD4,2200",153.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 SE ARGB,45900,"115X,AMD4,1550",155.0,2026-05-21 09:29:27.587474
DEEPCOOL AG620 G2 ARGB,46060,"1851,AMD4,2200",159.0,2026-05-21 09:29:27.587474
DEEPCOOL AK400 G2,46320,"1851,115X,AMD4,2200",156.0,2026-05-21 09:29:27.587474
에너맥스 ETS-F40-FS ARGB,46500,"1366,2011,115X,2066,AMD4,AM2,1200",158.0,2026-05-21 09:29:27.587474
Thermalright Assassin Spirit 120 EVO DARK 서린,46500,"115X,AMD4,1850",156.0,2026-05-21 09:29:27.587474
Thermalright AXP90-X47 서린,46700,"115X,AMD4,2700",47.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 SE WHITE ARGB 서린,46730,"115X,AMD4,1550",155.0,2026-05-21 09:29:27.587474
JONSBO CR-3000 ARGB,46800,"2011,2066,1851,115X,AMD4,1500",160.0,2026-05-21 09:29:27.587474
ID-COOLING FROZN A620 PRO XE ARGB 데이븐,47530,"1851,115X,AMD4,2000",157.0,2026-05-21 09:29:27.587474
PCCOOLER PALADIN S9 ARGB,47660,"2011,115X,2066,AMD4,1800",156.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 SE Extrem 서린,47700,"1851,115X,AMD4,1850",155.0,2026-05-21 09:29:27.587474
Thermalright COGAGE Sanction 120 서린,48000,"115X,AMD4,1550",153.0,2026-05-21 09:29:27.587474
ID-COOLING FROZN A620 데이븐,48015,"1851,115X,AMD4,2000",154.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC 1100 PWM,48300,"115X,AMD4,1850",135.0,2026-05-21 09:29:27.587474
Thermalright AXP90-X36 서린,48400,"115X,AMD4,2700",36.0,2026-05-21 09:29:27.587474
몬스타 옥시푸스 델타 A62,48400,"1851,115X,AMD4,2000",156.0,2026-05-21 09:29:27.587474
LEADCOOL POONG AC-6200 BOOSTER ARGB,48950,"115X,2011,1366,1851,2066,AMD4,AM2,1105,1800",158.0,2026-05-21 09:29:27.587474
ID-COOLING SE-207-XT ADVANCED,49410,"115X,2066,2011,AMD4,1800",154.0,2026-05-21 09:29:27.587474
Thermalright SI-100 서린,49890,"115X,2011,2066,AMD4,2000",99.0,2026-05-21 09:29:27.587474
잘만 CNPS9X PERFORMA RGB,49890,"1851,115X,AMD4,1800",157.0,2026-05-21 09:29:27.587474
잘만 CNPS14X DUO,49890,"1851,115X,AMD4,AM2,2000",159.0,2026-05-21 09:29:27.587474
PentaWave Z05C EX TURBO,49900,"115X,1851,AMD4,3000",157.0,2026-05-21 09:29:27.587474
SCYTHE KOTETSU MARK II ARGB,49900,"115X,2066,2011,1366,AMD4,AM2,1500",154.0,2026-05-21 09:29:27.587474
Antec C400 BLUE LED,50000,"115X,2011,1366,AMD4,AM2,1900",155.0,2026-05-21 09:29:27.587474
ID-COOLING IS-55 BLACK,50530,"1851,115X,AMD4,2000",57.0,2026-05-21 09:29:27.587474
조이쿨 JC-1700-1U -125W,51000,6600,27.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC-1300 ARGB,51000,"115X,AMD4,2100",152.0,2026-05-21 09:29:27.587474
Thermalright AXP90-X36,51340,"115X,AMD4,2700",36.0,2026-05-21 09:29:27.587474
COUGAR FORZA 85 ESSENTIAL 서린,51720,"1851,115X,2066,2011,1366,AMD4,AM2,2000",160.0,2026-05-21 09:29:27.587474
DEEPCOOL AK400 G2 DIGITAL NYX,51930,"1851,115X,AMD4,2200",156.0,2026-05-21 09:29:27.587474
타무즈 T660-V4D-ARGB,52000,"2066,2011,115X,1851,1366,AMD4,1900",154.0,2026-05-21 09:29:27.587474
ID-COOLING IS-55 ARGB,52130,"115X,AMD4,2000",55.0,2026-05-21 09:29:27.587474
ID-COOLING IS-67-XT 데이븐,52700,"1851,115X,AMD4,2200",67.0,2026-05-21 09:29:27.587474
be quiet PURE ROCK 3 블랙,52850,"1851,115X,AMD4,2000",154.0,2026-05-21 09:29:27.587474
Thermalright TRUE Spirit Ni,53000,"115X,1366,AM2,1500",163.0,2026-05-21 09:29:27.587474
EVERCOOL COOLMARKER CM-3647 2U SQUARE,53300,6800,64.0,2026-05-21 09:29:27.587474
Thermalright AXP90-X53 서린,53900,"115X,AMD4,2700",53.0,2026-05-21 09:29:27.587474
JONSBO CR-2100 AUTO RGB,54000,"115X,2011,1366,AMD4,AM2,1500",159.0,2026-05-21 09:29:27.587474
XIGMATEK Dark Knight SD1283 Night Hawk Edition,54500,"115X,2011,1366,AM2,2500",159.0,2026-05-21 09:29:27.587474
다산코퍼레이션 디프렌드 D620 ARGB 솔더링,54980,"115X,1851,AMD4,1700",157.0,2026-05-21 09:29:27.587474
REEVEN HANS,55000,"115X,2011,AM2,1500",155.0,2026-05-21 09:29:27.587474
DYNATRON K2,55990,"115X,4000",,2026-05-21 09:29:27.587474
DYNATRON K199,55990,"115X,5000",28.0,2026-05-21 09:29:27.587474
JIUSHARK JF200 ARGB,56000,"115X,1366,1851,2011,AMD4,1408,1500",158.0,2026-05-21 09:29:27.587474
DEEPCOOL AG620 DIGITAL,56070,"115X,1851,AMD4,1950",161.0,2026-05-21 09:29:27.587474
잘만 CNPS10X PERFORMA,56170,"115X,AMD4,1500",155.0,2026-05-21 09:29:27.587474
타무즈 T880-V4D,56200,"2011,2066,1366,115X,1851,AMD4,1900",154.0,2026-05-21 09:29:27.587474
ID-COOLING SE-207-XT SLIM,56420,"115X,2066,2011,AMD4,1800",135.0,2026-05-21 09:29:27.587474
발키리 EL125 ARGB,56500,"115X,1851,AMD4,2150",157.0,2026-05-21 09:29:27.587474
잘만 CNPS13X DS,56950,"115X,1851,AMD4,2000",159.0,2026-05-21 09:29:27.587474
Thermalright TRUE SPIRIT 120 REV.B 서린,57500,"2011,115X,2066,AMD4,1850",157.0,2026-05-21 09:29:27.587474
APNX AP1-V ARGB,57960,"115X,AMD4,1800",157.0,2026-05-21 09:29:27.587474
3RSYS Socoool 고요N PWM,58360,"1851,AMD4,2000",157.0,2026-05-21 09:29:27.587474
DEEPCOOL AG620,58690,"2011,2066,115X,1851,AMD4,1300,1800",157.0,2026-05-21 09:29:27.587474
JONSBO HX-6280 ARGB,59000,"1851,115X,AMD4,2000,2200",160.0,2026-05-21 09:29:27.587474
DEEPCOOL AK620 DIGITAL SE,59000,"1851,115X,AMD4,1400,1850",161.0,2026-05-21 09:29:27.587474
JIUSHARK JF800 Diamond,59000,"1366,1851,115X,AMD4,1850",159.0,2026-05-21 09:29:27.587474
DEEPCOOL AK400 DIGITAL PRO,59000,"115X,1851,AMD4,1750",159.0,2026-05-21 09:29:27.587474
JONSBO HX6200D WHITE ARGB,59430,"115X,AMD4,1800",63.0,2026-05-21 09:29:27.587474
Thermalright Phantom Spirit 120 SE ARGB,59500,"115X,AMD4,1035,1500",154.0,2026-05-21 09:29:27.587474
Thermalright Phantom Spirit 120 SE,59500,"115X,AMD4,1035,1500",154.0,2026-05-21 09:29:27.587474
Thermalright Royal Knight 120 SE 서린,59880,"115X,1851,AMD4,1500,1800",155.0,2026-05-21 09:29:27.587474
Thermalright True Spirit 140,60000,"115X,1366,AM2,1300",170.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 140 SE 서린,60900,"115X,1851,AMD4,1500,1850",158.0,2026-05-21 09:29:27.587474
DYNATRON K17,61260,"115X,2500",110.0,2026-05-21 09:29:27.587474
JONSBO HX6240,61500,"2066,2011,115X,1851,AMD4,1035,1800",162.0,2026-05-21 09:29:27.587474
be quiet PURE ROCK 3 LX,61640,"115X,1851,AMD4,2000",154.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 MINI 서린,61750,"2011,2066,115X,AMD4,1500",135.0,2026-05-21 09:29:27.587474
3RSYS Socoool 고요 ARGB,61880,"1851,AMD4,2000",157.0,2026-05-21 09:29:27.587474
Thermalright TA120 EX,61900,"115X,2066,2011,AMD4,1850",154.0,2026-05-21 09:29:27.587474
쿨러마스터 HYPER 212 HALO SF6 RYU WHITE,62000,"115X,1851,AMD4,2050",154.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC-1800 Quiet 솔더링,62300,"115X,AMD4,1800",156.0,2026-05-21 09:29:27.587474
타무즈 T880-V4D-ARGB,62990,"2011,115X,1366,2066,1851,AMD4,1900",154.0,2026-05-21 09:29:27.587474
DEEPCOOL AK400,63090,"115X,1851,AMD4,1850",155.0,2026-05-21 09:29:27.587474
JIUSHARK JF800 Diamond ARGB,63500,"115X,1366,1851,AMD4,1850",159.0,2026-05-21 09:29:27.587474
Thermalright Assassin King 120 MINI WHITE ARGB 서린,63800,"115X,2011,2066,AMD4,1500",135.0,2026-05-21 09:29:27.587474
Thermalright AXP120-X67 서린,63800,"115X,AMD4,1800",67.0,2026-05-21 09:29:27.587474
Thermalright TRUE Spirit 140 Direct,64000,"115X,2011,1366,AM2,1300",161.0,2026-05-21 09:29:27.587474
PentaWave Z06D,64300,"2011,2066,1851,115X,AMD4,1950",158.0,2026-05-21 09:29:27.587474
Thermalright SI-100 WHITE ARGB,64380,"2011,115X,2066,AMD4,2000",99.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 140 SE ARGB 서린,65490,"1851,115X,AMD4,1500,1850",158.0,2026-05-21 09:29:27.587474
GELID ANTARCTICA,65500,"115X,1366,AM2,1500",160.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 BLACK 서린,65900,"2011,115X,2066,AMD4,1550",157.0,2026-05-21 09:29:27.587474
DYNATRON B11,66100,4000,110.0,2026-05-21 09:29:27.587474
Thermalright Royal Knight 120 서린,66250,"2066,1851,2011,115X,AMD4,2150,1900",156.0,2026-05-21 09:29:27.587474
DYNATRON A35,66460,3800,110.0,2026-05-21 09:29:27.587474
DYNATRON B5,66470,7000,66.0,2026-05-21 09:29:27.587474
DYNATRON Q6,67960,6000,110.0,2026-05-21 09:29:27.587474
DYNATRON K555,67970,"115X,4500",67.0,2026-05-21 09:29:27.587474
DYNATRON Q3,67970,7000,28.0,2026-05-21 09:29:27.587474
DYNATRON U10,67970,"1851,115X,AMD4,3200",30.0,2026-05-21 09:29:27.587474
DYNATRON R14,67980,"2011,7000",67.0,2026-05-21 09:29:27.587474
DYNATRON R27,67980,"2011,3800",110.0,2026-05-21 09:29:27.587474
DYNATRON B14,68000,4000,110.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 서린,68000,"115X,2011,2066,AMD4,1020,1550",157.0,2026-05-21 09:29:27.587474
ARCTIC Freezer 34 eSports DUO,69000,"115X,2066,2011,AMD4,2100",157.0,2026-05-21 09:29:27.587474
DEEPCOOL AK620,69000,"115X,2066,1851,2011,AMD4,1456,1850",160.0,2026-05-21 09:29:27.587474
be quiet SHADOW ROCK SLIM 2,69000,"2011,115X,2066,AMD4,AM2,1400",161.0,2026-05-21 09:29:27.587474
ALSEYE M120D PLUS,69490,"115X,2066,2011,1366,AMD4,1900",160.0,2026-05-21 09:29:27.587474
Thermalright AXP120-X67 ARGB 서린,69500,"2066,115X,AMD4,1800",67.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 Digital 서린,69690,"1851,115X,AMD4,1850",162.0,2026-05-21 09:29:27.587474
CRYORIG H5 ULTIMATE,70000,"115X,2011,1366,AM2,1300",168.0,2026-05-21 09:29:27.587474
잘만 CNPS16X,71080,"2011,115X,2066,AMD4,AM2,1500",165.0,2026-05-21 09:29:27.587474
DEEPCOOL AG620 DIGITAL ARGB,71230,"115X,1851,AMD4,1950",161.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC 1800 Quiet ARGB,71400,"115X,AMD4,1800",156.0,2026-05-21 09:29:27.587474
발키리 SL125,71500,"115X,2066,2011,AMD4,2150",158.0,2026-05-21 09:29:27.587474
be quiet PURE ROCK PRO 3,71590,"115X,1851,AMD4,2000",155.0,2026-05-21 09:29:27.587474
DYNATRON Q5,71650,8000,65.0,2026-05-21 09:29:27.587474
DYNATRON S5,71650,1100,66.0,2026-05-21 09:29:27.587474
COUGAR FORZA 85 ARGB 서린,71660,"1851,115X,2066,2011,1366,AMD4,AM2,2000",160.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 WHITE ARGB 서린,71700,"2066,115X,2011,AMD4,1020,1500",157.0,2026-05-21 09:29:27.587474
REEVEN OURANOS,72000,"115X,2011,1366,AM2,1030,1700",161.0,2026-05-21 09:29:27.587474
DYNATRON S6,72580,4500,110.0,2026-05-21 09:29:27.587474
DYNATRON N11,72580,8500,66.0,2026-05-21 09:29:27.587474
DYNATRON N3,72580,8600,27.0,2026-05-21 09:29:27.587474
앱코 타이폰 120X5 PRO ARGB,72660,"115X,AMD4,1800",157.0,2026-05-21 09:29:27.587474
잘만 ZET 5 솔더링,73060,"1851,115X,AMD4,2000",158.0,2026-05-21 09:29:27.587474
be quiet SHADOW ROCK 3 WHITE,73400,"115X,2066,2011,AMD4,AM2,1600",163.0,2026-05-21 09:29:27.587474
COOLLEO B60T LCD SERIES 3RSYS,75300,"1851,115X,AMD4,2000",159.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9a-AM5,75400,2500,37.0,2026-05-21 09:29:27.587474
쿨러마스터 HYPER 612 APEX,75480,"115X,1851,AMD4,2400",159.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 140 서린,75490,"2066,1851,2011,115X,AMD4,1500",158.0,2026-05-21 09:29:27.587474
be quiet PURE ROCK PRO 3 블랙,75500,"1851,115X,AMD4,2000",155.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9i,75500,"115X,2500",37.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9i-17xx,75710,"1851,2500",37.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1900N 솔더링,75950,"1851,115X,AMD4,1600,2200",157.0,2026-05-21 09:29:27.587474
SNOWMAN AX660 PRO-ARGB 뚜까리6,76200,"1851,115X,1366,AMD4,1900",162.0,2026-05-21 09:29:27.587474
be quiet SHADOW ROCK 3 WHITE 서린,77000,"115X,2011,2066,AMD4,1600",163.0,2026-05-21 09:29:27.587474
Thermalright AXP-100RH,77000,"115X,2011,1366,AM2,2500",65.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9a-AM4,77300,"AMD4,2500",37.0,2026-05-21 09:29:27.587474
DEEPCOOL AK500 ZERO DARK,77390,"115X,2066,2011,AMD4,1040,1850",158.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC 1000,79000,"115X,2066,2011,AMD4,1080,1600",156.0,2026-05-21 09:29:27.587474
DEEPCOOL AK620 G2 DIGITAL NYX,79000,"115X,1851,AMD4,2000",159.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 Digital ARGB 서린,79000,"1851,115X,AMD4,1850",162.0,2026-05-21 09:29:27.587474
써멀테이크 ASTRIA 600 ARGB Lighting,79380,"2066,115X,1851,2011,AMD4,1800",160.0,2026-05-21 09:29:27.587474
be quiet SHADOW ROCK 3 서린,79560,"115X,2066,2011,AMD4,1600",163.0,2026-05-21 09:29:27.587474
Thermalright AXP90-X53 FULL 서린,79750,"115X,AMD4,2700",53.0,2026-05-21 09:29:27.587474
ALSEYE W700 Pro,79900,"1851,115X,1366,2066,2011,AMD4,3000",160.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1900 ARGB 솔더링,80490,"1851,115X,AMD4,1600,2200",157.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1910 Quiet 쌍철봉,80780,"1851,115X,AMD4,2000",157.0,2026-05-21 09:29:27.587474
Thermalright Royal Pretor 130 서린,81380,"2066,115X,1851,2011,AMD4,1750,2150",158.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1910N Quiet 쌍철봉,82500,"115X,1851,AMD4,2000",157.0,2026-05-21 09:29:27.587474
Thermalright AXP90-X47 FULL 서린,82760,"115X,AMD4,2700",47.0,2026-05-21 09:29:27.587474
Thermalright SILVER SOUL 110 서린,83000,"2011,115X,2066,AMD4,2500",110.0,2026-05-21 09:29:27.587474
