name,price,socket_type,memory_type,created_at,bench_score
인텔 셀러론 G1840 (하스웰 리프레시),1950,1150,DDR3,2026-05-21 09:09:51.582418,1778.0
인텔 펜티엄 G3240 (하스웰 리프레시),2000,1150,DDR3,2026-05-21 09:09:51.582418,1928.0
인텔 펜티엄 G850 (샌디브릿지),2090,1155,DDR3,2026-05-21 09:09:51.582418,1497.0
인텔 펜티엄 G840 (샌디브릿지),2100,1155,DDR3,2026-05-21 09:09:51.582418,1321.0
인텔 펜티엄 E2180 (콘로),2110,775,,2026-05-21 09:09:51.582418,693.0
인텔 코어i3-2세대 2120 (샌디브릿지),2230,1155,DDR3,2026-05-21 09:09:51.582418,1979.0
인텔 펜티엄 G3440 (하스웰 리프레시),2790,1150,DDR3,2026-05-21 09:09:51.582418,2202.0
인텔 코어2듀오 E8400 (울프데일),2990,775,,2026-05-21 09:09:51.582418,1220.0
인텔 펜티엄 G4500 (스카이레이크),2990,1151,,2026-05-21 09:09:51.582418,2811.0
인텔 펜티엄 G3420 (하스웰),3000,1150,DDR3,2026-05-21 09:09:51.582418,2031.0
인텔 코어i3-1세대 530 (클락데일),3200,1156,DDR3,2026-05-21 09:09:51.582418,1519.0
인텔 셀러론 G1850 (하스웰 리프레시),3270,1150,DDR3,2026-05-21 09:09:51.582418,1915.0
인텔 코어i5-1세대 760 (린필드),3270,1156,DDR3,2026-05-21 09:09:51.582418,2676.0
인텔 코어i3-1세대 540 (클락데일),3270,1156,DDR3,2026-05-21 09:09:51.582418,1560.0
인텔 코어i3-1세대 550 (클락데일),3280,1156,DDR3,2026-05-21 09:09:51.582418,1635.0
인텔 코어i5-1세대 750 (린필드),3330,1156,DDR3,2026-05-21 09:09:51.582418,2550.0
인텔 코어i3-3세대 3240 (아이비브릿지),3390,1155,DDR3,2026-05-21 09:09:51.582418,2356.0
인텔 코어i3-2세대 2100 (샌디브릿지),3600,1155,DDR3,2026-05-21 09:09:51.582418,1863.0
인텔 펜티엄 G3450 (하스웰 리프레시),3720,1150,DDR3,2026-05-21 09:09:51.582418,2191.0
인텔 펜티엄 G2030 (아이비브릿지),3750,1155,DDR3,2026-05-21 09:09:51.582418,1770.0
인텔 코어i3-4세대 4150 (하스웰 리프레시),3770,1150,DDR3,2026-05-21 09:09:51.582418,3399.0
인텔 코어i5-1세대 650 (클락데일),3920,1156,DDR3,2026-05-21 09:09:51.582418,2256.0
인텔 코어2쿼드 Q8300 (요크필드),4000,775,,2026-05-21 09:09:51.582418,1670.0
인텔 펜티엄 G3460 (하스웰 리프레시),4430,1150,DDR3,2026-05-21 09:09:51.582418,2139.0
인텔 코어i3-3세대 3220 (아이비브릿지),4590,1155,DDR3,2026-05-21 09:09:51.582418,2279.0
인텔 펜티엄 G3260 (하스웰 리프레시),4600,1150,DDR3,2026-05-21 09:09:51.582418,2095.0
인텔 펜티엄 G2130 (아이비브릿지),4770,1155,DDR3,2026-05-21 09:09:51.582418,1918.0
인텔 펜티엄 G2120 (아이비브릿지),4900,1155,DDR3,2026-05-21 09:09:51.582418,1879.0
인텔 코어i7-1세대 950 (블룸필드),5000,1366,DDR3,2026-05-21 09:09:51.582418,3262.0
인텔 펜티엄 G4400 (스카이레이크),5060,1151,,2026-05-21 09:09:51.582418,2566.0
인텔 펜티엄 E2160 (콘로),5310,775,,2026-05-21 09:09:51.582418,663.0
인텔 펜티엄 E6600 (울프데일),6190,775,,2026-05-21 09:09:51.582418,1161.0
인텔 셀러론 G1630 (아이비브릿지),6200,1155,DDR3,2026-05-21 09:09:51.582418,1707.0
인텔 셀러론 G3930 (카비레이크),6280,1151,,2026-05-21 09:09:51.582418,2254.0
인텔 코어i3-6세대 6300 (스카이레이크),6770,1151,,2026-05-21 09:09:51.582418,4350.0
인텔 코어2쿼드 Q6600 (켄츠필드),7000,775,,2026-05-21 09:09:51.582418,1846.0
인텔 펜티엄 G4600 (카비레이크),7290,1151,,2026-05-21 09:09:51.582418,3630.0
인텔 펜티엄 G4560 (카비레이크),7430,1151,,2026-05-21 09:09:51.582418,3532.0
인텔 코어2쿼드 Q8400 (요크필드),7910,775,,2026-05-21 09:09:51.582418,2090.0
AMD FX 4100 (잠베지),8370,AM3,DDR3,2026-05-21 09:09:51.582418,2629.0
인텔 코어i3-4세대 4130 (하스웰),8390,1150,DDR3,2026-05-21 09:09:51.582418,3333.0
인텔 펜티엄 E6700 (울프데일),8590,775,,2026-05-21 09:09:51.582418,1200.0
인텔 코어i3-4세대 4170 (하스웰 리프레시),9030,1150,DDR3,2026-05-21 09:09:51.582418,3578.0
인텔 코어2쿼드 Q9300 (요크필드),9070,775,,2026-05-21 09:09:51.582418,1962.0
인텔 펜티엄 G3430 (하스웰),10000,1150,DDR3,2026-05-21 09:09:51.582418,2127.0
인텔 코어i7-1세대 860 (린필드),10100,1156,DDR3,2026-05-21 09:09:51.582418,3026.0
인텔 코어i5-2세대 2400 (샌디브릿지),10550,1155,DDR3,2026-05-21 09:09:51.582418,3855.0
인텔 코어i3-6세대 6100 (스카이레이크),10680,1151,,2026-05-21 09:09:51.582418,4097.0
인텔 코어2쿼드 Q9500 (요크필드),10820,775,,2026-05-21 09:09:51.582418,2246.0
인텔 코어i5-2세대 2300 (샌디브릿지),11500,1155,DDR3,2026-05-21 09:09:51.582418,3478.0
인텔 제온 E3-1220 (샌디브릿지),12000,1155,DDR3,2026-05-21 09:09:51.582418,3870.0
인텔 펜티엄 G3258 (하스웰),12250,1150,DDR3,2026-05-21 09:09:51.582418,2064.0
인텔 펜티엄 골드 G5420 (커피레이크-R),12280,1151V2,DDR4,2026-05-21 09:09:51.582418,3736.0
인텔 코어i3-4세대 4370 (하스웰 리프레시),12390,1150,DDR3,2026-05-21 09:09:51.582418,3861.0
인텔 코어i3-4세대 4360 (하스웰 리프레시),12490,1150,DDR3,2026-05-21 09:09:51.582418,3641.0
인텔 코어i5-3세대 3330 (아이비브릿지),12600,1155,DDR3,2026-05-21 09:09:51.582418,4095.0
인텔 코어i5-2세대 2500 (샌디브릿지),13790,1155,DDR3,2026-05-21 09:09:51.582418,4094.0
인텔 코어i7-1세대 870 (린필드),13890,1156,DDR3,2026-05-21 09:09:51.582418,3169.0
AMD A4 7300 (리치랜드),13950,FM2,DDR3,2026-05-21 09:09:51.582418,1543.0
인텔 코어i5-3세대 3470 (아이비브릿지),13990,1155,DDR3,2026-05-21 09:09:51.582418,4662.0
인텔 코어i3-4세대 4330 (하스웰),14100,1150,DDR3,2026-05-21 09:09:51.582418,3482.0
인텔 코어i5-2세대 2500K (샌디브릿지),14150,1155,DDR3,2026-05-21 09:09:51.582418,4143.0
인텔 코어i5-3세대 3450 (아이비브릿지),14200,1155,DDR3,2026-05-21 09:09:51.582418,4520.0
AMD 페넘II-X4 955 (데네브),15680,AM3,,2026-05-21 09:09:51.582418,2559.0
인텔 코어i3-7세대 7100 (카비레이크),15920,1151,,2026-05-21 09:09:51.582418,4317.0
AMD 페넘II-X4 945 (데네브),15990,AM3,,2026-05-21 09:09:51.582418,2419.0
인텔 셀러론 G530 (샌디브릿지),16420,1155,DDR3,2026-05-21 09:09:51.582418,1166.0
인텔 코어i5-3세대 3550 (아이비브릿지),16500,1155,DDR3,2026-05-21 09:09:51.582418,4793.0
인텔 펜티엄 G645 (샌디브릿지),16540,1155,DDR3,2026-05-21 09:09:51.582418,1459.0
인텔 셀러론 G540 (샌디브릿지),16540,1155,DDR3,2026-05-21 09:09:51.582418,1186.0
인텔 코어i5-3세대 3570K (아이비브릿지),17000,1155,DDR3,2026-05-21 09:09:51.582418,4973.0
인텔 코어2쿼드 Q9550 (요크필드),17000,775,,2026-05-21 09:09:51.582418,2385.0
인텔 펜티엄 G3470 (하스웰 리프레시),17000,1150,DDR3,2026-05-21 09:09:51.582418,2448.0
인텔 펜티엄 골드 G5400 (커피레이크),17810,1151V2,DDR4,2026-05-21 09:09:51.582418,3731.0
AMD FX 8300 (비쉐라),18850,AM3,DDR3,2026-05-21 09:09:51.582418,5329.0
인텔 제온 X5680 (웨스터미어),19000,1366,DDR3,2026-05-21 09:09:51.582418,6914.0
인텔 펜티엄 E5700 (울프데일),19000,775,,2026-05-21 09:09:51.582418,1107.0
AMD 페넘II-X6 1055T (투반),20000,AM3,,2026-05-21 09:09:51.582418,3394.0
인텔 코어i5-4세대 4430 (하스웰),20000,1150,DDR3,2026-05-21 09:09:51.582418,4670.0
인텔 코어i5-3세대 3570 (아이비브릿지),20470,1155,DDR3,2026-05-21 09:09:51.582418,4930.0
인텔 셀러론 G4900 (커피레이크),20660,1151V2,DDR4,2026-05-21 09:09:51.582418,2385.0
인텔 코어i3-6세대 6320 (스카이레이크),20900,1151,,2026-05-21 09:09:51.582418,4416.0
인텔 셀러론 G3900 (스카이레이크),21710,1151,,2026-05-21 09:09:51.582418,2159.0
인텔 코어i5-4세대 4440 (하스웰),22100,1150,DDR3,2026-05-21 09:09:51.582418,4797.0
인텔 코어i5-4세대 4460 (하스웰 리프레시),22410,1150,DDR3,2026-05-21 09:09:51.582418,4925.0
인텔 코어i5-4세대 4670K (하스웰),23700,1150,DDR3,2026-05-21 09:09:51.582418,5583.0
AMD 라이젠5-1세대 1600 (서밋 릿지),24900,AMD4,DDR4,2026-05-21 09:09:51.582418,12254.0
인텔 코어i5-4세대 4590 (하스웰 리프레시),26450,1150,DDR3,2026-05-21 09:09:51.582418,5381.0
인텔 코어i5-4세대 4570 (하스웰),26450,1150,DDR3,2026-05-21 09:09:51.582418,5232.0
인텔 코어i5-4세대 4670 (하스웰),26930,1150,DDR3,2026-05-21 09:09:51.582418,5483.0
인텔 제온 E3-1220V5 (스카이레이크),28160,1151,,2026-05-21 09:09:51.582418,5727.0
인텔 셀러론 G4930 (커피레이크-R),28890,1151V2,DDR4,2026-05-21 09:09:51.582418,2511.0
인텔 코어i5-4세대 4690K (데빌스캐년),29110,1150,DDR3,2026-05-21 09:09:51.582418,5680.0
AMD 라이젠5-1세대 1400 (서밋 릿지),30790,AMD4,DDR4,2026-05-21 09:09:51.582418,7738.0
인텔 제온 E5-2680 v4 (브로드웰-EP),31400,2011,DDR4,2026-05-21 09:09:51.582418,17206.0
인텔 셀러론 G5900 (코멧레이크S),31990,1200,DDR4,2026-05-21 09:09:51.582418,2669.0
인텔 코어i3-7세대 7320 (카비레이크),32850,1151,,2026-05-21 09:09:51.582418,4773.0
인텔 코어i5-6세대 6500 (스카이레이크),32930,1151,,2026-05-21 09:09:51.582418,5603.0
인텔 코어i5-4세대 4690 (하스웰 리프레시),33290,1150,DDR3,2026-05-21 09:09:51.582418,5594.0
인텔 코어i7-2세대 2600 (샌디브릿지),34050,1155,DDR3,2026-05-21 09:09:51.582418,5329.0
인텔 코어i3-8세대 8100 (커피레이크),34940,1151V2,DDR4,2026-05-21 09:09:51.582418,6061.0
인텔 코어i5-6세대 6400 (스카이레이크),35180,1151,,2026-05-21 09:09:51.582418,5178.0
AMD 애슬론 200GE (레이븐 릿지),36200,AMD4,DDR4,2026-05-21 09:09:51.582418,4108.0
인텔 코어i5-6세대 6600 (스카이레이크),36450,1151,,2026-05-21 09:09:51.582418,6074.0
인텔 코어i3-7세대 7300 (카비레이크),36590,1151,,2026-05-21 09:09:51.582418,4522.0
인텔 코어i5-6세대 6600K (스카이레이크),37730,1151,,2026-05-21 09:09:51.582418,6303.0
인텔 제온 E3-1270V5 (스카이레이크),38430,1151,,2026-05-21 09:09:51.582418,8325.0
인텔 코어i5-4세대 4670 + H81 패키지,45130,1150,DDR3,2026-05-21 09:09:51.582418,5483.0
인텔 코어i5-7세대 7400 (카비레이크),45710,1151,,2026-05-21 09:09:51.582418,5480.0
인텔 코어i5-4세대 4690 + H81 패키지,46500,1150,DDR3,2026-05-21 09:09:51.582418,5594.0
인텔 코어i5-7세대 7500 (카비레이크),46590,1151,,2026-05-21 09:09:51.582418,6038.0
인텔 코어i7-2세대 2600K (샌디브릿지),47550,1155,DDR3,2026-05-21 09:09:51.582418,5479.0
인텔 코어i5-7세대 7600 (카비레이크),48730,1151,,2026-05-21 09:09:51.582418,6587.0
인텔 제온 스케일러블 브론즈 3206R (캐스케이드레이크),50000,3647,DDR4,2026-05-21 09:09:51.582418,6777.0
인텔 제온 E3-1230V2 (아이비브릿지),51110,1155,DDR3,2026-05-21 09:09:51.582418,6181.0
AMD 라이젠7-1세대 1700X (서밋 릿지),52360,AMD4,DDR4,2026-05-21 09:09:51.582418,15605.0
AMD 라이젠5-2세대 2600 (피나클 릿지),56790,AMD4,DDR4,2026-05-21 09:09:51.582418,289.0
인텔 코어i3-9세대 9100 (커피레이크-R),60080,1151V2,DDR4,2026-05-21 09:09:51.582418,6607.0
AMD 라이젠5-3세대 3500 (마티스),60220,AMD4,DDR4,2026-05-21 09:09:51.582418,12773.0
AMD 라이젠5-1세대 1500X (서밋 릿지),61400,AMD4,DDR4,2026-05-21 09:09:51.582418,9069.0
인텔 코어i3-7세대 7300T (카비레이크),62080,1151,,2026-05-21 09:09:51.582418,4140.0
인텔 코어i7-3세대 3770 (아이비브릿지),63890,1155,DDR3,2026-05-21 09:09:51.582418,6415.0
인텔 제온 스케일러블 실버 4110 (스카이레이크),64700,3647,DDR4,2026-05-21 09:09:51.582418,10316.0
AMD 라이젠5-2세대 2600X (피나클 릿지),64800,AMD4,DDR4,2026-05-21 09:09:51.582418,13866.0
AMD 라이젠3-1세대 2200G (레이븐 릿지),64950,AMD4,,2026-05-21 09:09:51.582418,6720.0
AMD 애슬론 3000G (레이븐 릿지),65770,AMD4,DDR4,2026-05-21 09:09:51.582418,4441.0
인텔 코어i7-3세대 3770K (아이비브릿지),66690,1155,DDR3,2026-05-21 09:09:51.582418,6513.0
인텔 제온 E5-2696 v3 (하스웰-EP),66920,2011,DDR4,2026-05-21 09:09:51.582418,21345.0
AMD 라이젠5-3세대 3500X (마티스),68690,AMD4,DDR4,2026-05-21 09:09:51.582418,13169.0
인텔 코어i5-6세대 6500 + H110 패키지,69750,1151,,2026-05-21 09:09:51.582418,5603.0
AMD 라이젠7-1세대 1700 (서밋 릿지),70500,AMD4,DDR4,2026-05-21 09:09:51.582418,14758.0
인텔 코어i3-9세대 9100F (커피레이크-R),72280,1151V2,DDR4,2026-05-21 09:09:51.582418,6700.0
인텔 코어i3-8세대 8350K (커피레이크),72640,1151V2,DDR4,2026-05-21 09:09:51.582418,6925.0
인텔 코어i5-6세대 6600 + H110 패키지,73630,1151,,2026-05-21 09:09:51.582418,6074.0
인텔 코어i7-4세대 4770K (하스웰),74140,1150,DDR3,2026-05-21 09:09:51.582418,7144.0
인텔 제온 E5-2603 (샌디브릿지-EP),74990,2011,DDR3,2026-05-21 09:09:51.582418,2335.0
인텔 코어i7-6세대 6700K (스카이레이크),78110,1151,,2026-05-21 09:09:51.582418,8938.0
인텔 코어i7-4세대 4770 (하스웰),78180,1150,DDR3,2026-05-21 09:09:51.582418,7068.0
인텔 코어i7-4세대 4790 (하스웰 리프레시),80320,1150,DDR3,2026-05-21 09:09:51.582418,7265.0
인텔 코어i3-7세대 7350K (카비레이크),80620,1151,,2026-05-21 09:09:51.582418,4876.0
인텔 코어i7-6세대 6700 (스카이레이크),80770,1151,,2026-05-21 09:09:51.582418,8036.0
AMD 라이젠3-3세대 4100 (르누아르-X),81000,AMD4,DDR4,2026-05-21 09:09:51.582418,11046.0
인텔 코어i5-8세대 8500 (커피레이크),85610,1151V2,DDR4,2026-05-21 09:09:51.582418,9512.0
인텔 셀러론 G5905 (코멧레이크S),86240,1200,DDR4,2026-05-21 09:09:51.582418,2771.0
인텔 셀러론 G3950 (카비레이크),88000,1151,,2026-05-21 09:09:51.582418,2336.0
AMD 라이젠7-2세대 2700 (피나클 릿지),89010,AMD4,DDR4,2026-05-21 09:09:51.582418,15605.0
AMD 라이젠3-3세대 3100 (마티스),90420,AMD4,DDR4,2026-05-21 09:09:51.582418,315.0
인텔 코어i7-4세대 4790K (데빌스캐년),91020,1150,DDR3,2026-05-21 09:09:51.582418,8065.0
인텔 코어i5-8세대 8400 (커피레이크),93940,1151V2,DDR4,2026-05-21 09:09:51.582418,9231.0
AMD 라이젠7-2세대 2700X (피나클 릿지),94520,AMD4,DDR4,2026-05-21 09:09:51.582418,17437.0
인텔 코어i7-2세대 2700K (샌디브릿지),96000,1155,DDR3,2026-05-21 09:09:51.582418,5695.0
AMD 라이젠3-2세대 3200G (피카소),97550,AMD4,DDR4,2026-05-21 09:09:51.582418,6986.0
인텔 제온 X5650 (웨스터미어),97550,1366,DDR3,2026-05-21 09:09:51.582418,5751.0
인텔 코어i3-10세대 10100F (코멧레이크S),98000,1200,DDR4,2026-05-21 09:09:51.582418,8716.0
인텔 펜티엄 골드 G6400 (코멧레이크S),98000,1200,DDR4,2026-05-21 09:09:51.582418,4090.0
인텔 셀러론 G5925 (코멧레이크S),98640,1200,DDR4,2026-05-21 09:09:51.582418,2857.0
인텔 코어i5-9세대 9400F (커피레이크-R),99510,1151V2,DDR4,2026-05-21 09:09:51.582418,9462.0
인텔 코어i5-8세대 8600 (커피레이크),100000,1151V2,DDR4,2026-05-21 09:09:51.582418,9973.0
인텔 코어i7-7세대 7700 (카비레이크),100410,1151,,2026-05-21 09:09:51.582418,8643.0
인텔 코어i5-7세대 7600K (카비레이크),103540,1151,,2026-05-21 09:09:51.582418,6815.0
인텔 셀러론 G5920 (코멧레이크S),103990,1200,DDR4,2026-05-21 09:09:51.582418,2650.0
인텔 코어i3-10세대 10105F (코멧레이크S 리프레시),105000,1200,DDR4,2026-05-21 09:09:51.582418,8872.0
AMD 라이젠5-3세대 3600XT (마티스),106880,AMD4,DDR4,2026-05-21 09:09:51.582418,18525.0
AMD 라이젠5-3세대 3600X (마티스),108090,AMD4,DDR4,2026-05-21 09:09:51.582418,18125.0
인텔 코어i5-9세대 9600K (커피레이크-R),108150,1151V2,DDR4,2026-05-21 09:09:51.582418,10655.0
AMD 라이젠5-2세대 3400G (피카소),114200,AMD4,DDR4,2026-05-21 09:09:51.582418,9178.0
인텔 코어i7-7세대 7700K (카비레이크),118690,1151,,2026-05-21 09:09:51.582418,9636.0
인텔 제온 E3-1220V6 (카비레이크),119700,1151,,2026-05-21 09:09:51.582418,5620.0
인텔 코어i5-8세대 8600K (커피레이크),124590,1151V2,DDR4,2026-05-21 09:09:51.582418,10142.0
AMD 라이젠5-3세대 3600 (마티스),127070,AMD4,DDR4,2026-05-21 09:09:51.582418,17668.0
인텔 코어i3-8세대 8300 (커피레이크),127260,1151V2,DDR4,2026-05-21 09:09:51.582418,6367.0
인텔 코어i5-9세대 9600 (커피레이크-R),129550,1151V2,DDR4,2026-05-21 09:09:51.582418,10331.0
인텔 셀러론 G6900 (엘더레이크),131000,1700,DDR5,2026-05-21 09:09:51.582418,4475.0
AMD 라이젠5-3세대 4500 (르누아르-X),134000,AMD4,DDR4,2026-05-21 09:09:51.582418,15973.0
인텔 제온 스케일러블 실버 4112 (스카이레이크),137000,3647,DDR4,2026-05-21 09:09:51.582418,6545.0
인텔 코어i5-9세대 9400 (커피레이크-R),137600,1151V2,DDR4,2026-05-21 09:09:51.582418,9373.0
인텔 코어i3-4세대 4160 (하스웰 리프레시),140390,1150,DDR3,2026-05-21 09:09:51.582418,3497.0
인텔 펜티엄 G4520 (스카이레이크),143870,1151,,2026-05-21 09:09:51.582418,2670.0
AMD 라이젠5-4세대 5500 (세잔),143970,AMD4,DDR4,2026-05-21 09:09:51.582418,19268.0
인텔 코어i5-9세대 9500 (커피레이크-R),150510,1151V2,DDR4,2026-05-21 09:09:51.582418,9858.0
AMD 라이젠5-3세대 4600G (르누아르),154000,AMD4,DDR4,2026-05-21 09:09:51.582418,15952.0
AMD 라이젠3 PRO 4350G (르누아르),154000,AMD4,DDR4,2026-05-21 09:09:51.582418,10949.0
인텔 코어i3-10세대 10105 (코멧레이크S 리프레시),154560,1200,DDR4,2026-05-21 09:09:51.582418,8256.0
인텔 코어i5-9세대 9600KF (커피레이크-R),155750,1151V2,DDR4,2026-05-21 09:09:51.582418,10645.0
인텔 제온 E3-1231V3 (하스웰 리프레시),155920,1150,DDR3,2026-05-21 09:09:51.582418,7032.0
AMD 라이젠5-4세대 5600 (버미어),158800,AMD4,DDR4,2026-05-21 09:09:51.582418,21520.0
인텔 펜티엄 골드 G6405 (코멧레이크S 리프레시),159000,1200,DDR4,2026-05-21 09:09:51.582418,3842.0
인텔 프로세서 300 (랩터레이크 리프레시),159140,1700,DDR5,2026-05-21 09:09:51.582418,7246.0
인텔 코어i3-12세대 12100F (엘더레이크),160290,1700,DDR5,2026-05-21 09:09:51.582418,13967.0
인텔 코어i3-14세대 14100F (랩터레이크 리프레시),166920,1700,DDR5,2026-05-21 09:09:51.582418,15421.0
인텔 코어i5-10세대 10600KF (코멧레이크S),169710,1200,DDR4,2026-05-21 09:09:51.582418,14123.0
인텔 코어i7-8세대 8700 (커피레이크),173440,1151V2,DDR4,2026-05-21 09:09:51.582418,12745.0
AMD 라이젠5-5세대 8400F (피닉스),174930,AMD5,DDR5,2026-05-21 09:09:51.582418,24446.0
인텔 코어i5-11세대 11400F (로켓레이크S),176570,1200,DDR4,2026-05-21 09:09:51.582418,16883.0
인텔 코어i5-10세대 10400F (코멧레이크S),176860,1200,DDR4,2026-05-21 09:09:51.582418,12103.0
AMD 라이젠5-5세대 7500F (라파엘),177500,AMD5,DDR5,2026-05-21 09:09:51.582418,26576.0
AMD 라이젠 스레드리퍼 1920X (화이트헤븐),177800,TR4,DDR4,2026-05-21 09:09:51.582418,23062.0
인텔 코어i3-13세대 13100F (랩터레이크),178560,1700,DDR5,2026-05-21 09:09:51.582418,14667.0
AMD 라이젠3-4세대 5300G (세잔),178670,AMD4,DDR4,2026-05-21 09:09:51.582418,13011.0
AMD 라이젠5-5세대 7400 (라파엘),183000,AMD5,DDR5,2026-05-21 09:09:51.582418,20902.0
AMD 라이젠5-4세대 5500GT (세잔),184000,AMD4,DDR4,2026-05-21 09:09:51.582418,18997.0
AMD 라이젠5-5세대 7400F (라파엘),191890,AMD5,DDR5,2026-05-21 09:09:51.582418,25514.0
인텔 코어i3-10세대 10320 (코멧레이크S),194200,1200,DDR4,2026-05-21 09:09:51.582418,9988.0
AMD 라이젠5-4세대 5600G (세잔),198900,AMD4,DDR4,2026-05-21 09:09:51.582418,19661.0
인텔 코어i5-11세대 11600KF (로켓레이크S),199100,1200,DDR4,2026-05-21 09:09:51.582418,19424.0
인텔 코어i5-10세대 10500 (코멧레이크S),202390,1200,DDR4,2026-05-21 09:09:51.582418,12958.0
AMD 라이젠5-4세대 5600GT (세잔),204370,AMD4,DDR4,2026-05-21 09:09:51.582418,20194.0
인텔 코어i5-11세대 11400 (로켓레이크S),211270,1200,DDR4,2026-05-21 09:09:51.582418,16644.0
인텔 코어i7-8세대 8700K (커피레이크),211640,1151V2,DDR4,2026-05-21 09:09:51.582418,13571.0
인텔 코어i5-12세대 12400F (엘더레이크),215370,1700,DDR5,2026-05-21 09:09:51.582418,19582.0
인텔 코어i5-11세대 11500 (로켓레이크S),217500,1200,DDR4,2026-05-21 09:09:51.582418,17093.0
AMD 라이젠5 PRO 4650G (르누아르),220000,AMD4,DDR4,2026-05-21 09:09:51.582418,16022.0
인텔 코어 울트라5 시리즈2 225F (애로우레이크),223840,1851,DDR5,2026-05-21 09:09:51.582418,31033.0
인텔 코어i3-12세대 12100 (엘더레이크),228360,1700,DDR5,2026-05-21 09:09:51.582418,12448.0
인텔 코어i7-9세대 9700 (커피레이크-R),229340,1151V2,DDR4,2026-05-21 09:09:51.582418,13185.0
인텔 코어i7-9세대 9700K (커피레이크-R),230440,1151V2,DDR4,2026-05-21 09:09:51.582418,14405.0
인텔 코어i5-10세대 10600K (코멧레이크S),233570,1200,DDR4,2026-05-21 09:09:51.582418,14244.0
인텔 코어i3-14세대 14100 (랩터레이크 리프레시),234700,1700,DDR5,2026-05-21 09:09:51.582418,15099.0
인텔 코어i5-9세대 9500F (커피레이크-R),235090,1151V2,DDR4,2026-05-21 09:09:51.582418,9989.0
AMD 라이젠5-5세대 8500G (피닉스),237760,AMD5,DDR5,2026-05-21 09:09:51.582418,21421.0
AMD 라이젠7-5세대 8700F (피닉스),239570,AMD5,DDR5,2026-05-21 09:09:51.582418,31023.0
인텔 코어i5-13세대 13400F (랩터레이크),240220,1700,DDR5,2026-05-21 09:09:51.582418,24955.0
인텔 코어i5-14세대 14400F (랩터레이크 리프레시),246690,1700,DDR5,2026-05-21 09:09:51.582418,25539.0
인텔 코어i7-9세대 9700F (커피레이크-R),250000,1151V2,DDR4,2026-05-21 09:09:51.582418,13165.0
인텔 코어 울트라5 시리즈2 225 (애로우레이크),251020,1851,DDR5,2026-05-21 09:09:51.582418,30399.0
인텔 코어X-시리즈 i9-7920X (스카이레이크),253000,2066,DDR4,2026-05-21 09:09:51.582418,23536.0
AMD 라이젠5-6세대 9500F (그래니트 릿지),257830,AMD5,DDR5,2026-05-21 09:09:51.582418,28294.0
인텔 펜티엄 골드 G7400 (엘더레이크),259500,1700,DDR5,2026-05-21 09:09:51.582418,6712.0
인텔 코어i7-10세대 10700KF (코멧레이크S),264620,1200,DDR4,2026-05-21 09:09:51.582418,18339.0
AMD 라이젠7 PRO 4750G (르누아르),265800,AMD4,DDR4,2026-05-21 09:09:51.582418,20230.0
AMD 라이젠5-6세대 9600X (그래니트 릿지),268770,AMD5,DDR5,2026-05-21 09:09:51.582418,30088.0
AMD 라이젠3-3세대 3300X (마티스),270000,AMD4,DDR4,2026-05-21 09:09:51.582418,12584.0
AMD 라이젠5-5세대 8600G (피닉스),270820,AMD5,DDR5,2026-05-21 09:09:51.582418,25197.0
AMD 라이젠5-6세대 9600 (그래니트 릿지),271800,AMD5,DDR5,2026-05-21 09:09:51.582418,3284.0
인텔 코어i7-10세대 10700F (코멧레이크S),272900,1200,DDR4,2026-05-21 09:09:51.582418,16099.0
인텔 코어 울트라5 시리즈2 245KF (애로우레이크),282490,1851,DDR5,2026-05-21 09:09:51.582418,43181.0
인텔 코어i5-10세대 10600 (코멧레이크S),286520,1200,DDR4,2026-05-21 09:09:51.582418,14244.0
AMD 라이젠5-5세대 7600 (라파엘),289990,AMD5,DDR5,2026-05-21 09:09:51.582418,26977.0
인텔 코어i5-12세대 12600 (엘더레이크),300000,1700,DDR5,2026-05-21 09:09:51.582418,21327.0
인텔 제온 X5570 (네할렘),304240,1366,DDR3,2026-05-21 09:09:51.582418,3306.0
인텔 코어i5-12세대 12400 (엘더레이크),304620,1700,DDR5,2026-05-21 09:09:51.582418,18799.0
인텔 코어i5-10세대 10400 (코멧레이크S),307000,1200,DDR4,2026-05-21 09:09:51.582418,11985.0
인텔 코어i5-12세대 12600KF (엘더레이크),308310,1700,DDR5,2026-05-21 09:09:51.582418,27528.0
AMD 라이젠7-4세대 5700G (세잔),314990,AMD4,DDR4,2026-05-21 09:09:51.582418,24278.0
AMD 라이젠7-4세대 5800X (버미어),316800,AMD4,DDR4,2026-05-21 09:09:51.582418,27687.0
인텔 코어i3-10세대 10100 (코멧레이크S),316800,1200,DDR4,2026-05-21 09:09:51.582418,8498.0
인텔 코어 울트라5 시리즈2 245 (애로우레이크),325420,1851,DDR5,2026-05-21 09:09:51.582418,38490.0
인텔 코어i5-14세대 14400 (랩터레이크 리프레시),327890,1700,DDR5,2026-05-21 09:09:51.582418,25136.0
AMD 라이젠7-5세대 7700 (라파엘),328000,AMD5,DDR5,2026-05-21 09:09:51.582418,34363.0
AMD 라이젠5-5세대 7500X3D (라파엘),332900,AMD5,DDR5,2026-05-21 09:09:51.582418,25090.0
인텔 코어 울트라5 시리즈2 245K (애로우레이크),333980,1851,DDR5,2026-05-21 09:09:51.582418,43156.0
