name,price,memory_type,memory_clock,created_at,bench_score
SK하이닉스 노트북 DDR5-5600,539000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
커널앤코어 DDR5-5600 CL46,545000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
PATRIOT 노트북 DDR5-5600 CL46 SIGNATURE,547460,DDR5,5600,2026-05-22 11:57:25.202677,20.5
삼성전자 DDR5-4800,549500,DDR5,4800,2026-05-22 11:57:25.202677,18.7
PATRIOT 노트북 DDR5-6400 CL52 SIGNATURE,549830,DDR5,6400,2026-05-22 11:57:25.202677,20.4
PATRIOT DDR5-5600 CL36 VIPER VENOM 패키지,551500,DDR5,5600,2026-05-22 11:57:25.202677,20.2
타무즈 DDR5-5600 CL46,552440,DDR5,5600,2026-05-22 11:57:25.202677,20.5
ADATA DDR5-5600 CL46 LANCER BLADE 블랙 파인인포,553740,DDR5,5600,2026-05-22 11:57:25.202677,20.5
ADATA DDR5-5600 CL46 LANCER BLADE 화이트 파인인포,553750,DDR5,5600,2026-05-22 11:57:25.202677,20.5
ESSENCORE KLEVV DDR5-6400 CL30 FIT V WHITE 패키지 서린,555560,DDR5,6400,2026-05-22 11:57:25.202677,20.4
타무즈 노트북 DDR5-5600 CL46,563260,DDR5,5600,2026-05-22 11:57:25.202677,20.5
비즈텍 TREAVE 노트북 DDR5-5600 CL46,564050,DDR5,5600,2026-05-22 11:57:25.202677,20.5
삼성전자 노트북 DDR5-4800,565000,DDR5,4800,2026-05-22 11:57:25.202677,18.7
삼성전자 노트북 DDR5-4800 병행수입,565000,DDR5,4800,2026-05-22 11:57:25.202677,18.7
이메이션 노트북 DDR5-5600 CL46-46-46,565890,DDR5,5600,2026-05-22 11:57:25.202677,20.5
삼성전자 노트북 DDR5-5600,571820,DDR5,5600,2026-05-22 11:57:25.202677,20.5
ADATA DDR5-5600 CL46-45-45 코잇,572120,DDR5,5600,2026-05-22 11:57:25.202677,20.5
TeamGroup DDR5-4800 CL40 Elite 서린,572500,DDR5,4800,2026-05-22 11:57:25.202677,13.4
ESSENCORE KLEVV 노트북 DDR5-5600 CL46 파인인포,589000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
써멀테이크 DDR5-5600 CL36 TOUGHRAM RC 패키지,590000,DDR5,5600,2026-05-22 11:57:25.202677,20.2
ESSENCORE KLEVV DDR5-5600 CL46 파인인포,596300,DDR5,5600,2026-05-22 11:57:25.202677,20.5
ADATA 노트북 DDR5-5600 CL46 파인인포,597640,DDR5,5600,2026-05-22 11:57:25.202677,20.5
킹스톤 DDR5-5600 CL46 코잇,599000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
PATRIOT DDR5-6000 CL30 VIPER VENOM 패키지,600000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
비즈텍 TREAVE DDR5-5600 CL46 ARGB 블랙,608340,DDR5,5600,2026-05-22 11:57:25.202677,20.5
ANACOMDA DDR5-6000 CL40 ET RGB Black 패키지 디앤디컴,611890,DDR5,6000,2026-05-22 11:57:25.202677,21.7
마이크론 Crucial DDR5-6000 CL36 PRO Overclocking 패키지 대원씨티에스,612330,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ADATA DDR5-5600 CL46-45-45 서린,614990,DDR5,5600,2026-05-22 11:57:25.202677,20.5
TeamGroup DDR5-6000 CL48 Elite 서린,615000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
OLOy DDR5-6000 CL36 BLADE BLACK 패키지 올로코리아,616980,DDR5,6000,2026-05-22 11:57:25.202677,20.1
킹스톤 FURY DDR5-5600 CL36 Beast 블랙 코잇,619000,DDR5,5600,2026-05-22 11:57:25.202677,20.2
G.SKILL DDR5-5600 CL36 AEGIS 5,619000,DDR5,5600,2026-05-22 11:57:25.202677,20.2
킹스톤 FURY DDR5-5600 CL36 Beast 화이트 코잇,619000,DDR5,5600,2026-05-22 11:57:25.202677,20.2
트랜센드 DDR5-5600 CL46 Jetram,623360,DDR5,5600,2026-05-22 11:57:25.202677,20.5
트랜센드 노트북 DDR5-5600 CL46,623920,DDR5,5600,2026-05-22 11:57:25.202677,20.5
ADATA 노트북 DDR5-5600 CL46 서린,624870,DDR5,5600,2026-05-22 11:57:25.202677,20.5
OLOy DDR5-5600 CL36 BLADE RGB MIRROR 패키지 올로코리아,628000,DDR5,5600,2026-05-22 11:57:25.202677,20.2
AGI DDR5-5600 CL46 UD238 HEATSINK 서린,628200,DDR5,5600,2026-05-22 11:57:25.202677,20.5
G.SKILL DDR5-6000 CL36 AEGIS 5,629000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
Apacer DDR5-5600 CL46,630000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
Apacer DDR5-5200 CL40 NOX RGB SILVER 패키지,634980,DDR5,5200,2026-05-22 11:57:25.202677,19.1
Apacer DDR5-6000 CL38 NOX WHITE 패키지,639000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
GeIL DDR5-6000 CL36 ORION V RGB 패키지,639990,DDR5,6000,2026-05-22 11:57:25.202677,20.1
GeIL DDR5-5600 CL38 ORION V RGB 패키지,640000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블랙 패키지 서린,643720,DDR5,6000,2026-05-22 11:57:25.202677,21.1
AGI DDR5-6000 CL30 TURBOJET UD858 RGB 화이트 패키지 서린,643720,DDR5,6000,2026-05-22 11:57:25.202677,21.1
AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블루그린 패키지 서린,645860,DDR5,6000,2026-05-22 11:57:25.202677,21.1
V-Color Manta XSKY DDR5-6000 CL30 RGB EXPO 패키지,645980,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ADATA DDR5-6000 CL36 LANCER BLADE 화이트 패키지 서린,648150,DDR5,6000,2026-05-22 11:57:25.202677,20.1
PNY XLR8 DDR5-6000 CL38 MAKO RGB 패키지 제이씨현,649000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
GeIL DDR5-5600 CL38 ORION V RGB White 패키지,650000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
GeIL DDR5-6000 CL38 POLARIS RGB Gray 패키지,652770,DDR5,6000,2026-05-22 11:57:25.202677,21.1
GeIL DDR5-6000 CL38 POLARIS RGB White 패키지,652770,DDR5,6000,2026-05-22 11:57:25.202677,21.1
마이크론 Crucial DDR5-6400 CL52 CUDIMM 패키지 대원씨티에스,656570,DDR5,6400,2026-05-22 11:57:25.202677,20.4
GeIL DDR5-6000 CL36 ORION V RGB WHITE 패키지,658940,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ADATA DDR5-6000 CL36 LANCER BLADE 블랙 패키지 서린,659990,DDR5,6000,2026-05-22 11:57:25.202677,20.1
마이크론 Crucial DDR5-6400 CL38 PRO Overclocking 패키지 대원씨티에스,666110,DDR5,6400,2026-05-22 11:57:25.202677,20.3
ADATA DDR5-6000 CL36 LANCER BLADE 화이트 패키지 파인인포,666400,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ADATA DDR5-6000 CL36 LANCER BLADE 블랙 패키지 파인인포,666400,DDR5,6000,2026-05-22 11:57:25.202677,20.1
OLOy DDR5-6000 CL32 BLADE Black 패키지 올로코리아,669160,DDR5,6000,2026-05-22 11:57:25.202677,21.7
GeIL DDR5-6400 CL38 POLARIS RGB Gray 패키지,670000,DDR5,6400,2026-05-22 11:57:25.202677,20.3
GeIL DDR5-5600 CL38 POLARIS RGB Gray 패키지,670000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
OLOy DDR5-6800 CL32 BLADE BLACK 패키지 올로코리아,673980,DDR5,6800,2026-05-22 11:57:25.202677,19.1
ESSENCORE KLEVV DDR5-6000 CL30 FIT V WHITE 패키지 서린,675500,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ESSENCORE KLEVV DDR5-6000 CL30 FIT V 패키지 서린,675900,DDR5,6000,2026-05-22 11:57:25.202677,21.1
OLOy DDR5-6000 CL32 BLADE RGB MIRROR 패키지 올로코리아,675970,DDR5,6000,2026-05-22 11:57:25.202677,21.7
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking White 패키지 아스크텍,676170,DDR5,6400,2026-05-22 11:57:25.202677,20.3
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking 패키지 아스크텍,676300,DDR5,6400,2026-05-22 11:57:25.202677,20.3
G.SKILL 노트북 DDR5-4800 CL40 RIPJAWS,678980,DDR5,4800,2026-05-22 11:57:25.202677,13.4
Apacer DDR5-6000 CL38 NOX RGB BLACK 패키지,678980,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ESSENCORE KLEVV DDR5-6000 CL30 BOLT V AMD 패키지 서린,679900,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup DDR5-5600 CL46 Elite 서린,680000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
OLOy DDR5-5600 CL40 BLADE RGB BLACK 패키지 올로코리아,680170,DDR5,5600,2026-05-22 11:57:25.202677,19.0
PATRIOT DDR5-6000 CL42 VIPER Elite 5 RGB,681570,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup DDR5-5600 CL46 Elite Plus 블랙,682000,DDR5,5600,2026-05-22 11:57:25.202677,20.5
TeamGroup DDR5-5600 CL46 Elite,682500,DDR5,5600,2026-05-22 11:57:25.202677,20.5
CORSAIR DDR4-2666 CL16 VENGEANCE PRO RGB BLACK 패키지,683000,DDR4,2666,2026-05-22 11:57:25.202677,13.8
삼성전자 DDR5-5600,687130,DDR5,5600,2026-05-22 11:57:25.202677,20.5
GeIL DDR5-6000 CL38 GEMINI RGB White 패키지,688860,DDR5,6000,2026-05-22 11:57:25.202677,21.1
마이크론 Crucial DDR5-6400 CL38 PRO Overclocking 패키지 아스크텍,689430,DDR5,6400,2026-05-22 11:57:25.202677,20.3
GeIL DDR5-6000 CL38 ORION V RGB White 패키지,689830,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup DDR5-6400 CL52 Elite 서린,689980,DDR5,6400,2026-05-22 11:57:25.202677,20.4
PATRIOT DDR5-6000 CL36 VIPER VENOM 패키지,690000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
써멀테이크 DDR5-6400 CL32 TOUGHRAM RGB 블랙 패키지,690000,DDR5,6400,2026-05-22 11:57:25.202677,20.3
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking 패키지 대원씨티에스,690120,DDR5,6400,2026-05-22 11:57:25.202677,20.3
GeIL DDR5-6000 CL30 GEMINI RGB Gray 패키지,692500,DDR5,6000,2026-05-22 11:57:25.202677,21.1
OLOy DDR5-5200 CL36 BLADE RGB BLACK 패키지 올로코리아,693000,DDR5,5200,2026-05-22 11:57:25.202677,19.0
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 패키지,693780,DDR5,5600,2026-05-22 11:57:25.202677,20.2
BIWIN DDR5-5600 CL46,694180,DDR5,5600,2026-05-22 11:57:25.202677,20.5
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 화이트 패키지,694230,DDR5,5600,2026-05-22 11:57:25.202677,20.2
ADATA DDR5-6000 CL36 LANCER BLADE RGB 블랙 패키지 파인인포,695100,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ADATA DDR5-6000 CL36 LANCER BLADE RGB 화이트 패키지 파인인포,695100,DDR5,6000,2026-05-22 11:57:25.202677,20.1
TeamGroup DDR5-5600 CL46 Elite Plus 블랙 서린,695610,DDR5,5600,2026-05-22 11:57:25.202677,20.5
PATRIOT DDR5-5600 CL36 VIPER Elite 5 RGB,696380,DDR5,5600,2026-05-22 11:57:25.202677,20.2
TeamGroup T-Force DDR5-8000 CL38 Delta RGB 화이트 패키지,696970,DDR5,8000,2026-05-22 11:57:25.202677,20.3
PATRIOT DDR5-6200 CL40 VIPER VENOM 패키지,697190,DDR5,6200,2026-05-22 11:57:25.202677,20.9
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking White 패키지 대원씨티에스,698610,DDR5,6400,2026-05-22 11:57:25.202677,20.3
AGI DDR5-6000 CL36 TURBOJET UD858 RGB 화이트 패키지 서린,698900,DDR5,6000,2026-05-22 11:57:25.202677,20.1
AGI DDR5-6000 CL36 TURBOJET UD858 RGB 블랙 패키지 서린,698900,DDR5,6000,2026-05-22 11:57:25.202677,20.1
마이크론 Crucial DDR5-6400 CL38 PRO Overclocking White 패키지 대원씨티에스,700500,DDR5,6400,2026-05-22 11:57:25.202677,20.3
ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 파인인포,701650,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ADATA DDR5-6000 CL30 LANCER BLADE 화이트 패키지 파인인포,701730,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-CREATE DDR5-6000 CL30 EXPERT 패키지 서린,705000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
PATRIOT DDR5-6400 CL32 VIPER Elite 5 패키지,705500,DDR5,6400,2026-05-22 11:57:25.202677,20.3
ADATA DDR5-6000 CL30 ARMAX 패키지 파인인포,706230,DDR5,6000,2026-05-22 11:57:25.202677,15.8
PATRIOT DDR5-6000 CL36 VIPER VENOM RGB 패키지,706280,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ADATA DDR5-6000 CL30 ARMAX RGB 패키지 파인인포,706460,DDR5,6000,2026-05-22 11:57:25.202677,15.8
마이크론 Crucial DDR5-6400 CL40 PRO OC Gaming Edition 대원씨티에스,706530,DDR5,6400,2026-05-22 11:57:25.202677,17.5
PATRIOT DDR5-6000 CL30 VIPER Elite 5 RGB 패키지,706690,DDR5,6000,2026-05-22 11:57:25.202677,21.1
PATRIOT DDR5-6000 CL30 VIPER VENOM RGB 패키지,707500,DDR5,6000,2026-05-22 11:57:25.202677,21.1
마이크론 Crucial DDR5-6400 CL40 PRO OC Gaming Edition White 대원씨티에스,708320,DDR5,6400,2026-05-22 11:57:25.202677,17.5
SK하이닉스 DDR5-5600,708390,DDR5,5600,2026-05-22 11:57:25.202677,20.5
PATRIOT DDR5-6200 CL40 VIPER VENOM RGB 패키지,717200,DDR5,6200,2026-05-22 11:57:25.202677,20.9
ADATA DDR5-6000 CL34 LANCER BLADE 블랙 패키지 서린,719930,DDR5,6000,2026-05-22 11:57:25.202677,21.1
PATRIOT DDR5-6400 CL32 VIPER VENOM RGB 패키지,720380,DDR5,6400,2026-05-22 11:57:25.202677,20.3
ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 파인인포,721290,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ADATA DDR5-6000 CL30 ARMAX RGB 패키지 서린,726100,DDR5,6000,2026-05-22 11:57:25.202677,15.8
ADATA DDR5-6000 CL34 LANCER BLADE 블랙 패키지 파인인포,728000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ADATA DDR5-6000 CL34 LANCER BLADE RGB 블랙 패키지 서린,729490,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ADATA DDR5-6000 CL36 LANCER BLADE RGB 블랙 패키지 서린,729980,DDR5,6000,2026-05-22 11:57:25.202677,20.1
TeamGroup T-CREATE DDR5-6400 CL32 EXPERT 화이트 패키지 서린,730000,DDR5,6400,2026-05-22 11:57:25.202677,20.3
ADATA DDR5-6000 CL36 LANCER BLADE RGB 화이트 패키지 서린,730000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
CORSAIR DDR5-6000 CL36 VENGEANCE WHITE 패키지,738000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ESSENCORE KLEVV DDR5-6000 CL30 URBANE V RGB 블랙 패키지 서린,738460,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-CREATE DDR5-6000 CL30 EXPERT 화이트 패키지 서린,738980,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-Force DDR5-6400 CL40 Delta RGB 패키지 서린,740000,DDR5,6400,2026-05-22 11:57:25.202677,20.4
TeamGroup T-Force DDR5-6000 CL30 Delta RGB 화이트 패키지,744990,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 코잇,747500,DDR5,6000,2026-05-22 11:57:25.202677,21.1
트랜센드 DDR5-6400 CL52 CUDIMM,748910,DDR5,6400,2026-05-22 11:57:25.202677,20.4
G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB 화이트 패키지,749000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB J 패키지,749000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ESSENCORE KLEVV DDR5-6000 CL28 BOLT V WHITE 패키지 서린,749300,DDR5,6000,2026-05-22 11:57:25.202677,21.1
CORSAIR DDR5-6000 CL36 VENGEANCE 패키지,749580,DDR5,6000,2026-05-22 11:57:25.202677,20.1
BIWIN DDR5-6000 CL28 HX100 블랙 패키지,750000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
BIWIN DDR5-6000 CL28 HX100 실버 패키지,750000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-CREATE DDR5-6000 CL48 CLASSIC 패키지 서린,752990,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-Force DDR5-6000 CL30 Delta RGB 패키지,754700,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ESSENCORE KLEVV DDR5-6400 CL32 URBANE V RGB 패키지 서린,757500,DDR5,6400,2026-05-22 11:57:25.202677,20.3
ESSENCORE KLEVV DDR5-6000 CL28 BOLT V 패키지 서린,757600,DDR5,6000,2026-05-22 11:57:25.202677,21.1
CORSAIR DDR5-6000 CL36 VENGEANCE RGB RS 패키지,758280,DDR5,6000,2026-05-22 11:57:25.202677,20.1
G.SKILL DDR5-6000 CL36 FLARE X5 J 패키지,759000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
CORSAIR DDR5-6000 CL36 VENGEANCE RGB BLACK 패키지,767370,DDR5,6000,2026-05-22 11:57:25.202677,20.1
TeamGroup T-Force DDR5-7200 CL34 Delta RGB 패키지,768000,DDR5,7200,2026-05-22 11:57:25.202677,16.7
ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 서린,769840,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-Force DDR5-7200 CL34 Delta RGB 화이트 패키지,769990,DDR5,7200,2026-05-22 11:57:25.202677,16.7
G.SKILL DDR4-3600 CL18 TRIDENT Z NEO 패키지,770000,DDR4,3600,2026-05-22 11:57:25.202677,18.0
ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 서린,770000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ESSENCORE KLEVV DDR5-6000 CL28 URBANE V RGB 화이트 패키지 서린,779900,DDR5,6000,2026-05-22 11:57:25.202677,21.1
AGI DDR5-6000 CL30 TURBOJET UD858 블랙 패키지 서린,780040,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ESSENCORE KLEVV DDR5-6000 CL28 URBANE V RGB 블랙 패키지 서린,780100,DDR5,6000,2026-05-22 11:57:25.202677,21.1
G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO J 패키지,785390,DDR5,6000,2026-05-22 11:57:25.202677,20.1
ESSENCORE KLEVV DDR5-7200 CL34 CRAS V RGB 패키지 서린,788850,DDR5,7200,2026-05-22 11:57:25.202677,16.7
G.SKILL DDR5-6000 CL28 RIPJAWS M5 NEO RGB 화이트 패키지,789000,DDR5,6000,2026-05-22 11:57:25.202677,21.6
ADATA DDR5-5200 CL38 LANCER 블랙 패키지,790000,DDR5,5200,2026-05-22 11:57:25.202677,16.7
ESSENCORE KLEVV DDR5-6000 CL28 CRAS V RGB 패키지 서린,790100,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ESSENCORE KLEVV DDR5-6000 CL28 CRAS V RGB WHITE 패키지 서린,794800,DDR5,6000,2026-05-22 11:57:25.202677,21.1
PATRIOT DDR5-6000 CL28 VIPER Elite 5 ULTRA 패키지,796400,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-CREATE DDR5-7200 CL34 EXPERT 화이트 패키지 서린,799990,DDR5,7200,2026-05-22 11:57:25.202677,16.7
PATRIOT DDR5-6000 CL28 VIPER Elite 5 ULTRA RGB 패키지,811580,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-Force DDR5-7200 CL34 XTREEM ARGB 화이트 패키지 서린,812450,DDR5,7200,2026-05-22 11:57:25.202677,16.7
G.SKILL DDR5-6000 CL36 RIPJAWS M5 RGB 블랙 패키지,819000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
TeamGroup T-Force DDR5-7200 CL34 XTREEM 핑크 패키지 서린,830760,DDR5,7200,2026-05-22 11:57:25.202677,16.7
ESSENCORE KLEVV DDR5-6400 CL32 CRAS V RGB AMD 패키지 서린,830820,DDR5,6400,2026-05-22 11:57:25.202677,20.3
G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 실버 패키지,836860,DDR5,6000,2026-05-22 11:57:25.202677,20.1
G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 패키지,837000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
PATRIOT DDR5-8000 CL38 VIPER Xtreme5 RGB 패키지,846500,DDR5,8000,2026-05-22 11:57:25.202677,20.3
써멀테이크 DDR5-6400 CL34 TOUGHRAM RGB 블랙 패키지,847200,DDR5,6400,2026-05-22 11:57:25.202677,20.4
PATRIOT DDR5-6600 CL34 VIPER VENOM 패키지,847600,DDR5,6600,2026-05-22 11:57:25.202677,16.7
G.SKILL DDR5-6000 CL36 RIPJAWS M5 RGB 화이트 패키지,848890,DDR5,6000,2026-05-22 11:57:25.202677,20.1
BIWIN DDR5-6000 CL28 DW100 RGB 블랙 패키지,850000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
BIWIN DDR5-6000 CL28 DW100 RGB 화이트 패키지,850000,DDR5,6000,2026-05-22 11:57:25.202677,21.1
ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB WHITE AMD 패키지 서린,851160,DDR5,6000,2026-05-22 11:57:25.202677,21.1
G.SKILL DDR5-6000 CL32 FLARE X5 J 패키지,855060,DDR5,6000,2026-05-22 11:57:25.202677,21.9
PATRIOT DDR5-6800 CL34 VIPER VENOM 패키지,856300,DDR5,6800,2026-05-22 11:57:25.202677,16.7
트랜센드 DDR5-5600 CL46 ECC/REG,857360,DDR5,5600,2026-05-22 11:57:25.202677,20.5
TeamGroup T-Force DDR5-6000 CL30 XTREEM ARGB 패키지 서린,858980,DDR5,6000,2026-05-22 11:57:25.202677,21.1
G.SKILL DDR5-6000 CL28 TRIDENT Z5 NEO RGB J 화이트 패키지,859000,DDR5,6000,2026-05-22 11:57:25.202677,21.6
G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB 패키지,859000,DDR5,6000,2026-05-22 11:57:25.202677,20.1
G.SKILL DDR5-6000 CL30 TRIDENT Z5 J 실버 패키지,865000,DDR5,6000,2026-05-22 11:57:25.202677,21.6
PATRIOT DDR5-6600 CL34 VIPER VENOM RGB 패키지,866380,DDR5,6600,2026-05-22 11:57:25.202677,16.7
PATRIOT DDR5-6600 CL36 VIPER Elite 5 RGB 패키지,867200,DDR5,6600,2026-05-22 11:57:25.202677,20.2
TeamGroup T-Force DDR5-6400 CL32 XTREEM ARGB 패키지 서린,870000,DDR5,6400,2026-05-22 11:57:25.202677,20.3
OLOy DDR5-7600 CL36 BLADE RGB MIRROR 패키지 올로코리아,872490,DDR5,7600,2026-05-22 11:57:25.202677,20.2
ESSENCORE KLEVV DDR5-6400 CL30 BOLT V 패키지 서린,877800,DDR5,6400,2026-05-22 11:57:25.202677,20.4
ESSENCORE KLEVV DDR5-6400 CL30 BOLT V WHITE 패키지 서린,877900,DDR5,6400,2026-05-22 11:57:25.202677,20.4
TeamGroup T-Force DDR5-8400 CL42 XTREEM CKD 패키지 서린,880200,DDR5,8400,2026-05-22 11:57:25.202677,15.0
PATRIOT DDR5-6800 CL34 VIPER VENOM RGB 패키지,883320,DDR5,6800,2026-05-22 11:57:25.202677,16.7
TeamGroup T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 서린,890950,DDR4,3600,2026-05-22 11:57:25.202677,18.0
CORSAIR DDR5-6000 CL30 VENGEANCE RGB DP WHITE 패키지,891560,DDR5,6000,2026-05-22 11:57:25.202677,21.7
G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 실버 패키지,895000,DDR5,6800,2026-05-22 11:57:25.202677,26.4
CORSAIR DDR5-6000 CL30 VENGEANCE RGB WHITE 패키지,895880,DDR5,6000,2026-05-22 11:57:25.202677,21.7
G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 패키지,899000,DDR5,6800,2026-05-22 11:57:25.202677,26.4
G.SKILL DDR5-6000 CL28 RIPJAWS M5 NEO RGB 블랙 패키지,899237,DDR5,6000,2026-05-22 11:57:25.202677,21.6
ESSENCORE KLEVV DDR5-6400 CL32 BOLT V WHITE 패키지 서린,906200,DDR5,6400,2026-05-22 11:57:25.202677,20.3
TeamGroup T-Force DDR5-6000 CL28 Delta RGB 화이트 패키지 서린,917980,DDR5,6000,2026-05-22 11:57:25.202677,21.1
TeamGroup T-Force DDR5-6000 CL28 Delta RGB 블랙 패키지 서린,917980,DDR5,6000,2026-05-22 11:57:25.202677,21.1
G.SKILL DDR5-7200 CL36 TRIDENT Z5 ROYAL 골드 패키지,918000,DDR5,7200,2026-05-22 11:57:25.202677,26.0
G.SKILL DDR5-7200 CL34 TRIDENT Z5 RGB J 실버 패키지,918990,DDR5,7200,2026-05-22 11:57:25.202677,26.0
G.SKILL DDR5-7200 CL34 TRIDENT Z5 RGB J 패키지,919000,DDR5,7200,2026-05-22 11:57:25.202677,26.0
Apacer DDR5-5200 CL40 NOX BLACK 패키지,920000,DDR5,5200,2026-05-22 11:57:25.202677,19.1
G.SKILL DDR5-6000 CL32 TRIDENT Z5 RGB J 화이트 패키지,922540,DDR5,6000,2026-05-22 11:57:25.202677,21.9
G.SKILL DDR5-6400 CL30 TRIDENT Z5 NEO RGB J 패키지,925000,DDR5,6400,2026-05-22 11:57:25.202677,21.2
G.SKILL DDR5-6400 CL30 TRIDENT Z5 NEO RGB J 화이트 패키지,925000,DDR5,6400,2026-05-22 11:57:25.202677,21.2
G.SKILL DDR5-6000 CL28 TRIDENT Z5 NEO RGB J 패키지,927740,DDR5,6000,2026-05-22 11:57:25.202677,21.6
G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 패키지,934990,DDR5,7600,2026-05-22 11:57:25.202677,20.2
G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 실버 패키지,934990,DDR5,7600,2026-05-22 11:57:25.202677,20.2
ADATA DDR5-5600 CL46 ECC/REG 파인인포,939140,DDR5,5600,2026-05-22 11:57:25.202677,20.5
Apacer DDR5-5200 CL40 NOX WHITE 패키지,952500,DDR5,5200,2026-05-22 11:57:25.202677,19.1
ESSENCORE KLEVV DDR5-6000 CL30 URBANE V RGB 패키지 서린,974900,DDR5,6000,2026-05-22 11:57:25.202677,21.1
PATRIOT DDR5-7000 CL32 VIPER VENOM 패키지,975190,DDR5,7000,2026-05-22 11:57:25.202677,19.1
Apacer DDR5-5200 CL40 NOX RGB BLACK 패키지,979940,DDR5,5200,2026-05-22 11:57:25.202677,19.1
PATRIOT DDR5-7200 CL34 VIPER VENOM 패키지,985190,DDR5,7200,2026-05-22 11:57:25.202677,16.7
ESSENCORE KLEVV DDR5-7200 CL34 CRAS V RGB ROG 패키지 서린,989760,DDR5,7200,2026-05-22 11:57:25.202677,16.7
