name,price,created_at,bench_score
Western Digital WD GREEN SSD,414490,2026-06-09 00:09:49.019815,
Apacer AS2280Q4X M.2 NVMe,417990,2026-06-09 00:09:49.019815,16653.0
TeamGroup T-Force GA PRO for DARK AirFlow M.2 NVMe,419000,2026-06-09 00:09:49.019815,
BIWIN M350 M.2 NVMe,419000,2026-06-09 00:09:49.019815,34096.0
키오시아 EXCERIA BASIC M.2 NVMe,424320,2026-06-09 00:09:49.019815,
TeamGroup MP44L M.2 NVMe 서린,439000,2026-06-09 00:09:49.019815,41353.0
SK하이닉스 Gold P31 M.2 NVMe 중고,440000,2026-06-09 00:09:49.019815,4679.0
삼성전자 850 PRO 중고,440000,2026-06-09 00:09:49.019815,1330.0
삼성전자 850 EVO Series 중고,440000,2026-06-09 00:09:49.019815,1633.0
삼성전자 970 EVO Plus M.2 NVMe 중고,444860,2026-06-09 00:09:49.019815,24272.0
마이크론 Crucial P3 Plus M.2 NVMe 해외구매,445490,2026-06-09 00:09:49.019815,30988.0
마이크론 Crucial E100 M.2 NVMe 해외구매,449240,2026-06-09 00:09:49.019815,32654.0
엠씨케이글로벌 OUTTON MK-500 LITE QLC M.2 NVMe 벌크,449990,2026-06-09 00:09:49.019815,15752.0
CORSAIR MP600 PRO LPX M.2 NVMe 해외구매,450000,2026-06-09 00:09:49.019815,49352.0
SK하이닉스 PVC10 M.2 NVMe 벌크,450230,2026-06-09 00:09:49.019815,32423.0
키오시아 EXCERIA PLUS G4 M.2 NVMe,458700,2026-06-09 00:09:49.019815,60505.0
트랜센드 MTE110Q M.2 NVMe,459970,2026-06-09 00:09:49.019815,30779.0
마이크론 Crucial P510 M.2 NVMe 아스크텍,461600,2026-06-09 00:09:49.019815,20601.0
비즈텍 TREAVE VN300 M.2 NVMe,462400,2026-06-09 00:09:49.019815,6848.0
키오시아 EXCERIA G3 M.2 NVMe,467240,2026-06-09 00:09:49.019815,70491.0
SK하이닉스 Silver S32,476550,2026-06-09 00:09:49.019815,1178.0
마이크론 Crucial P510 M.2 NVMe 대원씨티에스,479380,2026-06-09 00:09:49.019815,20601.0
BIWIN NV7200 M.2 NVMe,482330,2026-06-09 00:09:49.019815,42388.0
Netac NV7000-t M.2 NVMe 해외구매,482510,2026-06-09 00:09:49.019815,40970.0
AGI AI818 M.2 NVMe,489500,2026-06-09 00:09:49.019815,25428.0
Western Digital WD BLACK SN850 히트싱크 M.2 NVMe,490000,2026-06-09 00:09:49.019815,31330.0
PATRIOT P220,492000,2026-06-09 00:09:49.019815,2713.0
TeamGroup T-Force G50 M.2 NVMe 해외구매,494290,2026-06-09 00:09:49.019815,23468.0
BIWIN NV7200 M.2 NVMe 해외구매,494700,2026-06-09 00:09:49.019815,42388.0
PATRIOT P300 M.2 NVMe,495000,2026-06-09 00:09:49.019815,14078.0
PNY CS3150 히트싱크 화이트 M.2 NVMe,496000,2026-06-09 00:09:49.019815,59470.0
삼성전자 980 PRO M.2 NVMe 중고,498000,2026-06-09 00:09:49.019815,20868.0
트랜센드 MTE300S M.2 2230 NVMe,499980,2026-06-09 00:09:49.019815,20074.0
Seagate IronWolf 510 M.2 NVMe,501490,2026-06-09 00:09:49.019815,11234.0
GIGABYTE AORUS Gen5 12000 M.2 NVMe 해외구매,503930,2026-06-09 00:09:49.019815,57700.0
화웨이 eKitStor Xtreme 201 M.2 NVMe,505000,2026-06-09 00:09:49.019815,3694.0
SK하이닉스 Platinum P41 M.2 NVMe 해외구매,509800,2026-06-09 00:09:49.019815,41570.0
ESSENCORE KLEVV CRAS C910G M.2 NVMe 해외구매,511020,2026-06-09 00:09:49.019815,32584.0
PNY XLR8 CS3150 히트싱크 ARGB M.2 NVMe,514000,2026-06-09 00:09:49.019815,59470.0
TeamGroup MP44S M.2 2230 NVMe 해외구매,516850,2026-06-09 00:09:49.019815,20074.0
키오시아 EXCERIA PLUS G3 M.2 NVMe,525880,2026-06-09 00:09:49.019815,30195.0
솔리다임 P41 PLUS M.2 NVMe,529270,2026-06-09 00:09:49.019815,41570.0
Western Digital WD GREEN SSD 해외구매,544000,2026-06-09 00:09:49.019815,
ADATA LEGEND 900 M.2 NVMe 파인인포,550000,2026-06-09 00:09:49.019815,39951.0
SK하이닉스 Platinum P41 M.2 NVMe 병행수입,551990,2026-06-09 00:09:49.019815,41570.0
ADATA LEGEND 860 M.2 NVMe,557900,2026-06-09 00:09:49.019815,37317.0
Western Digital WD BLACK SN850 히트싱크 M.2 NVMe 해외구매,561420,2026-06-09 00:09:49.019815,31330.0
킹스톤 NV3 M.2 2230 NVMe 병행수입,566820,2026-06-09 00:09:49.019815,28061.0
키오시아 EXCERIA PLUS M.2 NVMe,570000,2026-06-09 00:09:49.019815,
삼성전자 970 PRO M.2 NVMe,570000,2026-06-09 00:09:49.019815,9774.0
ESSENCORE KLEVV CRAS C930 M.2 NVMe,572660,2026-06-09 00:09:49.019815,47908.0
ESSENCORE KLEVV GENUINE G560 M.2 NVMe,572720,2026-06-09 00:09:49.019815,45004.0
Seagate 파이어쿠다 530 히트싱크 M.2 NVMe,575000,2026-06-09 00:09:49.019815,49476.0
Seagate 파이어쿠다 530 히트싱크 M.2 NVMe 해외구매,576600,2026-06-09 00:09:49.019815,49476.0
ADATA XPG MARS 970 Plus M.2 NVMe,582750,2026-06-09 00:09:49.019815,51095.0
트랜센드 MTS830S M.2 SATA,583880,2026-06-09 00:09:49.019815,3094.0
마이크론 Crucial MX500 중고,590650,2026-06-09 00:09:49.019815,4571.0
삼성전자 970 EVO Plus M.2 NVMe,592800,2026-06-09 00:09:49.019815,24272.0
삼성전자 PM9A1 M.2 NVMe 병행수입,599000,2026-06-09 00:09:49.019815,15041.0
Seagate Game Drive for PS5 M.2 NVMe,599000,2026-06-09 00:09:49.019815,47918.0
Fanxiang S880 M.2 NVMe 해외구매,608980,2026-06-09 00:09:49.019815,43627.0
삼성전자 PM9A1 M.2 NVMe 벌크,614890,2026-06-09 00:09:49.019815,15041.0
이메이션 TX751 M.2 NVMe,622080,2026-06-09 00:09:49.019815,61624.0
솔리다임 P44 Pro M.2 NVMe 벌크,624730,2026-06-09 00:09:49.019815,41353.0
Seagate 파이어쿠다 530 M.2 NVMe,625000,2026-06-09 00:09:49.019815,49476.0
삼성전자 980 PRO M.2 NVMe,630000,2026-06-09 00:09:49.019815,20868.0
ADATA XPG GAMMIX S70 BLADE M.2 NVMe 파인인포,631620,2026-06-09 00:09:49.019815,56132.0
SK하이닉스 Platinum P41 M.2 NVMe,632420,2026-06-09 00:09:49.019815,41570.0
ADATA LEGEND 960 M.2 NVMe,635000,2026-06-09 00:09:49.019815,42095.0
마이크론 Crucial P510 M.2 NVMe 해외구매,636430,2026-06-09 00:09:49.019815,20601.0
마이크론 Crucial P5 Plus M.2 NVMe 해외구매,637850,2026-06-09 00:09:49.019815,36616.0
Sandisk SSD PLUS M.2 NVMe,642200,2026-06-09 00:09:49.019815,
Western Digital WD BLACK SN770M M.2 2230 NVMe,644000,2026-06-09 00:09:49.019815,37791.0
ADATA LEGEND 900 M.2 NVMe,645000,2026-06-09 00:09:49.019815,39951.0
ADATA LEGEND 960 M.2 NVMe 파인인포,649000,2026-06-09 00:09:49.019815,42095.0
ADATA Ultimate SU650,650000,2026-06-09 00:09:49.019815,4236.0
삼성전자 980 PRO 히트싱크 M.2 NVMe,650000,2026-06-09 00:09:49.019815,20868.0
PATRIOT VIPER VP4300 M.2 NVMe,656000,2026-06-09 00:09:49.019815,43675.0
Western Digital WD BLACK SN7100 M.2 NVMe 해외구매,660930,2026-06-09 00:09:49.019815,53668.0
ADATA XPG MARS 980 BLADE M.2 NVMe,667480,2026-06-09 00:09:49.019815,20868.0
MSI SPATIUM M480 PRO M.2 NVMe,678790,2026-06-09 00:09:49.019815,44105.0
Seagate 파이어쿠다 540 M.2 NVMe,699000,2026-06-09 00:09:49.019815,53423.0
삼성전자 PM9A1a M.2 NVMe 병행수입,709530,2026-06-09 00:09:49.019815,11032.0
EDILOCA ES106 해외구매,709800,2026-06-09 00:09:49.019815,3454.0
Sandisk Extreme M.2 NVMe,712200,2026-06-09 00:09:49.019815,
마이크론 Crucial MX500 해외구매,712400,2026-06-09 00:09:49.019815,4571.0
CORSAIR MP600 PRO LPX White M.2 NVMe 해외구매,718190,2026-06-09 00:09:49.019815,49352.0
킹스톤 NV3 M.2 2230 NVMe 해외구매,729790,2026-06-09 00:09:49.019815,28061.0
마이크론 Crucial P3 Plus M.2 NVMe 중고,733890,2026-06-09 00:09:49.019815,30988.0
Western Digital WD Blue SN5000 M.2 NVMe 해외구매,758250,2026-06-09 00:09:49.019815,33869.0
SK하이닉스 Platinum P51 M.2 NVMe 병행수입,762480,2026-06-09 00:09:49.019815,15268.0
Western Digital WD Blue SA510,787200,2026-06-09 00:09:49.019815,1674.0
HIKSEMI FUTURE M.2 NVMe,789000,2026-06-09 00:09:49.019815,
삼성전자 990 PRO M.2 NVMe 해외구매,804230,2026-06-09 00:09:49.019815,48147.0
인텔 DC P4610,808500,2026-06-09 00:09:49.019815,
MSI SPATIUM M560 M.2 NVMe 해외구매,812450,2026-06-09 00:09:49.019815,59353.0
마이크론 Crucial T710 M.2 NVMe 해외구매,826500,2026-06-09 00:09:49.019815,26337.0
SK하이닉스 Platinum P51 M.2 NVMe 해외구매,826580,2026-06-09 00:09:49.019815,15268.0
마이크론 Crucial T500 M.2 NVMe 대원씨티에스,849890,2026-06-09 00:09:49.019815,42152.0
Western Digital WD Blue SN5100 M.2 NVMe,861790,2026-06-09 00:09:49.019815,3284.0
트랜센드 MTE110S M.2 NVMe,877000,2026-06-09 00:09:49.019815,30779.0
Western Digital WD Blue SN5000 M.2 NVMe,878320,2026-06-09 00:09:49.019815,33869.0
트랜센드 SSD225S,888970,2026-06-09 00:09:49.019815,
트랜센드 SSD220Q,888980,2026-06-09 00:09:49.019815,823.0
SK하이닉스 Platinum P51 M.2 NVMe,892940,2026-06-09 00:09:49.019815,15268.0
TeamGroup T-Force G70 PRO M.2 NVMe 해외구매,893150,2026-06-09 00:09:49.019815,33400.0
마이크론 Crucial P310 M.2 NVMe 아스크텍,895960,2026-06-09 00:09:49.019815,14622.0
Western Digital WD BLACK SN850P 히트싱크 for PS5 M.2 NVMe,896000,2026-06-09 00:09:49.019815,3120.0
ESSENCORE KLEVV CRAS C910 M.2 NVMe,899000,2026-06-09 00:09:49.019815,29944.0
ESSENCORE KLEVV CRAS C910G M.2 NVMe,899000,2026-06-09 00:09:49.019815,32584.0
HP FX900 Pro M.2 NVMe,900000,2026-06-09 00:09:49.019815,48391.0
Synology SNV5420 M.2 NVMe,915000,2026-06-09 00:09:49.019815,
마이크론 Crucial T500 M.2 NVMe 아스크텍,917040,2026-06-09 00:09:49.019815,42152.0
트랜센드 MTE255S M.2 NVMe,919970,2026-06-09 00:09:49.019815,
TeamGroup T-Force G70 PRO ALUMINUM M.2 NVMe 해외구매,927280,2026-06-09 00:09:49.019815,33400.0
Western Digital WD BLACK SN770 M.2 NVMe,935300,2026-06-09 00:09:49.019815,39792.0
Western Digital WD RED SA500 SSD,936790,2026-06-09 00:09:49.019815,11901.0
마이크론 Crucial BX500 아스크텍,957500,2026-06-09 00:09:49.019815,3973.0
PNY CS2241 M.2 NVMe 해외구매,959760,2026-06-09 00:09:49.019815,26845.0
Lexar NM1090 PRO M.2 NVMe 해외구매,962550,2026-06-09 00:09:49.019815,74566.0
트랜센드 MTE400S M.2 2242 NVMe,964970,2026-06-09 00:09:49.019815,1189.0
키오시아 EXCERIA 히트싱크 M.2 NVMe,969000,2026-06-09 00:09:49.019815,
트랜센드 MTE240S M.2 NVMe,970040,2026-06-09 00:09:49.019815,12152.0
트랜센드 MTE410S M.2 2242 NVMe,974970,2026-06-09 00:09:49.019815,11901.0
트랜센드 MTE220S M.2 NVMe,984980,2026-06-09 00:09:49.019815,823.0
Western Digital WD Blue SN5100 M.2 NVMe 해외구매,986040,2026-06-09 00:09:49.019815,3284.0
삼성전자 870 EVO 중고,990000,2026-06-09 00:09:49.019815,4720.0
마이크론 Crucial P3 Plus M.2 NVMe 대원씨티에스,990000,2026-06-09 00:09:49.019815,30988.0
삼성전자 990 EVO Plus M.2 NVMe 해외구매,990000,2026-06-09 00:09:49.019815,39178.0
삼성전자 990 PRO 히트싱크 M.2 NVMe 해외구매,990890,2026-06-09 00:09:49.019815,48147.0
Western Digital WD BLACK SN7100 M.2 NVMe,996890,2026-06-09 00:09:49.019815,53668.0
SK하이닉스 Gold P31 M.2 NVMe,1000000,2026-06-09 00:09:49.019815,4679.0
Oreton N7000 M.2 NVMe,1015300,2026-06-09 00:09:49.019815,9852.0
키오시아 XG7 M.2 NVMe 벌크,1027230,2026-06-09 00:09:49.019815,7984.0
트랜센드 MTE310S M.2 2230 NVMe,1039970,2026-06-09 00:09:49.019815,20074.0
BIWIN Black Opal X570 M.2 NVMe,1043630,2026-06-09 00:09:49.019815,66520.0
YMTC ZHITAI TiPlus9100 M.2 NVMe,1044000,2026-06-09 00:09:49.019815,80803.0
트랜센드 MTE250S M.2 NVMe,1059970,2026-06-09 00:09:49.019815,16069.0
YMTC ZHITAI TiPlus7100s M.2 NVMe,1097100,2026-06-09 00:09:49.019815,20613.0
마이크론 Crucial P310 히트싱크 M.2 NVMe 해외구매,1098780,2026-06-09 00:09:49.019815,14622.0
삼성전자 870 QVO 중고,1106700,2026-06-09 00:09:49.019815,3441.0
Seagate 파이어쿠다 530R 히트싱크 M.2 NVMe,1115000,2026-06-09 00:09:49.019815,49111.0
삼성전자 990 EVO Plus M.2 NVMe,1119600,2026-06-09 00:09:49.019815,39178.0
삼성전자 990 PRO M.2 NVMe 병행수입,1139310,2026-06-09 00:09:49.019815,48147.0
BIWIN Black Opal X570 PRO M.2 NVMe,1139660,2026-06-09 00:09:49.019815,66520.0
킹스톤 NV3 M.2 NVMe 해외구매,1140500,2026-06-09 00:09:49.019815,28061.0
SK하이닉스 Gold P31 M.2 NVMe 해외구매,1158000,2026-06-09 00:09:49.019815,4679.0
마이크론 Crucial T700 히트싱크 M.2 NVMe 해외구매,1191810,2026-06-09 00:09:49.019815,58803.0
Western Digital WD Blue SA510 해외구매,1197000,2026-06-09 00:09:49.019815,1674.0
Seagate 파이어쿠다 530R M.2 NVMe,1198990,2026-06-09 00:09:49.019815,49111.0
CORSAIR MP700 PRO SE with Air Cooler M.2 NVMe 해외구매,1208340,2026-06-09 00:09:49.019815,70752.0
YMTC ZHITAI TiPro9000 M.2 NVMe,1218500,2026-06-09 00:09:49.019815,66630.0
삼성전자 970 EVO M.2 NVMe,1250000,2026-06-09 00:09:49.019815,20378.0
마이크론 Crucial T705 M.2 NVMe 대원씨티에스,1250260,2026-06-09 00:09:49.019815,66397.0
CORSAIR MP700 PRO XT M.2 NVMe,1295000,2026-06-09 00:09:49.019815,93054.0
Western Digital WD Blue 3D SSD,1300000,2026-06-09 00:09:49.019815,3322.0
마이크론 Crucial T710 히트싱크 M.2 NVMe 해외구매,1326240,2026-06-09 00:09:49.019815,26337.0
킹스톤 NV3 M.2 NVMe,1342820,2026-06-09 00:09:49.019815,28061.0
마이크론 Crucial T710 M.2 NVMe 대원씨티에스,1349940,2026-06-09 00:09:49.019815,26337.0
삼성전자 990 PRO M.2 NVMe,1393850,2026-06-09 00:09:49.019815,48147.0
Sabrent Rocket 4 PLUS M.2 NVMe 해외구매,1418300,2026-06-09 00:09:49.019815,
삼성전자 990 EVO Plus M.2 NVMe 병행수입,1424000,2026-06-09 00:09:49.019815,39178.0
Sandisk Ultra 3D,1438690,2026-06-09 00:09:49.019815,16970.0
Seagate 바라쿠다 530 M.2 NVMe,1498970,2026-06-09 00:09:49.019815,49476.0
Western Digital WD BLACK SN850X M.2 NVMe 해외구매,1525870,2026-06-09 00:09:49.019815,31330.0
트랜센드 MTE245S M.2 NVMe,1579610,2026-06-09 00:09:49.019815,
CORSAIR MP700 PRO XT M.2 NVMe 해외구매,1595500,2026-06-09 00:09:49.019815,93054.0
YMTC ZHITAI TiPlus7100s M.2 NVMe 해외구매,1638800,2026-06-09 00:09:49.019815,20613.0
삼성전자 990 PRO 히트싱크 M.2 NVMe,1679990,2026-06-09 00:09:49.019815,48147.0
삼성전자 PM9E1 M.2 NVMe 병행수입,1686490,2026-06-09 00:09:49.019815,11032.0
Sandisk Optimus 5100 M.2 NVMe,1693380,2026-06-09 00:09:49.019815,25790.0
Seagate 파이어쿠다 X1070 M.2 NVMe,1823040,2026-06-09 00:09:49.019815,
삼성전자 870 EVO 해외구매,1850000,2026-06-09 00:09:49.019815,4720.0
삼성전자 860 PRO,1851760,2026-06-09 00:09:49.019815,4891.0
MSI SPATIUM M480 PRO M.2 NVMe 해외구매,1857350,2026-06-09 00:09:49.019815,44105.0
킹스톤 KC3000 M.2 NVMe,1861300,2026-06-09 00:09:49.019815,43809.0
Western Digital WD BLACK SN850X M.2 NVMe 중고,1880000,2026-06-09 00:09:49.019815,31330.0
삼성전자 870 QVO 병행수입,1897920,2026-06-09 00:09:49.019815,3441.0
Western Digital WD BLACK SN850P 히트싱크 for PS5 M.2 NVMe 해외구매,1898200,2026-06-09 00:09:49.019815,3120.0
트랜센드 SSD230S,1899950,2026-06-09 00:09:49.019815,3743.0
키오시아 EXCERIA PRO G2 M.2 NVMe,2038490,2026-06-09 00:09:49.019815,92281.0
삼성전자 PM1725A PCIe 병행수입,2041660,2026-06-09 00:09:49.019815,24778.0
킹스톤 FURY Renegade G5 M.2 NVMe 해외구매,2096980,2026-06-09 00:09:49.019815,37492.0
트랜센드 MTE250H M.2 NVMe,2130000,2026-06-09 00:09:49.019815,16069.0
삼성전자 870 EVO 병행수입,2135480,2026-06-09 00:09:49.019815,4720.0
Western Digital WD BLACK SN850X M.2 NVMe,2149760,2026-06-09 00:09:49.019815,31330.0
Sandisk Optimus GX 7100 M.2 NVMe,2152990,2026-06-09 00:09:49.019815,20613.0
삼성전자 870 QVO,2337560,2026-06-09 00:09:49.019815,3441.0
CORSAIR MP600 PRO NH M.2 NVMe,2390000,2026-06-09 00:09:49.019815,51747.0
Seagate NYTRO 1361,2449910,2026-06-09 00:09:49.019815,
트랜센드 MTE260S M.2 NVMe,2639960,2026-06-09 00:09:49.019815,3333.0
삼성전자 9100 PRO 히트싱크 M.2 NVMe 해외구매,2722600,2026-06-09 00:09:49.019815,80803.0
삼성전자 PM1735 PCIe 중고,2765750,2026-06-09 00:09:49.019815,
트랜센드 MSA370 mSATA,2793340,2026-06-09 00:09:49.019815,3136.0
삼성전자 9100 PRO M.2 NVMe 병행수입,2848990,2026-06-09 00:09:49.019815,80803.0
삼성전자 9100 PRO M.2 NVMe,2961700,2026-06-09 00:09:49.019815,80803.0
삼성전자 9100 PRO M.2 NVMe 해외구매,3385890,2026-06-09 00:09:49.019815,80803.0
Western Digital WD BLACK SN850X 히트싱크 M.2 NVMe,3751240,2026-06-09 00:09:49.019815,31330.0
삼성전자 9100 PRO 히트싱크 M.2 NVMe,3888000,2026-06-09 00:09:49.019815,80803.0
Western Digital WD BLACK SN8100 M.2 NVMe,4536390,2026-06-09 00:09:49.019815,75912.0
킹스톤 FURY Renegade G5 M.2 NVMe,4548580,2026-06-09 00:09:49.019815,37492.0
삼성전자 PM9A3 U.2 NVMe 병행수입,4763940,2026-06-09 00:09:49.019815,234.0
Sandisk Optimus GX PRO 850X M.2 NVMe,4801510,2026-06-09 00:09:49.019815,1330.0
Sandisk Optimus GX PRO 850X 히트싱크 M.2 NVMe,4908890,2026-06-09 00:09:49.019815,1330.0
트랜센드 SSD370S,5000000,2026-06-09 00:09:49.019815,3136.0
삼성전자 PM893 벌크,5056100,2026-06-09 00:09:49.019815,
Sandisk Optimus GX PRO 8100 히트싱크 M.2 NVMe,5181000,2026-06-09 00:09:49.019815,75912.0
삼성전자 870 EVO,5290890,2026-06-09 00:09:49.019815,4720.0
Sandisk Optimus GX PRO 8100 M.2 NVMe,5429130,2026-06-09 00:09:49.019815,75912.0
인텔 D3-S4510,6852000,2026-06-09 00:09:49.019815,2719.0
솔리다임 D5-P5336 U.2 NVMe 해외구매,75000000,2026-06-09 00:09:49.019815,37492.0
