name,price,size,wattage,created_at
리안리 SP850 V2 80PLUS골드 블랙,234140,MATX,850.0,2026-06-09 00:03:50.137785
리안리 SP850 V2 80PLUS골드 화이트,234140,MATX,850.0,2026-06-09 00:03:50.137785
시소닉 NEW FOCUS V4 GX-850 GOLD 풀모듈러 ATX3.1 화이트,234970,ATX,850.0,2026-06-09 00:03:50.137785
리안리 RS1000 80PLUS골드 화이트,235470,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 RS1000 80PLUS골드 블랙,235470,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 1000W 80PLUS플래티넘 ATX3.1,236700,ATX,1000.0,2026-06-09 00:03:50.137785
Antec NeoECO 1000W 화이트 80PLUS골드 풀모듈러 ATX3.1,237900,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 RS1000 80PLUS골드 with hub 블랙,239000,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 ASTRO PLATINUM 1050W 풀모듈러,239000,ATX,1050.0,2026-06-09 00:03:50.137785
CORSAIR SF750 80PLUS플래티넘,239000,MATX,750.0,2026-06-09 00:03:50.137785
리안리 RS1000 80PLUS골드 with hub 화이트,239000,ATX,1000.0,2026-06-09 00:03:50.137785
시소닉 FOCUS GOLD GX-850 풀모듈러,239000,ATX,850.0,2026-06-09 00:03:50.137785
ASUS TUF Gaming 1200W GOLD,239900,ATX,1200.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX G-1200W 80PLUS골드 ATX3.1,240200,ATX,1200.0,2026-06-09 00:03:50.137785
쿨러마스터 V SFX Gold 850 ATX3.1 화이트,240270,MATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-1000F14XP LEADEX VII PRO PLATINUM 블랙 ATX3.1,241085,ATX,1000.0,2026-06-09 00:03:50.137785
SuperFlower SF-1300F14XG LEADEX VII GOLD ATX3.1,245064,ATX,1300.0,2026-06-09 00:03:50.137785
리안리 EDGE 1000 80PLUS플래티넘 블랙,246050,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 EDGE GOLD 1200 블랙,247190,ATX,1200.0,2026-06-09 00:03:50.137785
마이크로닉스 ASTRO II PT 1000W 80PLUS플래티넘 풀모듈러 ATX3.1,247700,ATX,1000.0,2026-06-09 00:03:50.137785
ASRock 스틸레전드 SL-1200GW 80PLUS골드 풀모듈러 ATX3.1 화이트,248760,ATX,1200.0,2026-06-09 00:03:50.137785
MSI MPG A1250GS II 80PLUS골드 풀모듈러 ATX3.1,248980,ATX,1250.0,2026-06-09 00:03:50.137785
NZXT C1000 80PLUS골드 풀모듈러 ATX3.1 블랙,249700,ATX,1000.0,2026-06-09 00:03:50.137785
Antec HCG PRO 850W 80PLUS플래티넘 풀모듈러 ATX3.1,250890,ATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-1000F14XP LEADEX VII PRO PLATINUM 화이트 ATX3.1,252506,ATX,1000.0,2026-06-09 00:03:50.137785
SuperFlower SF-1300F14XG LEADEX VII GOLD 화이트 ATX3.1,253710,ATX,1300.0,2026-06-09 00:03:50.137785
CORSAIR RM1000x SHIFT 80PLUS골드 ATX3.0,254720,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 EDGE GOLD 1200 화이트,256730,ATX,1200.0,2026-06-09 00:03:50.137785
마이크로닉스 ASTRO II PT 1000W 80PLUS플래티넘 풀모듈러 ATX3.0,258980,ATX,1000.0,2026-06-09 00:03:50.137785
MONTECH TITAN PLA 1200W 플래티넘 ATX3.1 화이트,259000,ATX,1200.0,2026-06-09 00:03:50.137785
시소닉 NEW FOCUS V4 GX-1000 GOLD 풀모듈러 ATX3.1,259970,ATX,1000.0,2026-06-09 00:03:50.137785
NZXT C1000 80PLUS골드 풀모듈러 ATX3.1 화이트,260850,ATX,1000.0,2026-06-09 00:03:50.137785
GIGABYTE UD1300GM PG5 80PLUS골드 풀모듈러 ATX3.0 피씨디렉트,262750,ATX,1300.0,2026-06-09 00:03:50.137785
리안리 EDGE 1000 80PLUS플래티넘 화이트,265050,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 SP850 80PLUS플래티넘 블랙,265260,MATX,850.0,2026-06-09 00:03:50.137785
CORSAIR SF850 ATX3.1,265350,MATX,850.0,2026-06-09 00:03:50.137785
쿨러마스터 V850 SFX GOLD,266000,MATX,850.0,2026-06-09 00:03:50.137785
ASUS TUF Gaming 1000W GOLD,266610,ATX,1000.0,2026-06-09 00:03:50.137785
쿨러마스터 PLATINUM V850 풀모듈러,272090,ATX,850.0,2026-06-09 00:03:50.137785
FSP MEGA GM 1200W 80PLUS골드 풀모듈러 ATX 3.1,273120,ATX,1200.0,2026-06-09 00:03:50.137785
SuperFlower SF-1200F14XP LEADEX VII PRO PLATINUM 블랙 ATX3.1,273344,ATX,1200.0,2026-06-09 00:03:50.137785
리안리 SX1200 80PLUS플래티넘 블랙,274490,ATX,1200.0,2026-06-09 00:03:50.137785
리안리 SX1200 80PLUS플래티넘 화이트,274490,ATX,1200.0,2026-06-09 00:03:50.137785
리안리 RS1200 80PLUS골드 with hub 블랙,275800,ATX,1200.0,2026-06-09 00:03:50.137785
리안리 SP850 80PLUS플래티넘 화이트,278990,MATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-1200F14XP LEADEX VII PRO PLATINUM 화이트 ATX3.1,283202,ATX,1200.0,2026-06-09 00:03:50.137785
시소닉 NEW FOCUS V4 GX-1000 GOLD 풀모듈러 ATX3.1 화이트,283970,ATX,1000.0,2026-06-09 00:03:50.137785
Fractal Design Ion 3 1000W 80PLUS골드 블랙,283980,ATX,1000.0,2026-06-09 00:03:50.137785
Fractal Design Ion 3 1000W 80PLUS골드 화이트,283980,ATX,1000.0,2026-06-09 00:03:50.137785
CORSAIR RM1000x SHIFT 80PLUS골드 ATX3.0 화이트,284190,ATX,1000.0,2026-06-09 00:03:50.137785
AcBEL CRPS 800W 1U 80PLUS플래티넘,285320,,800.0,2026-06-09 00:03:50.137785
리안리 RS1200 80PLUS골드 with hub 화이트,288990,ATX,1200.0,2026-06-09 00:03:50.137785
Antec NeoECO 1300W 80PLUS골드 풀모듈러 ATX3.0,289000,ATX,1300.0,2026-06-09 00:03:50.137785
Antec HCG PRO 1000W 80PLUS플래티넘 풀모듈러 ATX3.1,292000,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 1300W 80PLUS플래티넘 ATX3.1,295700,ATX,1300.0,2026-06-09 00:03:50.137785
맥스엘리트 MAXWELL DUKE 1300W 80PLUS플래티넘 풀모듈러 ATX3.1,298490,ATX,1300.0,2026-06-09 00:03:50.137785
마이크로닉스 ASTRO II PT 1300W 80PLUS플래티넘 풀모듈러 ATX3.1,300230,ATX,1300.0,2026-06-09 00:03:50.137785
NZXT C1200 80PLUS골드 풀모듈러 ATX3.1 블랙,301260,ATX,1200.0,2026-06-09 00:03:50.137785
맥스엘리트 MAXWELL DUKE 1300W 80PLUS플래티넘 풀모듈러 ATX3.1 화이트,302000,ATX,1300.0,2026-06-09 00:03:50.137785
ASUS ROG STRIX 1000W Platinum,310270,ATX,1000.0,2026-06-09 00:03:50.137785
NZXT C1200 80PLUS골드 풀모듈러 ATX3.1 화이트,311920,ATX,1200.0,2026-06-09 00:03:50.137785
SuperFlower SF-750F14HT LEADEX TITANIUM,320301,ATX,750.0,2026-06-09 00:03:50.137785
리안리 SP1000 80PLUS플래티넘 블랙,320630,MATX,1000.0,2026-06-09 00:03:50.137785
리안리 EDGE 1300 80PLUS플래티넘 화이트,326930,ATX,1300.0,2026-06-09 00:03:50.137785
EATON 5A2200I-DIN-K,327400,,1200.0,2026-06-09 00:03:50.137785
리안리 SP1000 80PLUS플래티넘 화이트,327600,MATX,1000.0,2026-06-09 00:03:50.137785
ASUS ROG STRIX 850W GOLD Aura Edition,327990,ATX,850.0,2026-06-09 00:03:50.137785
CORSAIR SF1000 ATX3.1,329220,MATX,1000.0,2026-06-09 00:03:50.137785
쿨러마스터 PLATINUM V1000 풀모듈러,331380,ATX,1000.0,2026-06-09 00:03:50.137785
시소닉 PRIME GOLD GX-1000 풀모듈러,338000,ATX,1000.0,2026-06-09 00:03:50.137785
Antec HCG PRO 1200W 80PLUS플래티넘 풀모듈러 ATX3.1,339000,ATX,1200.0,2026-06-09 00:03:50.137785
ASUS ROG STRIX 1200W Platinum,345000,ATX,1200.0,2026-06-09 00:03:50.137785
쿨러마스터 V1100 SFX PLATINUM ATX3.0,351490,MATX,1100.0,2026-06-09 00:03:50.137785
이엠텍 레드빗 CRPS BPL,354670,,,2026-06-09 00:03:50.137785
MSI MEG Ai1300P 80PLUS플래티넘 풀모듈러 ATX3.1,357870,ATX,1300.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14HT LEADEX TITANIUM,368625,ATX,850.0,2026-06-09 00:03:50.137785
CORSAIR RM1200x SHIFT 80PLUS골드 ATX3.0,368950,ATX,1200.0,2026-06-09 00:03:50.137785
MSI MEG Ai1300P 80PLUS플래티넘 풀모듈러 ATX3.0,369000,ATX,1300.0,2026-06-09 00:03:50.137785
CORSAIR HX1000i ATX3.0,369370,ATX,1000.0,2026-06-09 00:03:50.137785
CORSAIR HX1200i 80PLUS플래티넘 ATX3.1,378700,ATX,1200.0,2026-06-09 00:03:50.137785
CORSAIR RM1200x SHIFT 80PLUS골드 ATX3.0 화이트,378980,ATX,1200.0,2026-06-09 00:03:50.137785
Segotep GM2000W 80PLUS골드 풀모듈러 ATX3.1 블랙,385000,ATX,2000.0,2026-06-09 00:03:50.137785
CORSAIR HX1200i ATX3.0,388050,ATX,1200.0,2026-06-09 00:03:50.137785
CORSAIR HX1000i SHIFT,388970,ATX,1000.0,2026-06-09 00:03:50.137785
시소닉 VERTEX GX-1200 GOLD 풀모듈러 ATX3.1,393970,ATX,1200.0,2026-06-09 00:03:50.137785
쿨러마스터 V1300 SFX PLATINUM ATX3.0,403160,MATX,1300.0,2026-06-09 00:03:50.137785
쿨러마스터 PLATINUM V1300 풀모듈러,405670,ATX,1300.0,2026-06-09 00:03:50.137785
시소닉 VERTEX GX-1200 GOLD 풀모듈러 화이트 ATX3.1,406970,ATX,1200.0,2026-06-09 00:03:50.137785
CORSAIR HX1200i SHIFT,431300,ATX,1200.0,2026-06-09 00:03:50.137785
ASUS ROG THOR 1000P2,489000,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX G-1650W 80PLUS골드 ATX3.1,497900,ATX,1650.0,2026-06-09 00:03:50.137785
CORSAIR HX1500i 80PLUS플래티넘 ATX3.1,500990,ATX,1500.0,2026-06-09 00:03:50.137785
CORSAIR HX1500i SHIFT,510600,ATX,1500.0,2026-06-09 00:03:50.137785
ASUS ROG THOR 1200P2,560590,ATX,1200.0,2026-06-09 00:03:50.137785
NZXT C1500 80PLUS플래티넘 풀모듈러 ATX3.1 블랙,569000,ATX,1500.0,2026-06-09 00:03:50.137785
ASUS ROG THOR3 1000W Platinum 인텍앤컴퍼니,598330,ATX,1000.0,2026-06-09 00:03:50.137785
쿨러마스터 M2000 80PLUS플래티넘 230V 풀모듈러,607130,ATX,2000.0,2026-06-09 00:03:50.137785
ASRock TAICHI TC-1650T 80PLUS티타늄 풀모듈러 ATX3.1,618960,ATX,1650.0,2026-06-09 00:03:50.137785
SuperFlower SF-2000F14HP LEADEX PLATINUM,621500,ATX,2000.0,2026-06-09 00:03:50.137785
ASUS ROG THOR 1200W Platinum III,638500,ATX,1200.0,2026-06-09 00:03:50.137785
AcBEL CRPS 2000W 1U 80PLUS플래티넘,649910,,2000.0,2026-06-09 00:03:50.137785
be quiet DARK POWER PRO 12 1500W 80PLUS티타늄,665890,ATX,1500.0,2026-06-09 00:03:50.137785
MSI MEG Ai1600T 80PLUS티타늄 풀모듈러 ATX3.1,678960,ATX,1600.0,2026-06-09 00:03:50.137785
쿨러마스터 X Mighty Platinum 2000W ATX3.1,681740,ATX,2000.0,2026-06-09 00:03:50.137785
이엠텍 레드빗 CRPS-2000W-1U 80PLUS플래티넘,691760,,2000.0,2026-06-09 00:03:50.137785
SuperFlower SF-1700F14HT LEADEX ETA티타늄 ATX3.1,696120,ATX,1700.0,2026-06-09 00:03:50.137785
SuperFlower SF-2200F14HP LEADEX TITANIUM ATX3.1,699280,ATX,2200.0,2026-06-09 00:03:50.137785
be quiet DARK POWER PRO 13 1300W 80PLUS티타늄,725240,ATX,1300.0,2026-06-09 00:03:50.137785
SuperFlower SF-1600F14HT LEADEX TITANIUM ATX3.1,730000,ATX,1600.0,2026-06-09 00:03:50.137785
SilverStone HELA 2050R Platinum ATX3.1 마이크로닉스,753890,ATX,2050.0,2026-06-09 00:03:50.137785
시소닉 PRIME PLATINUM PX-1600 풀모듈러 ATX3.1,759000,ATX,1600.0,2026-06-09 00:03:50.137785
be quiet DARK POWER PRO 13 1600W 80PLUS티타늄,767540,ATX,1600.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX P-2500W 80PLUS플래티넘 ATX3.1,784600,ATX,2500.0,2026-06-09 00:03:50.137785
시소닉 PRIME TITANIUM TX-1300 풀모듈러 ATX3.1,790000,ATX,1300.0,2026-06-09 00:03:50.137785
CORSAIR WS3000 ATX3.1,832310,ATX,3000.0,2026-06-09 00:03:50.137785
시소닉 PRIME PLATINUM PX-2200 풀모듈러 ATX3,899970,ATX,2200.0,2026-06-09 00:03:50.137785
SuperFlower SF-2800F14HP LEADEX TITANIUM ATX3.1,955980,ATX,2800.0,2026-06-09 00:03:50.137785
시소닉 PRIME TITANIUM TX-1300 풀모듈러 ATX3.0,957600,ATX,1300.0,2026-06-09 00:03:50.137785
시소닉 PRIME TITANIUM TX-1600 풀모듈러 ATX3.1,979970,ATX,1600.0,2026-06-09 00:03:50.137785
AcBEL CRPS 3200W 1U 80PLUS티타늄,1232310,,3200.0,2026-06-09 00:03:50.137785
