name,price,socket_type,memory_type,pcie_type,size,memory_clock,created_at
GIGABYTE Z790 UD 피씨디렉트,301460,1700,DDR5,PCIE5.0X16,ATX,7600.0,2026-04-20 15:30:38.871935
ASRock X870 Pro-A WiFi 디앤디컴,302370,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 스틸레전드 WiFi 에즈윈,302380,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro-A 디앤디컴,303000,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro-A 에즈윈,303300,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
ASUS PRIME X870-P-CSM 대원씨티에스,303690,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE X870 EAGLE WIFI7 피씨디렉트,304950,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro-A WiFi 디앤디컴,305500,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS ELITE WIFI7 ICE 피씨디렉트,305990,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS ELITE WIFI7 ICE 제이씨현,309140,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASRock X870 Pro RS WiFi 디앤디컴,310140,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850-PLUS WIFI 대원씨티에스,310390,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE X870 EAGLE WIFI7 제이씨현,312030,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock X870 Pro RS WiFi 대원씨티에스,312806,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro-A WiFi 에즈윈,313020,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 UD 피씨디렉트,313980,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 UD 제이씨현,314370,1851,DDR5,PCIE5.0X16,ATX,8800.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro RS 디앤디컴,315260,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
ASUS PRIME B860-PLUS WIFI-CSM STCOM,318890,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE Z890M AORUS ELITE WIFI7 피씨디렉트,320450,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
ASRock X870 스틸레전드 WiFi 대원씨티에스,320800,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG B850 토마호크 맥스 WIFI,324870,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
ASRock B850I Lightning WiFi 에즈윈,326100,AM5,DDR5,PCIE5.0X16,,8200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-G GAMING WIFI 대원씨티에스,327000,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock X870 Pro RS WiFi 에즈윈,328600,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850-PLUS WIFI STCOM,329000,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro RS 에즈윈,331370,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B650E-E GAMING WIFI STCOM,331930,AM5,DDR5,PCIE5.0X16,ATX,6400.0,2026-04-20 15:30:38.871935
ASUS PRIME X870-P WIFI-CSM 대원씨티에스,335400,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850I Lightning WiFi 대원씨티에스,335730,AM5,DDR5,PCIE5.0X16,,8200.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro RS WiFi White 에즈윈,335880,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
COLORFUL CVN X870 ARK FROZEN V14 STCOM,336680,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE B850I AORUS PRO 피씨디렉트,336750,AM5,DDR5,PCIE5.0X16,,8400.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-G GAMING WIFI STCOM,338650,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z890 Pro RS WiFi White 디앤디컴,339270,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
ASUS PRIME Z890-P-CSM 코잇,341230,1851,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
ASUS PRIME Z790-P-CSM 코잇,341920,1700,DDR5,PCIE5.0X16,ATX,7200.0,2026-04-20 15:30:38.871935
ASUS PRIME Z890-P-CSM STCOM,345000,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE WIFI7 제이씨현,346710,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE Z890M AORUS ELITE WIFI7 ICE 피씨디렉트,347990,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
MSI MPG B650I 엣지 WIFI,349000,AM5,DDR5,PCIE4.0X16,,7200.0,2026-04-20 15:30:38.871935
ASUS PRIME X870-P WIFI-CSM STCOM,349100,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z790 Pro RS D5 디앤디컴,349470,1700,DDR5,PCIE5.0X16,ATX,7200.0,2026-04-20 15:30:38.871935
GIGABYTE Z390 AORUS ULTRA 제이씨현,350000,1151V2,DDR4,PCIE3.0X16,ATX,,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE WIFI7 피씨디렉트,350070,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS ELITE WIFI7 제이씨현,352370,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z890 스틸레전드 WIFI 디앤디컴,353620,1851,DDR5,PCIE5.0X16,ATX,9466.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS ELITE WIFI7 피씨디렉트,353990,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock X870 스틸레전드 WiFi 디앤디컴,354120,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS PRIME Z790M-PLUS-CSM 코잇,354590,1700,DDR5,PCIE5.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
MSI MPG B850 엣지 TI WIFI,357000,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS ELITE WIFI7 ICE 제이씨현,358200,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS PRIME Z890M-PLUS WIFI-CSM 코잇,361000,1851,DDR5,PCIE5.0X16,MATX,8400.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS ELITE WIFI7 ICE 피씨디렉트,363000,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS STEALTH ICE 제이씨현,364910,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASUS PRIME Z890-P WIFI-CSM 코잇,365000,1851,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE WIFI7 ICE 피씨디렉트,365520,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B860-PLUS WIFI STCOM,365610,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE WIFI7 ICE 제이씨현,366260,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS STEALTH ICE 피씨디렉트,368100,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASUS Z890 AYW GAMING WIFI W STCOM,369000,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
ASUS PRIME Z890M-PLUS WIFI-CSM STCOM,369310,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS STEALTH 피씨디렉트,374850,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
MSI MPG B850I 엣지 TI WIFI,374890,AM5,DDR5,PCIE5.0X16,,8200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B760-I GAMING WIFI 코잇,376960,1700,DDR5,PCIE5.0X16,,7600.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS STEALTH 제이씨현,379000,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming Z890-PLUS WIFI 코잇,380000,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B650-PLUS WIFI STCOM,380920,AM5,DDR5,PCIE4.0X16,ATX,6400.0,2026-04-20 15:30:38.871935
ASUS P12R-I STCOM,381000,1200,DDR4,,,3200.0,2026-04-20 15:30:38.871935
ASRock Z790 Pro RS D5 + WiFi6E 모듈 패키지 디앤디컴,386000,1700,DDR5,PCIE5.0X16,ATX,7200.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE WIFI7 PLUS 제이씨현,386880,1851,DDR5,PCIE5.0X16,ATX,9466.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B760-I GAMING WIFI STCOM,386890,1700,DDR5,PCIE5.0X16,,7600.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-A GAMING WIFI 대원씨티에스,388560,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
MSI PRO Z890-A WIFI,388990,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming X870-PRO WIFI7 W NEO 대원씨티에스,391230,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B860-A GAMING WIFI STCOM,391940,1851,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
MSI PRO Z790-A WIFI DDR4,395280,1700,DDR4,PCIE5.0X16,ATX,5333.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE WIFI7 PLUS 피씨디렉트,396100,1851,DDR5,PCIE5.0X16,ATX,9466.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-A GAMING WIFI STCOM,397790,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS PRIME Z890-P WIFI-CSM STCOM,399000,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850-BTF WIFI W STCOM,401720,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS PRO ICE 피씨디렉트,406990,1851,DDR5,PCIE5.0X16,ATX,9500.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-F GAMING WIFI STCOM,409160,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming X870E-PLUS WIFI7 STCOM,410900,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming X870E-PLUS WIFI7 대원씨티에스,410950,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming X870-PRO WIFI7 W NEO STCOM,411050,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS PRO 제이씨현,411510,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-I GAMING WIFI STCOM,413530,AM5,DDR5,PCIE5.0X16,,8200.0,2026-04-20 15:30:38.871935
ASRock Z890 Lightning WiFi 에즈윈,413870,1851,DDR5,PCIE5.0X16,ATX,9466.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B860-I GAMING WIFI STCOM,414000,1851,DDR5,PCIE5.0X16,,9066.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS PRO 피씨디렉트,417696,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X670E-A GAMING WIFI 대원씨티에스,421620,AM5,DDR5,PCIE5.0X16,ATX,6400.0,2026-04-20 15:30:38.871935
GIGABYTE Z790 AORUS ELITE AX 피씨디렉트,426240,1700,DDR5,PCIE5.0X16,ATX,7600.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-I GAMING WIFI 인텍앤컴퍼니,427000,AM5,DDR5,PCIE5.0X16,,8200.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS PRO ICE 제이씨현,428890,1851,DDR5,PCIE5.0X16,ATX,9500.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS ELITE X3D ICE 제이씨현,433020,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS ELITE X3D ICE 피씨디렉트,434200,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS ELITE X3D 제이씨현,436280,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS ELITE X3D 피씨디렉트,438200,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
GIGABYTE X870I AORUS PRO ICE 제이씨현,441150,AM5,DDR5,PCIE5.0X16,,8400.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B860-F GAMING WIFI STCOM,442350,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS STEALTH ICE 피씨디렉트,442630,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS STEALTH 제이씨현,444650,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS PRO ICE 제이씨현,446060,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG X870 토마호크 WIFI,448990,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS STEALTH 피씨디렉트,449400,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE DUO X 제이씨현,454160,1851,DDR5,PCIE5.0X16,ATX,,2026-04-20 15:30:38.871935
ASUS TUF Gaming Z890-PRO WIFI STCOM,455160,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
MAXSUN 아이크레프트 Z890 아크틱 디앤디컴,456230,1851,DDR5,PCIE5.0X16,ATX,8800.0,2026-04-20 15:30:38.871935
GIGABYTE X870 AORUS STEALTH ICE 제이씨현,456470,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
MSI MAG Z890 토마호크 WIFI,456490,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B650E-I GAMING WIFI STCOM,458660,AM5,DDR5,PCIE5.0X16,,6400.0,2026-04-20 15:30:38.871935
MAXSUN 아이크레프트 Z890 퍼시픽 디앤디컴,463930,,,,,,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS ELITE DUO X 피씨디렉트,465570,1851,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870E-H GAMING WIFI7 대원씨티에스,469220,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE Z890I AORUS ULTRA 피씨디렉트,469750,1851,DDR5,PCIE5.0X16,,9200.0,2026-04-20 15:30:38.871935
ASRock X870E Nova WiFi 디앤디컴,470250,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870E-H GAMING WIFI7 STCOM,474530,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock X870E Nova WiFi 에즈윈,474790,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASRock X870E Nova WiFi 대원씨티에스,480870,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS PRO ICE 피씨디렉트,486200,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG X870E 토마호크 WIFI,486660,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
MSI MPG X870E 엣지 TI WIFI,489990,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
GIGABYTE Z890I AORUS ULTRA 제이씨현,498800,1851,DDR5,PCIE5.0X16,,8800.0,2026-04-20 15:30:38.871935
GIGABYTE X870I AORUS PRO ICE 피씨디렉트,500780,AM5,DDR5,PCIE5.0X16,,8400.0,2026-04-20 15:30:38.871935
ASRock Z890I Nova WiFi 에즈윈,504290,1851,DDR5,PCIE5.0X16,,9466.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-E GAMING WIFI STCOM,515130,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock Z890 Nova WiFi 에즈윈,516780,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
MSI MPG X870E 카본 WIFI,520560,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
MSI MAG X870E 토마호크 맥스 WIFI PZ,522990,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870-A GAMING WIFI 대원씨티에스,527000,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870-A GAMING WIFI STCOM,535800,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B850-E GAMING WIFI 대원씨티에스,538850,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B550M PRO4 에즈윈,539130,AM4,DDR4,PCIE4.0X16,MATX,4733.0,2026-04-20 15:30:38.871935
MSI MPG Z890 엣지 TI WIFI,549000,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASUS PRIME Z690-P WIFI D4 코잇,550000,1700,DDR4,PCIE5.0X16,ATX,5333.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS PRO X3D ICE 피씨디렉트,600510,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
ASUS PRO WS B850M-ACE SE STCOM,621590,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
NZXT N9 X870E Black,629000,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
NZXT N9 X870E White,629000,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS PRO X3D ICE 제이씨현,629960,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
MSI MPG Z890 카본 WIFI,639960,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS MASTER 피씨디렉트,645520,1851,DDR5,PCIE5.0X16,ATX,9500.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870-F GAMING WIFI 대원씨티에스,648380,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS ProArt X870E-CREATOR WIFI 대원씨티에스,658000,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
NZXT N9 Z890 White,673200,1851,DDR5,PCIE5.0X16,ATX,,2026-04-20 15:30:38.871935
ASRock Z890 Taichi 에즈윈,677490,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASRock Z890 Taichi 디앤디컴,685000,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX Z890-F GAMING WIFI STCOM,689000,1851,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
MSI MEG Z890 유니파이-X,698990,1851,DDR5,PCIE5.0X16,ATX,9600.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX Z890-F GAMING WIFI 코잇,704000,1851,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870E-E GAMING WIFI 대원씨티에스,710000,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX Z890-I GAMING WIFI 코잇,731990,1851,DDR5,PCIE5.0X16,,8800.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870-I GAMING WIFI 대원씨티에스,734500,AM5,DDR5,PCIE5.0X16,,8600.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX Z890-I GAMING WIFI STCOM,738000,1851,DDR5,PCIE5.0X16,,9200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870-I GAMING WIFI STCOM,741480,AM5,DDR5,PCIE5.0X16,,8600.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX X870E-E GAMING WIFI STCOM,742200,AM5,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
ASUS ROG ZENITH EXTREME ALPHA 대원씨티에스,747490,TR4,DDR4,PCIE3.0X16,EATX,3600.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR VIII DARK HERO STCOM,750000,AM4,DDR4,PCIE4.0X16,ATX,4866.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX Z890-E GAMING WIFI 코잇,751000,1851,DDR5,PCIE5.0X16,ATX,8800.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX Z890-E GAMING WIFI STCOM,755000,1851,DDR5,PCIE5.0X16,ATX,8800.0,2026-04-20 15:30:38.871935
ASUS PRO WS W880-ACE SE STCOM,760100,1851,,PCIE5.0X16,,9066.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS MASTER X3D ICE 피씨디렉트,767740,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
ASUS ProArt Z890-CREATOR WIFI 코잇,787650,1851,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASUS ProArt Z890-CREATOR WIFI STCOM,797790,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
ASRock X870E Taichi 에즈윈,799000,AM5,DDR5,PCIE5.0X16,EATX,8200.0,2026-04-20 15:30:38.871935
ASRock X870E Taichi 디앤디컴,799390,AM5,DDR5,PCIE5.0X16,EATX,8200.0,2026-04-20 15:30:38.871935
ASUS ProArt X870E-CREATOR WIFI STCOM,815000,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS ProArt Z890-CREATOR WIFI 대원씨티에스,819660,1851,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS MASTER X3D ICE 제이씨현,829170,AM5,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
ASUS PRO WS Z890-ACE SE STCOM,851500,1851,DDR5,PCIE5.0X16,ATX,9066.0,2026-04-20 15:30:38.871935
ASUS ROG MAXIMUS Z890 APEX 코잇,855000,1851,DDR5,PCIE5.0X16,ATX,9000.0,2026-04-20 15:30:38.871935
ASUS ROG MAXIMUS Z790 APEX ENCORE STCOM,868440,1700,DDR5,PCIE5.0X16,ATX,8400.0,2026-04-20 15:30:38.871935
ASUS ROG MAXIMUS Z890 HERO STCOM,890000,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS XTREME AI TOP 피씨디렉트,905870,AM5,DDR5,PCIE5.0X16,EATX,8800.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E HERO 대원씨티에스,928200,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
GIGABYTE X870E AORUS XTREME AI TOP 제이씨현,939000,AM5,DDR5,PCIE5.0X16,EATX,8800.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E HERO STCOM,949440,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASRock B450M-HDV R4.0 대원씨티에스,950000,AM4,DDR4,PCIE3.0X16,MATX,3200.0,2026-04-20 15:30:38.871935
ASUS ROG MAXIMUS Z890 HERO 코잇,950000,1851,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E APEX 대원씨티에스,969380,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
MSI MEG Z890 에이스,990000,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASUS ROG MAXIMUS Z890 APEX STCOM,999000,1851,DDR5,PCIE5.0X16,ATX,9600.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E APEX STCOM,1019190,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASUS ROG MAXIMUS Z790 HERO 코잇,1022270,1700,DDR5,PCIE5.0X16,ATX,7800.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E DARK HERO 대원씨티에스,1045240,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E HERO BTF 대원씨티에스,1049000,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E HERO BTF STCOM,1056190,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E DARK HERO STCOM,1064780,AM5,DDR5,PCIE5.0X16,ATX,8600.0,2026-04-20 15:30:38.871935
GIGABYTE TRX50 AERO D 피씨디렉트,1197260,,DDR5,PCIE5.0X16,EATX,7800.0,2026-04-20 15:30:38.871935
GIGABYTE TRX50 AI TOP 피씨디렉트,1384990,,DDR5,PCIE5.0X16,EATX,7800.0,2026-04-20 15:30:38.871935
