name,price,socket_type,memory_type,pcie_type,size,memory_clock,created_at
ASRock B550M Phantom Gaming 4 + WiFi6E 랜카드 패키지 디앤디컴,162950,AM4,DDR4,PCIE4.0X16,MATX,4733.0,2026-04-20 15:30:38.871935
GIGABYTE B850M FORCE 피씨디렉트,163030,AM5,DDR5,PCIE5.0X16,MATX,9600.0,2026-04-20 15:30:38.871935
ASRock B850M Pro-A 에즈윈,164040,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B850M DS3H 제이씨현,164700,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE B760M DS3H WIFI6E D4 GEN5 제이씨현,164800,1700,DDR4,PCIE5.0X16,MATX,5333.0,2026-04-20 15:30:38.871935
COLORFUL BATTLE-AX B850M-T WIFI V14 도우정보,164980,AM5,DDR5,PCIE5.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASRock B650M Pro X3D WiFi 대원씨티에스,165760,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B660M Pro RS D4 에즈윈,166000,1700,DDR4,PCIE4.0X16,MATX,4800.0,2026-04-20 15:30:38.871935
ASRock B450 PRO4 디앤디컴,166000,AM4,DDR4,PCIE3.0X16,ATX,3200.0,2026-04-20 15:30:38.871935
ASRock B450 스틸레전드 디앤디컴,166000,AM4,DDR4,PCIE3.0X16,ATX,,2026-04-20 15:30:38.871935
ASRock B650M Pro X3D WiFi 에즈윈,166300,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock H610TM-ITX 에즈윈 (벌크),167380,1700,DDR4,,,3200.0,2026-04-20 15:30:38.871935
GIGABYTE B860M DS3H 제이씨현,168000,1851,DDR5,PCIE5.0X16,MATX,9066.0,2026-04-20 15:30:38.871935
ASRock B860M-X Gen5 디앤디컴,168270,1851,DDR5,PCIE5.0X16,MATX,9066.0,2026-04-20 15:30:38.871935
ASRock B850M-X R2.0 디앤디컴,168660,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B650M PG Riptide 대원씨티에스,169400,AM5,DDR5,PCIE4.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASRock A520M-ITX/ac 디앤디컴,170860,AM4,DDR4,PCIE3.0X16,,4733.0,2026-04-20 15:30:38.871935
GIGABYTE B850M DS3H 피씨디렉트,171010,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE B850M DS3H ICE 피씨디렉트,171500,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B650M Pro X3D WiFi 디앤디컴,172280,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B650M AORUS ELITE 제이씨현,172340,AM5,DDR5,PCIE4.0X16,MATX,6600.0,2026-04-20 15:30:38.871935
ASUS Pro H610T/CSM D4 코잇 (벌크),172890,1700,,,,3200.0,2026-04-20 15:30:38.871935
ASRock B550M Pro RS + WiFi6E 랜카드 패키지 디앤디컴,172970,AM4,DDR4,PCIE4.0X16,MATX,4733.0,2026-04-20 15:30:38.871935
ASRock B850M Pro-A 디앤디컴,173460,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B860M DS3H 피씨디렉트,173510,1851,DDR5,PCIE5.0X16,MATX,9066.0,2026-04-20 15:30:38.871935
MSI MAG B760M 박격포 II,174050,1700,DDR5,PCIE5.0X16,MATX,7800.0,2026-04-20 15:30:38.871935
ASRock B860M Pro-A 에즈윈,174290,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE B850M DS3H ICE 제이씨현,174480,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B860M Pro-A 디앤디컴,175850,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
ASRock H810TM-ITX 에즈윈 (벌크),176000,1851,DDR5,,,6400.0,2026-04-20 15:30:38.871935
MSI PRO B650M-A WIFI,178770,AM5,DDR5,PCIE4.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B650EM-E WIFI 대원씨티에스,178960,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS B860M AYW GAMING WIFI 인텍앤컴퍼니,178980,1851,DDR5,PCIE4.0X16,MATX,8800.0,2026-04-20 15:30:38.871935
COLORFUL BATTLE-AX B850M-PLUS PRO WIFI V14 STCOM,179350,AM5,DDR5,PCIE5.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
ASRock B760M Pro RS D5 + WiFi6E 모듈 패키지 디앤디컴,179440,1700,DDR5,PCIE5.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASRock B850M Pro-A 대원씨티에스,180780,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
MAXSUN e스포츠 B650ITX WIFI ICE 디앤디컴,181040,AM5,DDR5,PCIE5.0X16,,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B760M AORUS ELITE D4 GEN5 제이씨현,181280,1700,DDR4,PCIE5.0X16,MATX,3200.0,2026-04-20 15:30:38.871935
ASUS PRIME B860M-A-CSM 코잇,182000,1851,DDR5,PCIE5.0X16,MATX,8400.0,2026-04-20 15:30:38.871935
GIGABYTE B760M AORUS ELITE D4 GEN5 피씨디렉트,182720,1700,DDR4,PCIE5.0X16,MATX,3200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B650EM-E WIFI STCOM,184820,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG B660M 박격포 DDR4,186000,1700,DDR4,PCIE4.0X16,MATX,4800.0,2026-04-20 15:30:38.871935
ASUS PRIME B860M-K-CSM STCOM,186000,1851,DDR5,PCIE4.0X16,MATX,8800.0,2026-04-20 15:30:38.871935
ASUS B850M MAX GAMING WIFI 대원씨티에스,186910,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B760M-PLUS 코잇,188280,1700,DDR5,PCIE5.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
MSI PRO B850M-A WIFI,189000,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
MSI PRO B850M-P,189000,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
MAXSUN 챌린저 B760ITX D5 디앤디컴,189390,1700,DDR5,PCIE5.0X16,,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Pro-A WiFi 디앤디컴,189790,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Rock WiFi 대원씨티에스,190610,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B850M Pro-A WiFi 에즈윈,190970,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
MAXSUN e스포츠 B850ITX WIFI ICE 디앤디컴,190980,AM5,DDR5,PCIE5.0X16,,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Rock WiFi 에즈윈,192910,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B850M Pro-A WiFi 대원씨티에스,193180,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS B850M MAX GAMING WIFI STCOM,193540,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B860M Rock WiFi 에즈윈,193550,1851,DDR5,PCIE5.0X16,MATX,8333.0,2026-04-20 15:30:38.871935
ASRock B860M Pro RS 에즈윈,194400,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
MSI MPG X470 게이밍 플러스 맥스,195990,AM4,DDR4,PCIE3.0X16,ATX,3466.0,2026-04-20 15:30:38.871935
MSI PRO B840-P WIFI,196500,AM5,DDR5,PCIE4.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B760M Pro RS D5 + WiFi7 모듈 패키지 디앤디컴,196660,1700,DDR5,PCIE5.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS 대원씨티에스,196690,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B650M Pro RS 디앤디컴,197000,AM5,DDR5,PCIE4.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASUS PRIME B840M-A-CSM 대원씨티에스,197000,AM5,DDR5,PCIE4.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
ASRock B860M Pro RS 디앤디컴,200320,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS WiFi 디앤디컴,201720,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS 디앤디컴,201880,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B650 AORUS ELITE V2 피씨디렉트,202280,AM5,DDR5,PCIE4.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS PRIME H610I-PLUS 코잇,202350,1700,DDR5,PCIE4.0X16,,5600.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS 에즈윈,202910,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS WiFi WHITE 대원씨티에스,204890,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
MAXSUN 챌린저 H810ITX WIFI 디앤디컴,206540,1851,DDR5,PCIE5.0X16,,6400.0,2026-04-20 15:30:38.871935
ASUS PRIME B760M-A WIFI D4 STCOM,207100,1700,DDR4,PCIE4.0X16,MATX,5333.0,2026-04-20 15:30:38.871935
ASUS PRIME B850M-A-CSM 대원씨티에스,209000,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS WiFi 에즈윈,210350,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B860M Pro RS WiFi 에즈윈,212850,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
ASRock B650M PG Riptide WiFi White 에즈윈,212860,AM5,DDR5,PCIE4.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
GIGABYTE B650 AORUS ELITE AX V2 피씨디렉트,213710,AM5,DDR5,PCIE4.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 Pro-A 대원씨티에스,214250,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B650M-PLUS STCOM,215650,AM5,DDR5,PCIE4.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
MSI PRO B860M-A WIFI,215990,1851,DDR5,PCIE5.0X16,MATX,8600.0,2026-04-20 15:30:38.871935
GIGABYTE B650 AORUS ELITE AX ICE 제이씨현,216990,AM5,DDR5,PCIE4.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG B650M 박격포 WIFI,217210,AM5,DDR5,PCIE4.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
ASRock B860M Pro RS WiFi 디앤디컴,217520,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
ASRock B650M Pro RS WIFI 디앤디컴,220240,AM5,DDR5,PCIE4.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B760-G GAMING WIFI 코잇,221040,1700,DDR5,PCIE5.0X16,MATX,7800.0,2026-04-20 15:30:38.871935
ASRock B850 Pro-A 에즈윈,222200,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B860 Rock WiFi 7 에즈윈,222970,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
ASRock B850M 스틸레전드 WiFi 대원씨티에스,223000,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 Pro-A 디앤디컴,223860,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B860M AORUS ELITE 제이씨현,224000,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
ASRock B860 Rock WiFi 7 디앤디컴,224440,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE B860M AORUS ELITE 피씨디렉트,224530,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS ELITE WIFI6E ICE 피씨디렉트,224890,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS WiFi WHITE 디앤디컴,225000,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock A620AI WiFi 대원씨티에스,226000,AM5,DDR5,PCIE4.0X16,,8200.0,2026-04-20 15:30:38.871935
ASRock B560M PRO4 에즈윈,226000,1200,DDR4,PCIE4.0X16,MATX,4800.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS ELITE WIFI6E 제이씨현,226690,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-E WIFI 대원씨티에스,228220,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B850 EAGLE ICE 제이씨현,228480,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE B850 EAGLE ICE 피씨디렉트,229330,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS ELITE WIFI6E 피씨디렉트,230160,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS ELITE WIFI6E ICE 제이씨현,231460,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B860 Pro-A 에즈윈,231890,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
ASRock B850 Rock WiFi 7 에즈윈,231910,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
COLORFUL COLORFIRE B760M-MEOW WIFI D5 ORANGE STCOM,232050,1700,DDR5,PCIE5.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASRock B850 Pro-A WiFi 에즈윈,232080,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG B760 토마호크 WIFI,232480,1700,DDR5,PCIE5.0X16,ATX,7000.0,2026-04-20 15:30:38.871935
ASUS PRIME B840M-A-CSM STCOM,232530,AM5,DDR5,PCIE4.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
ASRock B850 Rock WiFi 7 대원씨티에스,232560,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 Challenger WiFi 7 대원씨티에스,232630,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS WIFI7 인텍앤컴퍼니,237780,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B860M-PLUS 코잇,238000,1851,DDR5,PCIE5.0X16,MATX,8800.0,2026-04-20 15:30:38.871935
ASRock B850 Pro-A WiFi 디앤디컴,238500,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Pro Plus WiFi 디앤디컴,238950,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M 스틸레전드 WiFi 디앤디컴,239850,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B650M AORUS ELITE AX ICE 제이씨현,240000,AM5,DDR5,PCIE4.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M 스틸레전드 WiFi 에즈윈,240470,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B650M PG Riptide WiFi White 디앤디컴,240800,AM5,DDR5,PCIE4.0X16,MATX,7200.0,2026-04-20 15:30:38.871935
ASRock B850 Pro RS 에즈윈,241430,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Riptide WiFi 대원씨티에스,241490,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
MSI B760M 프로젝트 제로,241500,1700,DDR5,PCIE5.0X16,MATX,7800.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-E WIFI STCOM,241500,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 Pro RS WiFi 대원씨티에스,242190,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850M Challenger WiFi 7 White 대원씨티에스,242380,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS II 대원씨티에스,243600,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS WIFI 대원씨티에스,245000,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 Pro RS WiFi 에즈윈,245050,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS II 인텍앤컴퍼니,245600,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG B850M 박격포,245990,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B560 PRO4 에즈윈,246000,1200,DDR4,PCIE4.0X16,ATX,4800.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B860M-PLUS STCOM,247730,1851,DDR5,PCIE5.0X16,MATX,8800.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS PRO WIFI7 제이씨현,248340,AM5,DDR5,PCIE5.0X16,MATX,8600.0,2026-04-20 15:30:38.871935
ASUS PRIME B860M-A-CSM STCOM,249000,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE B650M AORUS ELITE 피씨디렉트,249000,AM5,DDR5,PCIE4.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 Challenger WiFi 7 White 디앤디컴,249000,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS ELITE WIFI7 ICE-P 제이씨현,249130,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B860 Pro RS WiFi 디앤디컴,250220,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
ASUS PRIME B760-PLUS 코잇,250290,1700,DDR5,PCIE5.0X16,ATX,7200.0,2026-04-20 15:30:38.871935
ASRock B860 Pro RS 에즈윈,250740,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS STCOM,250750,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B860 Pro-A WiFi 에즈윈,251280,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE B650E AORUS ELITE X AX ICE 제이씨현,251600,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS PRIME B840M-A WIFI-CSM STCOM,251640,AM5,DDR5,PCIE4.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
GIGABYTE Z790 AORUS ELITE 제이씨현,252020,1700,DDR5,PCIE5.0X16,ATX,7600.0,2026-04-20 15:30:38.871935
MAXSUN 터미네이터 Z890-A WIFI 디앤디컴,252160,1851,DDR5,PCIE5.0X16,ATX,8800.0,2026-04-20 15:30:38.871935
ASRock B850 Pro RS WiFi 디앤디컴,252490,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG B650 토마호크 WIFI,253990,AM5,DDR5,PCIE4.0X16,ATX,7600.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS ELITE WIFI7 ICE-P 피씨디렉트,254200,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASRock B650 스틸레전드 WiFi 디앤디컴,255310,AM5,DDR5,PCIE5.0X16,ATX,7200.0,2026-04-20 15:30:38.871935
ASRock B850 Challenger WiFi 7 White 대원씨티에스,255390,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming A620-PRO WIFI STCOM,256030,AM5,DDR5,PCIE4.0X16,ATX,6400.0,2026-04-20 15:30:38.871935
GIGABYTE B860M AORUS ELITE WIFI6E ICE 피씨디렉트,256060,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS II STCOM,256987,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B860 Pro RS WiFi 에즈윈,258110,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
GIGABYTE B860M AORUS ELITE WIFI6E 제이씨현,258740,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B650M-PLUS WIFI STCOM,258890,AM5,DDR5,PCIE4.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
ASRock B850M Pro RS + WiFi6E 모듈 패키지 디앤디컴,259000,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B860M AORUS ELITE WIFI6E ICE 제이씨현,259720,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE B860M AORUS ELITE WIFI6E 피씨디렉트,260470,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
ASRock Z790 PG Lightning D5 에즈윈,260920,1700,DDR5,PCIE5.0X16,ATX,7200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS WIFI STCOM,261230,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B650E AORUS ELITE X AX ICE 피씨디렉트,261460,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B850M AORUS PRO WIFI7 피씨디렉트,262340,AM5,DDR5,PCIE5.0X16,MATX,8600.0,2026-04-20 15:30:38.871935
ASRock B860M 스틸레전드 WiFi 디앤디컴,266940,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
ECS DURATHON2 GLKD-I-N4020 코잇 (벌크),267410,,,,,2400.0,2026-04-20 15:30:38.871935
MSI MAG B850M 박격포 WIFI,268210,AM5,DDR5,PCIE5.0X16,MATX,8200.0,2026-04-20 15:30:38.871935
ASUS PRIME B860M-A WIFI-CSM STCOM,268890,1851,DDR5,PCIE5.0X16,MATX,8400.0,2026-04-20 15:30:38.871935
ASRock B650 스틸레전드 WiFi 대원씨티에스,268950,AM5,DDR5,PCIE5.0X16,ATX,7200.0,2026-04-20 15:30:38.871935
MSI B650M 프로젝트 제로,268990,AM5,DDR5,PCIE4.0X16,MATX,7600.0,2026-04-20 15:30:38.871935
ASRock B850 Challenger WiFi 7 White 에즈윈,268990,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS WIFI7 대원씨티에스,269780,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS WIFI7 W 대원씨티에스,269790,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B650-A GAMING WIFI 대원씨티에스,276920,AM5,DDR5,PCIE4.0X16,ATX,6400.0,2026-04-20 15:30:38.871935
ASRock B860I WiFi 에즈윈,278190,1851,DDR5,PCIE5.0X16,,8933.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B860M-PLUS WIFI STCOM,278890,1851,DDR5,PCIE5.0X16,MATX,8666.0,2026-04-20 15:30:38.871935
MSI MAG B860M 박격포 WIFI,278970,1851,DDR5,PCIE5.0X16,MATX,9200.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS WIFI7 STCOM,279000,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
ASRock B850 LiveMixer WiFi 대원씨티에스,279370,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS ROG STRIX B860-G GAMING WIFI 코잇,279990,1851,DDR5,PCIE5.0X16,MATX,9066.0,2026-04-20 15:30:38.871935
ASRock B860I WiFi 디앤디컴,281900,1851,DDR5,PCIE5.0X16,,8933.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B760-PLUS WIFI 코잇,284010,1700,DDR5,PCIE5.0X16,ATX,6600.0,2026-04-20 15:30:38.871935
ASRock X870 Pro RS 에즈윈,286050,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B860 AORUS ELITE WIFI7 ICE 제이씨현,286400,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASRock X870 Pro-A WiFi 대원씨티에스,286570,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS TUF Gaming B850M-PLUS WIFI7 W STCOM,288067,AM5,DDR5,PCIE5.0X16,MATX,8000.0,2026-04-20 15:30:38.871935
MSI MAG B860 토마호크 WIFI,288990,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
GIGABYTE B860 AORUS ELITE WIFI7 ICE 피씨디렉트,289700,1851,DDR5,PCIE5.0X16,ATX,9200.0,2026-04-20 15:30:38.871935
ASRock X870 Pro RS 대원씨티에스,290580,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE Z690 AORUS PRO D4 피씨디렉트,295000,1700,DDR4,PCIE5.0X16,ATX,5600.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS ELITE WIFI7 피씨디렉트,295090,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASRock B850 스틸레전드 WiFi 디앤디컴,297220,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
GIGABYTE B850 AORUS ELITE WIFI7 제이씨현,297520,AM5,DDR5,PCIE5.0X16,ATX,8200.0,2026-04-20 15:30:38.871935
ASRock B850 Riptide WiFi 대원씨티에스,298305,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASRock X870 Pro RS 디앤디컴,298760,AM5,DDR5,PCIE5.0X16,ATX,8000.0,2026-04-20 15:30:38.871935
ASUS PRIME B860-PLUS-CSM STCOM,298890,1851,DDR5,PCIE5.0X16,ATX,8666.0,2026-04-20 15:30:38.871935
