Bench_Name,Score
AMD Phenom 9350e Quad-Core,1659
AMD Phenom 9450e Quad-Core,1455
AMD Phenom 9500 Quad-Core,1564
AMD Phenom 9550 Quad-Core,1684
AMD Phenom 9600 Quad-Core,1607
AMD Phenom 9600B Quad-Core,1842
AMD Phenom 9650 Quad-Core,1782
AMD Phenom 9750 Quad-Core,1846
AMD Phenom 9750B Quad-Core,1520
AMD Phenom 9850 Quad-Core,1712
AMD Phenom 9850B Quad-Core,1946
AMD Phenom 9950 Quad-Core,1861
AMD Phenom FX-5000 Quad-Core,1599
AMD Phenom FX-5200 Quad-Core,1699
AMD Phenom FX-7750 Quad-Core,2227
AMD Phenom II 42 TWKR Black Edition,2046
AMD Phenom II N620 Dual-Core,992
AMD Phenom II N640 Dual-Core,1181
AMD Phenom II N660 Dual-Core,1083
AMD Phenom II N830 3+1,1768
AMD Phenom II N830 Triple-Core,1248
AMD Phenom II N850 Triple-Core,1318
AMD Phenom II N870 Triple-Core,1324
AMD Phenom II N930 Quad-Core,1580
AMD Phenom II N950 Quad-Core,1616
AMD Phenom II N970 Quad-Core,1728
AMD Phenom II P650 Dual-Core,1018
AMD Phenom II P820 Triple-Core,1125
AMD Phenom II P840 Triple-Core,1079
AMD Phenom II P860 Triple-Core,1250
AMD Phenom II P920 Quad-Core,1006
AMD Phenom II P940 Quad-Core,1319
AMD Phenom II P960 Quad-Core,1424
AMD Phenom II X2 511,1265
AMD Phenom II X2 521,1349
AMD Phenom II X2 545,1216
AMD Phenom II X2 550,1201
AMD Phenom II X2 555,1317
AMD Phenom II X2 560,1381
AMD Phenom II X2 565,1453
AMD Phenom II X2 570,1437
AMD Phenom II X2 B53,1137
AMD Phenom II X2 B55,1228
AMD Phenom II X2 B57,1260
AMD Phenom II X2 B59,1407
AMD Phenom II X3 700e,1451
AMD Phenom II X3 705e,1519
AMD Phenom II X3 710,1601
AMD Phenom II X3 715,1553
AMD Phenom II X3 720,1600
AMD Phenom II X3 740,1424
AMD Phenom II X3 B73,1671
AMD Phenom II X3 B75,1800
AMD Phenom II X3 B77,1844
AMD Phenom II X4 805,2001
AMD Phenom II X4 810,2036
AMD Phenom II X4 820,2125
AMD Phenom II X4 830,2104
AMD Phenom II X4 840,2456
AMD Phenom II X4 840T,2367
AMD Phenom II X4 850,2462
AMD Phenom II X4 8700e,1394
AMD Phenom II X4 900e,1727
AMD Phenom II X4 905e,2014
AMD Phenom II X4 910,1840
AMD Phenom II X4 910e,2144
AMD Phenom II X4 920,2252
AMD Phenom II X4 925,2251
AMD Phenom II X4 940,2366
AMD Phenom II X4 945,2419
AMD Phenom II X4 955,2555
AMD Phenom II X4 960T,2353
AMD Phenom II X4 965,2664
AMD Phenom II X4 970,2785
AMD Phenom II X4 973,2204
AMD Phenom II X4 975,2638
AMD Phenom II X4 977,2377
AMD Phenom II X4 980,2880
AMD Phenom II X4 B05e,1906
AMD Phenom II X4 B15e,1825
AMD Phenom II X4 B25,2108
AMD Phenom II X4 B35,2417
AMD Phenom II X4 B40,2341
AMD Phenom II X4 B45,2327
AMD Phenom II X4 B50,2466
AMD Phenom II X4 B55,2594
AMD Phenom II X4 B60,2627
AMD Phenom II X4 B65,2690
AMD Phenom II X4 B70,2303
AMD Phenom II X4 B93,2159
AMD Phenom II X4 B95,2427
AMD Phenom II X4 B97,2562
AMD Phenom II X4 B99,2536
AMD Phenom II X6 1035T,3016
AMD Phenom II X6 1045T,3223
AMD Phenom II X6 1055T,3389
AMD Phenom II X6 1065T,3423
AMD Phenom II X6 1075T,3524
AMD Phenom II X6 1090T,3814
AMD Phenom II X6 1100T,3948
AMD Phenom II X6 1405T,3371
AMD Phenom II X620 Dual-Core,1262
AMD Phenom II X640 Dual-Core,1165
AMD Phenom II X920 Quad-Core,1669
AMD Phenom II X940 Quad-Core,1797
AMD Phenom Ultra X4 24500,2501
AMD Phenom X2 Dual-Core GE-4060,1031
AMD Phenom X2 Dual-Core GE-5060,1566
AMD Phenom X2 Dual-Core GE-5560,1271
AMD Phenom X2 Dual-Core GE-6060,1722
AMD Phenom X2 Dual-Core GE-7060,1010
AMD Phenom X2 Dual-Core GP-5000,692
AMD Phenom X2 Dual-Core GP-7730,884
AMD Phenom X3 8550,1151
AMD Phenom X4 Quad-Core GP-9500,1297
AMD Phenom X4 Quad-Core GP-9530,1228
AMD Phenom X4 Quad-Core GP-9600,1649
AMD Phenom X4 Quad-Core GP-9730,1784
AMD Phenom X4 Quad-Core GP-9830,1672
AMD Phenom X4 Quad-Core GP-9930,1656
AMD Phenom X4 Quad-Core GS-5560,710
AMD Phenom X4 Quad-Core GS-6560,1063
AMD PRO A10-8700B,2168
AMD PRO A10-8730B,2246
AMD PRO A10-8750B,3069
AMD PRO A10-8770,3562
AMD PRO A10-8770E,2997
AMD PRO A10-8850B,3752
AMD PRO A10-9700,3607
AMD PRO A10-9700B,2530
AMD PRO A10-9700E,3068
AMD PRO A12-8800B,2584
AMD PRO A12-8830B,2626
AMD PRO A12-8870,3812
AMD PRO A12-8870E,3007
AMD PRO A12-9800,3751
AMD PRO A12-9800B,2705
AMD PRO A12-9800E,3128
AMD PRO A4-3350B APU,1767
AMD PRO A4-4350B,1073
AMD PRO A4-8350B,1690
AMD PRO A6-7350B,1299
AMD PRO A6-8500B,1592
AMD PRO A6-8530B,1246
AMD PRO A6-8550B,1882
AMD PRO A6-8570,1918
AMD PRO A6-8570E,1571
AMD PRO A6-9500,1873
AMD PRO A6-9500B,1363
AMD PRO A6-9500E,1689
AMD PRO A8-8600B,2200
AMD PRO A8-8650B,3231
AMD PRO A8-8670E,3232
AMD PRO A8-9600,3296
AMD PRO A8-9600B,2209
AMD QC-4000,1155
AMD R-260H APU,954
AMD R-272F APU,1215
AMD R-460L APU,1538
AMD R-464L APU,1773
AMD RX-225FB,892
AMD RX-425BB,2637
AMD RX-427BB,2673
AMD Ryzen 3 1200,6267
AMD Ryzen 3 1300X,6932
AMD Ryzen 3 210,13547
AMD Ryzen 3 2200G,6731
AMD Ryzen 3 2200GE,5956
AMD Ryzen 3 2200U,3655
AMD Ryzen 3 2300U,5483
AMD Ryzen 3 2300X,7566
AMD Ryzen 3 30 with Radeon Graphics,9393
AMD Ryzen 3 3100,11523
AMD Ryzen 3 3200G,6989
AMD Ryzen 3 3200GE,7146
AMD Ryzen 3 3200U,3726
AMD Ryzen 3 3250C,3153
AMD Ryzen 3 3250U,3704
AMD Ryzen 3 3300U,5674
AMD Ryzen 3 3300X,12587
AMD Ryzen 3 3350U,5718
AMD Ryzen 3 3500U,5946
AMD Ryzen 3 4100,11045
AMD Ryzen 3 4300G,10003
AMD Ryzen 3 4300GE,11197
AMD Ryzen 3 4300U,7348
AMD Ryzen 3 5300G,13004
AMD Ryzen 3 5300GE,12810
AMD Ryzen 3 5300U,9372
AMD Ryzen 3 5400U,11006
AMD Ryzen 3 5425U,11375
AMD Ryzen 3 7320C,8193
AMD Ryzen 3 7320U,8556
AMD Ryzen 3 7330U,10433
AMD Ryzen 3 7335U,12512
AMD Ryzen 3 7440U,13100
AMD Ryzen 3 8300G,14045
AMD Ryzen 3 8300GE,13568
AMD Ryzen 3 8440U,11957
AMD Ryzen 3 PRO 1200,5257
AMD Ryzen 3 PRO 1300,7111
AMD Ryzen 3 PRO 210,12155
AMD Ryzen 3 PRO 2100GE,4066
AMD Ryzen 3 PRO 2200G,6632
AMD Ryzen 3 PRO 2200GE,5990
AMD Ryzen 3 PRO 2300U,5640
AMD Ryzen 3 PRO 3200G,6512
AMD Ryzen 3 PRO 3200GE,6758
AMD Ryzen 3 PRO 3300U,5770
AMD Ryzen 3 PRO 4200G,10831
AMD Ryzen 3 PRO 4200GE,10930
AMD Ryzen 3 PRO 4350G,10953
AMD Ryzen 3 PRO 4350GE,10929
AMD Ryzen 3 PRO 4355GE,10693
AMD Ryzen 3 PRO 4450U,9421
AMD Ryzen 3 PRO 5350G,13781
AMD Ryzen 3 PRO 5350GE,12634
AMD Ryzen 3 PRO 5355G,14033
AMD Ryzen 3 PRO 5355GE,12761
AMD Ryzen 3 PRO 5450U,10658
AMD Ryzen 3 PRO 5475U,11077
AMD Ryzen 3 PRO 7330U,12310
AMD Ryzen 3 PRO 7335U,12148
AMD Ryzen 3 PRO 8300G,13368
AMD Ryzen 3 PRO 8300GE,14491
AMD Ryzen 5 1400,7737
AMD Ryzen 5 1500X,9072
AMD Ryzen 5 1600,12257
AMD Ryzen 5 1600X,13004
AMD Ryzen 5 220,18637
AMD Ryzen 5 230,19501
AMD Ryzen 5 240,22950
AMD Ryzen 5 2400G,8732
AMD Ryzen 5 2400GE,7216
AMD Ryzen 5 2500U,6486
AMD Ryzen 5 2500X,9367
AMD Ryzen 5 2600,13138
AMD Ryzen 5 2600E,12346
AMD Ryzen 5 2600H,8002
AMD Ryzen 5 2600X,13867
AMD Ryzen 5 3350G,8912
AMD Ryzen 5 3350GE,9049
AMD Ryzen 5 3400G,9191
AMD Ryzen 5 3400GE,8722
AMD Ryzen 5 3450U,6541
AMD Ryzen 5 3500,12775
AMD Ryzen 5 3500C,5861
AMD Ryzen 5 3500U,6822
AMD Ryzen 5 3500X,13165
AMD Ryzen 5 3550H,7657
AMD Ryzen 5 3550U,7681
AMD Ryzen 5 3580U,7173
AMD Ryzen 5 3580U with Radeon Vega Mobile Gfx,8491
AMD Ryzen 5 3600,17674
AMD Ryzen 5 3600X,18130
AMD Ryzen 5 3600XT,18526
AMD Ryzen 5 40,9995
AMD Ryzen 5 4400G,17160
AMD Ryzen 5 4500,15993
AMD Ryzen 5 4500U,10680
AMD Ryzen 5 4600G,15980
AMD Ryzen 5 4600GE,15947
AMD Ryzen 5 4600H,14148
AMD Ryzen 5 4600HS,14295
AMD Ryzen 5 4600U,13007
AMD Ryzen 5 5500,19274
AMD Ryzen 5 5500GT,19014
AMD Ryzen 5 5500H,11382
AMD Ryzen 5 5500U,12683
AMD Ryzen 5 5500X3D,20293
AMD Ryzen 5 5560U,15206
AMD Ryzen 5 5600,21529
AMD Ryzen 5 5600F,18934
AMD Ryzen 5 5600G,19671
AMD Ryzen 5 5600GE,18015
AMD Ryzen 5 5600GT,20249
AMD Ryzen 5 5600H,16447
AMD Ryzen 5 5600T,21834
AMD Ryzen 5 5600U,15005
AMD Ryzen 5 5600X,21842
AMD Ryzen 5 5600X3D,21850
AMD Ryzen 5 5600XT,22292
AMD Ryzen 5 5625U,14600
AMD Ryzen 5 6600H,18338
AMD Ryzen 5 6600HS Creator Edition,17713
AMD Ryzen 5 6600U,16956
AMD Ryzen 5 7235HS,12389
AMD Ryzen 5 7400,20919
AMD Ryzen 5 7400F,25562
AMD Ryzen 5 7430U,15671
AMD Ryzen 5 7500F,26591
AMD Ryzen 5 7500X3D,25181
AMD Ryzen 5 7520C,8104
AMD Ryzen 5 7520U,8989
AMD Ryzen 5 7530U,15178
AMD Ryzen 5 7533HS,15248
AMD Ryzen 5 7535H,14065
AMD Ryzen 5 7535HS,17698
AMD Ryzen 5 7535U,16816
AMD Ryzen 5 7540U,18593
AMD Ryzen 5 7545U,20256
AMD Ryzen 5 7600,26999
AMD Ryzen 5 7600X,28310
AMD Ryzen 5 7600X3D,25823
AMD Ryzen 5 7640HS,22820
AMD Ryzen 5 7640S with Radeon 760M Graphics,19339
AMD Ryzen 5 7640U,20611
AMD Ryzen 5 7645HX,26149
AMD Ryzen 5 8400F,24478
AMD Ryzen 5 8500G,21448
AMD Ryzen 5 8500GE,21148
AMD Ryzen 5 8540U,18381
AMD Ryzen 5 8600G,25200
AMD Ryzen 5 8640HS,19856
AMD Ryzen 5 8640U,19961
AMD Ryzen 5 8645HS,22121
AMD Ryzen 5 9500F,27713
AMD Ryzen 5 9600,29263
AMD Ryzen 5 9600X,30064
AMD Ryzen 5 Microsoft Surface Edition,7243
AMD Ryzen 5 PRO 1500,8981
AMD Ryzen 5 PRO 1600,11875
AMD Ryzen 5 PRO 215,18036
AMD Ryzen 5 PRO 220,19552
AMD Ryzen 5 PRO 230,19356
AMD Ryzen 5 PRO 2400G,8542
AMD Ryzen 5 PRO 2400GE,7810
AMD Ryzen 5 PRO 2500U,6623
AMD Ryzen 5 PRO 2600,13323
AMD Ryzen 5 PRO 3350G,9113
AMD Ryzen 5 PRO 3350GE,9643
AMD Ryzen 5 PRO 3400G,9032
AMD Ryzen 5 PRO 3400GE,7694
AMD Ryzen 5 PRO 3500U,6939
AMD Ryzen 5 PRO 3600,17181
AMD Ryzen 5 PRO 4400G,16401
AMD Ryzen 5 PRO 4400GE,14795
AMD Ryzen 5 PRO 4500U,12117
AMD Ryzen 5 PRO 4650G,16043
AMD Ryzen 5 PRO 4650GE,15311
AMD Ryzen 5 PRO 4650U,12053
AMD Ryzen 5 PRO 4655G,16219
AMD Ryzen 5 PRO 4655GE,14102
AMD Ryzen 5 PRO 5645,21904
AMD Ryzen 5 PRO 5650G,20422
AMD Ryzen 5 PRO 5650GE,18101
AMD Ryzen 5 PRO 5650U,14127
AMD Ryzen 5 PRO 5655G,19329
AMD Ryzen 5 PRO 5655GE,18048
AMD Ryzen 5 PRO 5675U,14088
AMD Ryzen 5 PRO 6650H,18387
AMD Ryzen 5 PRO 6650U,16157
AMD Ryzen 5 PRO 7445,22819
AMD Ryzen 5 PRO 7530U,14050
AMD Ryzen 5 Pro 7535U,15995
AMD Ryzen 5 PRO 7540U,17451
AMD Ryzen 5 PRO 7545U,18786
AMD Ryzen 5 PRO 7640HS,21958
AMD Ryzen 5 PRO 7640U,21287
AMD Ryzen 5 PRO 7645,27565
AMD Ryzen 5 PRO 8500G,21953
AMD Ryzen 5 PRO 8500GE,21559
AMD Ryzen 5 PRO 8540U,18267
AMD Ryzen 5 PRO 8600G,25196
AMD Ryzen 5 PRO 8600GE,23693
AMD Ryzen 5 PRO 8640HS,21288
AMD Ryzen 5 PRO 8640U,22921
AMD Ryzen 5 PRO 8645HS,23227
AMD Ryzen 5 PRO 9645,31439
AMD Ryzen 7 170,21847
AMD Ryzen 7 1700,14760
AMD Ryzen 7 1700X,15627
AMD Ryzen 7 1800X,16282
AMD Ryzen 7 250,25214
AMD Ryzen 7 255,29389
AMD Ryzen 7 260,28179
AMD Ryzen 7 2700,15618
AMD Ryzen 7 2700E,14657
AMD Ryzen 7 2700U,6821
AMD Ryzen 7 2700X,17440
AMD Ryzen 7 2800H,8170
AMD Ryzen 7 3700C,6714
AMD Ryzen 7 3700U,7019
AMD Ryzen 7 3700X,22412
AMD Ryzen 7 3750H,7946
AMD Ryzen 7 3780U,7422
AMD Ryzen 7 3800X,22983
AMD Ryzen 7 3800XT,23436
AMD Ryzen 7 4700G,20115
AMD Ryzen 7 4700GE,19636
AMD Ryzen 7 4700U,13137
AMD Ryzen 7 4800H,17974
AMD Ryzen 7 4800HS,17978
AMD Ryzen 7 4800U,16396
AMD Ryzen 7 4850U Mobile,17110
AMD Ryzen 7 4980U Microsoft Surface Edition,17469
AMD Ryzen 7 5700,24248
AMD Ryzen 7 5700G,24302
AMD Ryzen 7 5700GE,21484
AMD Ryzen 7 5700U,15436
AMD Ryzen 7 5700X,26597
AMD Ryzen 7 5700X3D,26308
AMD Ryzen 7 5800,25688
AMD Ryzen 7 5800H,20592
AMD Ryzen 7 5800HS,19446
AMD Ryzen 7 5800HS Creator Edition,17636
AMD Ryzen 7 5800U,18036
AMD Ryzen 7 5800X,27700
AMD Ryzen 7 5800X3D,28302
AMD Ryzen 7 5800XT,28026
AMD Ryzen 7 5825C,14561
AMD Ryzen 7 5825U,17935
AMD Ryzen 7 6800H,22837
AMD Ryzen 7 6800HS,22488
AMD Ryzen 7 6800HS Creator Edition,21268
AMD Ryzen 7 6800U,20761
AMD Ryzen 7 6810U,22741
AMD Ryzen 7 7435H,22719
AMD Ryzen 7 7435HS,22881
AMD Ryzen 7 7445HS,18867
AMD Ryzen 7 7700,34399
AMD Ryzen 7 7700G,32432
AMD Ryzen 7 7700X,35551
AMD Ryzen 7 7730U,17486
AMD Ryzen 7 7735H,23300
AMD Ryzen 7 7735HS,22522
AMD Ryzen 7 7735U,20433
AMD Ryzen 7 7736U,21696
AMD Ryzen 7 7745HX,32497
AMD Ryzen 7 7800X3D,34287
AMD Ryzen 7 7840H,27325
AMD Ryzen 7 7840HS,28433
AMD Ryzen 7 7840HX,41407
AMD Ryzen 7 7840S,23290
AMD Ryzen 7 7840U,24415
AMD Ryzen 7 8700F,31038
AMD Ryzen 7 8700G,31545
AMD Ryzen 7 8745H,29250
AMD Ryzen 7 8745HS,28809
AMD Ryzen 7 8745HX,31756
AMD Ryzen 7 8840HS,24954
AMD Ryzen 7 8840HX,43235
AMD Ryzen 7 8840U,23354
AMD Ryzen 7 8845H,26829
AMD Ryzen 7 8845HS,28418
AMD Ryzen 7 9700F,37060
AMD Ryzen 7 9700X,37084
AMD Ryzen 7 9800X3D,39978
AMD Ryzen 7 9850X3D,41546
AMD Ryzen 7 Extreme Edition,16562
AMD Ryzen 7 H 250,24508
AMD Ryzen 7 H 255,28757
AMD Ryzen 7 H 260,29082
AMD Ryzen 7 PRO 1700,14707
AMD Ryzen 7 PRO 1700X,15578
AMD Ryzen 7 PRO 250,21419
AMD Ryzen 7 PRO 2700,15225
AMD Ryzen 7 PRO 2700U,6981
AMD Ryzen 7 PRO 2700X,16959
AMD Ryzen 7 PRO 3700,22731
AMD Ryzen 7 PRO 3700U,7205
AMD Ryzen 7 PRO 4700G,19715
AMD Ryzen 7 PRO 4750G,20213
AMD Ryzen 7 PRO 4750GE,18405
AMD Ryzen 7 PRO 4750U,14680
AMD Ryzen 7 PRO 5750G,23813
AMD Ryzen 7 PRO 5750GE,21033
AMD Ryzen 7 PRO 5755G,23830
AMD Ryzen 7 PRO 5755GE,20870
AMD Ryzen 7 PRO 5800H,19461
AMD Ryzen 7 PRO 5845,26054
AMD Ryzen 7 PRO 5850U,16718
AMD Ryzen 7 PRO 5875U,16653
AMD Ryzen 7 PRO 6850H,23333
AMD Ryzen 7 PRO 6850HS,22322
AMD Ryzen 7 PRO 6850U,20482
AMD Ryzen 7 PRO 6860Z,20084
AMD Ryzen 7 PRO 7730U,18123
AMD Ryzen 7 Pro 7735U,18472
AMD Ryzen 7 PRO 7745,34824
AMD Ryzen 7 PRO 7840HS,26827
AMD Ryzen 7 PRO 7840U,24416
AMD Ryzen 7 PRO 8700G,31133
AMD Ryzen 7 PRO 8700GE,28366
AMD Ryzen 7 PRO 8840H,27994
AMD Ryzen 7 PRO 8840HS,26755
AMD Ryzen 7 PRO 8840U,23991
AMD Ryzen 7 PRO 8845HS,29099
AMD Ryzen 7 PRO 9745,37082
AMD Ryzen 9 270,29137
AMD Ryzen 9 3900,30612
AMD Ryzen 9 3900X,32497
AMD Ryzen 9 3900XT,32500
AMD Ryzen 9 3950X,38457
AMD Ryzen 9 4900H,18831
AMD Ryzen 9 4900HS,18776
AMD Ryzen 9 4950U Mobile,16290
AMD Ryzen 9 5900,33954
AMD Ryzen 9 5900H,13510
AMD Ryzen 9 5900HS,21141
AMD Ryzen 9 5900HS Creator Edition,18169
AMD Ryzen 9 5900HX,22093
AMD Ryzen 9 5900X,38933
AMD Ryzen 9 5900XT,43921
AMD Ryzen 9 5950X,45311
AMD Ryzen 9 5980HS,20257
AMD Ryzen 9 5980HX,23153
AMD Ryzen 9 6900HS,22956
AMD Ryzen 9 6900HS Creator Edition,20950
AMD Ryzen 9 6900HX,24133
AMD Ryzen 9 6980HX,26817
AMD Ryzen 9 7845HX,44758
AMD Ryzen 9 7900,48045
AMD Ryzen 9 7900X,51285
AMD Ryzen 9 7900X3D,50223
AMD Ryzen 9 7940H,28779
AMD Ryzen 9 7940HS,29914
AMD Ryzen 9 7940HX,53490
AMD Ryzen 9 7945HX,54147
AMD Ryzen 9 7945HX3D,57778
AMD Ryzen 9 7950X,62211
AMD Ryzen 9 7950X3D,62317
AMD Ryzen 9 8940HX,50367
AMD Ryzen 9 8945H,30261
AMD Ryzen 9 8945HS,29459
AMD Ryzen 9 8945HX,52131
AMD Ryzen 9 9850HX,51665
AMD Ryzen 9 9900X,54438
AMD Ryzen 9 9900X3D,56242
AMD Ryzen 9 9950X,65810
AMD Ryzen 9 9950X3D,70216
AMD Ryzen 9 9955HX,55805
AMD Ryzen 9 9955HX3D,62456
AMD Ryzen 9 PRO 3900,31232
AMD Ryzen 9 PRO 5945,34549
AMD Ryzen 9 PRO 6950H,23833
AMD Ryzen 9 PRO 6950HS,22631
AMD Ryzen 9 PRO 7940HS,27218
AMD Ryzen 9 PRO 7945,47077
AMD Ryzen 9 PRO 8945HS,30597
AMD Ryzen 9 PRO 9945,48634
AMD Ryzen AI 5 330,12997
AMD Ryzen AI 5 330 with Radeon 890M,13880
AMD Ryzen AI 5 340,19670
AMD Ryzen AI 5 430,13413
AMD Ryzen AI 5 435 with Radeon 840M,18316
AMD Ryzen AI 5 PRO 340,19256
AMD Ryzen AI 5 PRO 435,20722
AMD Ryzen AI 7 350,24992
AMD Ryzen AI 7 445,20770
AMD Ryzen AI 7 H 350,26327
AMD Ryzen AI 7 PRO 350,24104
AMD Ryzen AI 7 PRO 360,22015
AMD Ryzen AI 7 PRO 450,26108
AMD Ryzen AI 9 365,30383
AMD Ryzen AI 9 465,30278
AMD Ryzen AI 9 H 365,30235
AMD Ryzen AI 9 H 465,33370
AMD Ryzen AI 9 HX 370,35069
AMD Ryzen AI 9 HX 375,35007
AMD Ryzen AI 9 HX 470,38142
AMD Ryzen AI 9 HX PRO 370,33214
AMD Ryzen AI 9 HX PRO 375,33527
AMD Ryzen AI 9 HX PRO 470,36591
AMD Ryzen AI Max 385,33420
AMD Ryzen AI Max 390,41552
AMD Ryzen AI Max Pro 380,24431
AMD Ryzen AI Max Pro 385,31659
AMD Ryzen AI Max Pro 390,42976
AMD RYZEN AI MAX+ 388,31702
AMD RYZEN AI MAX+ 392,44534
AMD Ryzen AI Max+ 395,55043
AMD Ryzen AI Max+ Pro 395,51657
AMD Ryzen AI Z2 Extreme,21808
AMD Ryzen Embedded R1102G,908
AMD Ryzen Embedded R1305G,3142
AMD Ryzen Embedded R1505G,3801
AMD Ryzen Embedded R1600,3276
AMD Ryzen Embedded R1606G,4116
AMD Ryzen Embedded R2312,3932
AMD Ryzen Embedded R2314,5815
AMD Ryzen Embedded R2514,6728
AMD Ryzen Embedded R2544,8459
AMD Ryzen Embedded V1202B,3512
AMD Ryzen Embedded V1404I,6007
AMD Ryzen Embedded V1500B,4513
AMD Ryzen Embedded V1605B,6772
AMD Ryzen Embedded V1756B,8022
AMD Ryzen Embedded V1780B,7800
AMD Ryzen Embedded V1807B,8259
AMD Ryzen Embedded V1807F,7775
AMD Ryzen Embedded V2516,13129
AMD Ryzen Embedded V2546,12284
AMD Ryzen Embedded V2718,15831
AMD Ryzen Embedded V2748,18387
AMD Ryzen Embedded V2A46,4999
AMD Ryzen Embedded V3C14,11812
AMD Ryzen Embedded V3C18I,13856
AMD Ryzen Embedded V3C48,20203
AMD Ryzen Threadripper 1900X,16837
AMD Ryzen Threadripper 1920,22066
AMD Ryzen Threadripper 1920X,23068
AMD Ryzen Threadripper 1950X,27750
AMD Ryzen Threadripper 2920X,25172
AMD Ryzen Threadripper 2950X,29484
AMD Ryzen Threadripper 2970WX,31015
AMD Ryzen Threadripper 2990WX,32038
AMD Ryzen Threadripper 2990X,25874
AMD Ryzen Threadripper 3960X,54796
AMD Ryzen Threadripper 3970X,62901
AMD Ryzen Threadripper 3990X,79673
AMD Ryzen Threadripper 7960X,83550
AMD Ryzen Threadripper 7970X,99299
AMD Ryzen Threadripper 7980X,135583
AMD Ryzen Threadripper 9960X 24-Cores,92794
AMD Ryzen Threadripper 9970X,107122
AMD Ryzen Threadripper 9980X,143003
AMD Ryzen Threadripper PRO 3945WX,33455
AMD Ryzen Threadripper PRO 3955WX,39867
AMD Ryzen Threadripper PRO 3975WX,62279
AMD Ryzen Threadripper PRO 3995WX,82722
AMD Ryzen Threadripper PRO 5945WX,40161
AMD Ryzen Threadripper PRO 5955WX,48800
AMD Ryzen Threadripper PRO 5965WX,66571
AMD Ryzen Threadripper PRO 5975WX,74996
AMD Ryzen Threadripper PRO 5995WX,95063
AMD Ryzen Threadripper PRO 7945WX,49636
AMD Ryzen Threadripper PRO 7955WX,60048
AMD Ryzen Threadripper PRO 7965WX,82100
AMD Ryzen Threadripper PRO 7975WX,95458
AMD Ryzen Threadripper PRO 7985WX,132603
AMD Ryzen Threadripper PRO 7995WX,141026
AMD Ryzen Threadripper PRO 9945WX,56125
AMD Ryzen Threadripper PRO 9955WX,67463
AMD Ryzen Threadripper PRO 9965WX,92711
AMD Ryzen Threadripper PRO 9975WX,105926
AMD Ryzen Threadripper PRO 9985WX,151853
AMD Ryzen Threadripper PRO 9995WX,173772
AMD Ryzen Z1,18461
AMD Ryzen Z1 Extreme,24664
AMD Ryzen Z2,26237
AMD Ryzen Z2 A,10090
AMD Ryzen Z2 Extreme,23219
AMD Ryzen Z2 Go,11627
AMD Sempron 130,511
AMD Sempron 140,514
AMD Sempron 145,540
AMD Sempron 150,597
AMD Sempron 200U,149
AMD Sempron 2100+,255
AMD Sempron 210U,267
AMD Sempron 2200+,184
AMD Sempron 2300+,207
AMD Sempron 240,1278
AMD Sempron 2400+,205
AMD Sempron 2500+,207
AMD Sempron 2600+,253
AMD Sempron 2650 APU,534
AMD Sempron 2800+,243
AMD Sempron 3000+,299
AMD Sempron 3100+,298
AMD Sempron 3200+,251
AMD Sempron 3300+,315
AMD Sempron 3400+,292
AMD Sempron 3500+,232
AMD Sempron 3600+,337
AMD Sempron 3800+,360
AMD Sempron 3850 APU,1168
AMD Sempron Dual Core 2100,506
AMD Sempron Dual Core 2200,563
AMD Sempron Dual Core 2300,555
AMD Sempron Dual Core 4700,536
AMD Sempron Dual Core 4900,611
AMD Sempron LE-1100,315
AMD Sempron LE-1150,251
AMD Sempron LE-1200,349
AMD Sempron LE-1250,301
AMD Sempron LE-1300,417
AMD Sempron LE-1600,348
AMD Sempron LE-1620,413
AMD Sempron LE-1640,493
AMD Sempron LE-250,319
AMD Sempron M100,332
AMD Sempron M120,281
AMD Sempron SI-40,288
AMD Sempron SI-42,245
AMD Sempron X2 180,826
AMD Sempron X2 190,879
AMD Sempron X2 198 Dual-Core,930
AMD Turion 64 Mobile MK-36,334
AMD Turion 64 Mobile MK-38,362
AMD Turion 64 Mobile ML-28,254
AMD Turion 64 Mobile ML-30,277
AMD Turion 64 Mobile ML-32,285
AMD Turion 64 Mobile ML-34,319
AMD Turion 64 Mobile ML-37,334
AMD Turion 64 Mobile ML-40,336
AMD Turion 64 Mobile ML-42,400
AMD Turion 64 Mobile ML-44,384
AMD Turion 64 Mobile MT-28,273
AMD Turion 64 Mobile MT-30,246
AMD Turion 64 Mobile MT-32,286
AMD Turion 64 Mobile MT-34,279
AMD Turion 64 Mobile MT-37,274
AMD Turion 64 Mobile MT-40,349
AMD Turion 64 X2 Mobile TL-50,486
AMD Turion 64 X2 Mobile TL-52,536
AMD Turion 64 X2 Mobile TL-56,514
AMD Turion 64 X2 Mobile TL-58,485
AMD Turion 64 X2 Mobile TL-60,641
AMD Turion 64 X2 Mobile TL-62,668
AMD Turion 64 X2 Mobile TL-64,716
AMD Turion 64 X2 Mobile TL-66,716
AMD Turion 64 X2 Mobile TL-68,866
AMD Turion Dual-Core RM-70,561
AMD Turion Dual-Core RM-72,649
AMD Turion Dual-Core RM-74,588
AMD Turion Dual-Core RM-75,659
AMD Turion II Dual-Core Mobile M500,751
AMD Turion II Dual-Core Mobile M520,855
AMD Turion II Dual-Core Mobile M540,912
AMD Turion II N530 Dual-Core,855
AMD Turion II N550 Dual-Core,877
AMD Turion II Neo K625 Dual-Core,618
AMD Turion II Neo K685 Dual-Core,684
