name,price,memory_type,memory_clock,created_at
삼성전자 노트북 DDR5-4800,565000,DDR5,4800,2026-04-15 11:20:26.806531
ADATA DDR5-5600 CL46 LANCER BLADE 블랙 파인인포,568070,DDR5,5600,2026-04-15 11:20:26.806531
ADATA DDR5-5600 CL46 LANCER BLADE 화이트 파인인포,568070,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL DDR4-3600 CL18 TRIDENT Z RGB 패키지,568890,DDR4,3600,2026-04-15 11:20:26.806531
ADATA DDR5-5600 CL46-45-45 코잇,572120,DDR5,5600,2026-04-15 11:20:26.806531
삼성전자 노트북 DDR5-5600,572400,DDR5,5600,2026-04-15 11:20:26.806531
TeamGroup DDR5-4800 CL40 Elite 서린,572500,DDR5,4800,2026-04-15 11:20:26.806531
이메이션 DDR5-5600 CL46-46-46,577890,DDR5,5600,2026-04-15 11:20:26.806531
킹스톤 FURY DDR5-5600 CL46 병행수입,582250,DDR5,5600,2026-04-15 11:20:26.806531
삼성전자 DDR5-4800,584480,DDR5,4800,2026-04-15 11:20:26.806531
ADATA DDR5-5600 CL46-45-45 서린,590000,DDR5,5600,2026-04-15 11:20:26.806531
타무즈 노트북 DDR5-5600 CL46,590520,DDR5,5600,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6800 CL34 BOLT V 패키지 서린,591120,DDR5,6800,2026-04-15 11:20:26.806531
Apacer DDR5-5200 CL40 NOX RGB SILVER 패키지,595350,DDR5,5200,2026-04-15 11:20:26.806531
ADATA 노트북 DDR5-5600 CL46 파인인포,597620,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL DDR4-3600 CL16 TRIDENT Z NEO C 패키지,598980,DDR4,3600,2026-04-15 11:20:26.806531
킹스톤 FURY DDR5-5600 CL46 코잇,599000,DDR5,5600,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-5600 CL46 파인인포,603570,DDR5,5600,2026-04-15 11:20:26.806531
비즈텍 TREAVE 노트북 DDR5-5600 CL46,612610,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL DDR5-5600 CL36 AEGIS 5,616900,DDR5,5600,2026-04-15 11:20:26.806531
ESSENCORE KLEVV 노트북 DDR5-5600 CL46 파인인포,616970,DDR5,5600,2026-04-15 11:20:26.806531
ADATA 노트북 DDR5-5600 CL46 서린,617660,DDR5,5600,2026-04-15 11:20:26.806531
이메이션 노트북 DDR5-5600 CL46-46-46,619000,DDR5,5600,2026-04-15 11:20:26.806531
킹스톤 FURY DDR5-5600 CL36 Beast 화이트 코잇,619900,DDR5,5600,2026-04-15 11:20:26.806531
킹스톤 FURY DDR5-5600 CL36 Beast 블랙 코잇,619900,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6000 CL36 PRO Overclocking 패키지 대원씨티에스,622720,DDR5,6000,2026-04-15 11:20:26.806531
트랜센드 노트북 DDR5-5600 CL46,623230,DDR5,5600,2026-04-15 11:20:26.806531
비즈텍 TREAVE DDR5-5600 CL46 ARGB 블랙,623330,DDR5,5600,2026-04-15 11:20:26.806531
ANACOMDA DDR5-6000 CL38 KING SNAKE 블랙 얼티메이크,624800,DDR5,6000,2026-04-15 11:20:26.806531
ANACOMDA DDR5-6000 CL38 KING SNAKE 화이트 얼티메이크,624800,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 AEGIS 5,625000,DDR5,6000,2026-04-15 11:20:26.806531
트랜센드 DDR5-5600 CL46 Jetram,625880,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL52 CUDIMM 대원씨티에스,633020,DDR5,6400,2026-04-15 11:20:26.806531
AGI DDR5-5600 CL46 UD238 HEATSINK 서린,633670,DDR5,5600,2026-04-15 11:20:26.806531
GeIL DDR5-5600 CL38 ORION V RGB 패키지,636270,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6000 CL36 PRO Overclocking White 패키지 아스크텍,637490,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 BOLT V AMD 패키지 서린,639900,DDR5,6000,2026-04-15 11:20:26.806531
Apacer DDR5-5600 CL46,644290,DDR5,5600,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL34 LANCER BLADE 블랙 패키지 파인인포,644450,DDR5,6000,2026-04-15 11:20:26.806531
GeIL DDR5-6000 CL36 ORION V RGB 패키지,644840,DDR5,6000,2026-04-15 11:20:26.806531
BIWIN DDR5-5600 CL46,649000,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking 패키지 아스크텍,649810,DDR5,6400,2026-04-15 11:20:26.806531
GeIL DDR5-5600 CL38 ORION V RGB White 패키지,649880,DDR5,5600,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL38 Delta RGB 화이트 패키지,650000,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup DDR5-5600 CL46 Elite 서린,650100,DDR5,5600,2026-04-15 11:20:26.806531
Apacer DDR5-6000 CL38 NOX WHITE 패키지,658940,DDR5,6000,2026-04-15 11:20:26.806531
GeIL DDR5-6000 CL36 ORION V RGB WHITE 패키지,658980,DDR5,6000,2026-04-15 11:20:26.806531
AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블루그린 패키지 서린,658980,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL30 VIPER VENOM 패키지,659870,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE 블랙 패키지 파인인포,666430,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE 화이트 패키지 파인인포,666450,DDR5,6000,2026-04-15 11:20:26.806531
GeIL DDR5-5600 CL38 POLARIS RGB Gray 패키지,669980,DDR5,5600,2026-04-15 11:20:26.806531
GeIL DDR5-6000 CL38 POLARIS RGB White 패키지,669990,DDR5,6000,2026-04-15 11:20:26.806531
GeIL DDR5-5600 CL38 POLARIS RGB White 패키지,670000,DDR5,5600,2026-04-15 11:20:26.806531
GeIL DDR5-6400 CL38 POLARIS RGB Gray 패키지,670000,DDR5,6400,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL52 CUDIMM 패키지 대원씨티에스,671030,DDR5,6400,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 FIT V 패키지 서린,674990,DDR5,6000,2026-04-15 11:20:26.806531
OLOy DDR5-6000 CL36 BLADE BLACK 패키지 올로코리아,675580,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL38 PRO Overclocking 패키지 대원씨티에스,676650,DDR5,6400,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 FIT V WHITE 패키지 서린,678750,DDR5,6000,2026-04-15 11:20:26.806531
Apacer DDR5-6000 CL38 NOX RGB BLACK 패키지,678980,DDR5,6000,2026-04-15 11:20:26.806531
OLOy DDR5-6000 CL32 BLADE Black 패키지 올로코리아,680440,DDR5,6000,2026-04-15 11:20:26.806531
AGI DDR5-6000 CL30 TURBOJET UD858 RGB 블랙 패키지 서린,681500,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup DDR5-5600 CL46 Elite Plus 블랙,682000,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking White 패키지 아스크텍,684700,DDR5,6400,2026-04-15 11:20:26.806531
삼성전자 DDR5-5600,686860,DDR5,5600,2026-04-15 11:20:26.806531
TeamGroup DDR5-6400 CL52 Elite 서린,687120,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup DDR5-5600 CL46 Elite,687500,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL 노트북 DDR5-4800 CL40 RIPJAWS,688620,DDR5,4800,2026-04-15 11:20:26.806531
GeIL DDR5-6000 CL38 ORION V RGB White 패키지,688820,DDR5,6000,2026-04-15 11:20:26.806531
GeIL DDR5-6000 CL38 GEMINI RGB White 패키지,689000,DDR5,6000,2026-04-15 11:20:26.806531
GeIL DDR5-6000 CL38 ORION V RGB 패키지,689830,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup DDR5-6000 CL48 Elite 서린,689880,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup DDR5-5600 CL46 Elite Plus 실버 서린,690000,DDR5,5600,2026-04-15 11:20:26.806531
GeIL DDR5-6000 CL30 GEMINI RGB Gray 패키지,692500,DDR5,6000,2026-04-15 11:20:26.806531
V-Color Manta XSKY DDR5-6000 CL30 RGB EXPO 패키지,695410,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup DDR5-5600 CL46 Elite Plus 블랙 서린,695610,DDR5,5600,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE 블랙 패키지 서린,697920,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-5600 CL36 VIPER Elite 5 RGB,699530,DDR5,5600,2026-04-15 11:20:26.806531
PATRIOT DDR5-6200 CL40 VIPER VENOM 패키지,699860,DDR5,6200,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE 화이트 패키지 서린,699890,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 패키지,700890,DDR5,5600,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL30 VIPER Elite 5 RGB 패키지,701150,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 파인인포,701670,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE 화이트 패키지 파인인포,701720,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL42 VIPER Elite 5 RGB,704530,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 ARMAX 패키지 파인인포,706290,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 ARMAX RGB 패키지 파인인포,706510,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL38 PRO Overclocking 패키지 아스크텍,707000,DDR5,6400,2026-04-15 11:20:26.806531
마이크론 Crucial 노트북 DDR5-5600 CL46 대원씨티에스,708450,DDR5,5600,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-8000 CL38 Delta RGB 화이트 패키지,708880,DDR5,8000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL36 VIPER VENOM RGB 패키지,709890,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 화이트 패키지,712590,DDR5,5600,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6000 CL30 EXPERT 화이트 패키지 서린,715010,DDR5,6000,2026-04-15 11:20:26.806531
SK하이닉스 DDR5-5600,716320,DDR5,5600,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL34 LANCER BLADE 블랙 패키지 서린,716500,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6200 CL40 VIPER VENOM RGB 패키지,719860,DDR5,6200,2026-04-15 11:20:26.806531
AGI DDR5-6000 CL30 TURBOJET UD858 RGB 화이트 패키지 서린,721990,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL28 LANCER BLADE RGB 화이트 패키지 파인인포,725570,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE RGB 화이트 패키지 서린,726040,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE RGB 화이트 패키지 파인인포,728000,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE RGB 블랙 패키지 파인인포,728000,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL36 LANCER BLADE RGB 블랙 패키지 서린,728120,DDR5,6000,2026-04-15 11:20:26.806531
AGI DDR5-6000 CL36 TURBOJET UD858 RGB 화이트 패키지 서린,728980,DDR5,6000,2026-04-15 11:20:26.806531
AGI DDR5-6000 CL36 TURBOJET UD858 RGB 블랙 패키지 서린,728980,DDR5,6000,2026-04-15 11:20:26.806531
트랜센드 DDR5-6400 CL52 CUDIMM,729480,DDR5,6400,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL34 LANCER BLADE RGB 블랙 패키지 서린,729490,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6400 CL32 VIPER VENOM RGB 패키지,729800,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6400 CL32 EXPERT 화이트 패키지 서린,730000,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB 화이트 패키지,737960,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 FLARE X5 J 패키지,739000,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6000 CL30 EXPERT 패키지 서린,739770,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL36 VIPER VENOM 패키지,740000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB J 패키지,744900,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB 패키지,749000,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL36 VENGEANCE 패키지,749700,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL36 VENGEANCE WHITE 패키지,749700,DDR5,6000,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL28 HX100 실버 패키지,750000,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 서린,750000,DDR5,6000,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL28 HX100 블랙 패키지,750000,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL30 Delta RGB 화이트 패키지,750720,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 ARMAX RGB 패키지 서린,752740,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL30 VENGEANCE RGB 체리블라썸 에디션 패키지,753590,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL30 Delta RGB 패키지,754700,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6000 CL48 CLASSIC 패키지 서린,754890,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 URBANE V RGB 블랙 패키지 서린,755000,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL38 PRO Overclocking White 패키지 대원씨티에스,757030,DDR5,6400,2026-04-15 11:20:26.806531
써멀테이크 DDR5-5600 CL36 TOUGHRAM RC 패키지,760000,DDR5,5600,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-7200 CL34 Delta RGB 화이트 패키지,762330,DDR5,7200,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 서린,762680,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL28 BOLT V 패키지 서린,764180,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6400 CL32 URBANE V RGB 패키지 서린,767080,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR4-3600 CL18 TRIDENT Z ROYAL 실버 패키지,767250,DDR4,3600,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-7200 CL34 Delta RGB 패키지,768000,DDR5,7200,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL32 FLARE X5 J 패키지,769000,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking 패키지 대원씨티에스,770300,DDR5,6400,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL36 VENGEANCE RGB BLACK 패키지,770400,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 RIPJAWS M5 NEO RGB 화이트 패키지,771500,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO J 패키지,775820,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL28 URBANE V RGB 화이트 패키지 서린,778470,DDR5,6000,2026-04-15 11:20:26.806531
AGI DDR5-6000 CL30 TURBOJET UD858 블랙 패키지 서린,781790,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6000 CL36 PRO Overclocking 패키지 아스크텍,784790,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL28 URBANE V RGB 블랙 패키지 서린,786990,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL28 RIPJAWS M5 NEO RGB 블랙 패키지,788890,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-5200 CL38 LANCER 블랙 패키지,788980,DDR5,5200,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL28 RIPJAWS M5 NEO RGB 화이트 패키지,789000,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL28 VIPER Elite 5 ULTRA 패키지,794190,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL28 CRAS V RGB 패키지 서린,795380,DDR5,6000,2026-04-15 11:20:26.806531
OLOy DDR5-6800 CL32 BLADE BLACK 패키지 올로코리아,797390,DDR5,6800,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-7200 CL34 XTREEM 핑크 패키지 서린,799190,DDR5,7200,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL28 VIPER Elite 5 ULTRA RGB 패키지,817570,DDR5,6000,2026-04-15 11:20:26.806531
써멀테이크 DDR5-6400 CL32 TOUGHRAM RGB 블랙 패키지,822600,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-7200 CL34 XTREEM ARGB 패키지 서린,829990,DDR5,7200,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6400 CL32 CRAS V RGB AMD 패키지 서린,830820,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 RIPJAWS M5 RGB 화이트 패키지,838210,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 실버 패키지,838880,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 패키지,838990,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL32 PRO Overclocking White 패키지 대원씨티에스,839070,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-7200 CL34 XTREEM ARGB 화이트 패키지 서린,846580,DDR5,7200,2026-04-15 11:20:26.806531
PATRIOT DDR5-8000 CL38 VIPER Xtreme5 RGB 패키지,847730,DDR5,8000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB WHITE AMD 패키지 서린,848840,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 RIPJAWS M5 RGB 블랙 패키지,848880,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 화이트 패키지 서린,848940,DDR5,5600,2026-04-15 11:20:26.806531
PATRIOT DDR5-6600 CL34 VIPER VENOM 패키지,849800,DDR5,6600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6000 CL36 PRO Overclocking White 패키지 대원씨티에스,852000,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6800 CL34 VIPER VENOM 패키지,855880,DDR5,6800,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL30 XTREEM ARGB 패키지 서린,857150,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL28 TRIDENT Z5 NEO RGB J 화이트 패키지,858880,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL28 TRIDENT Z5 NEO RGB J 패키지,858890,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 코잇,860000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 TRIDENT Z5 J 실버 패키지,864900,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6600 CL36 VIPER Elite 5 RGB 패키지,869800,DDR5,6600,2026-04-15 11:20:26.806531
PATRIOT DDR5-6600 CL34 VIPER VENOM RGB 패키지,869800,DDR5,6600,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6400 CL32 XTREEM ARGB 패키지 서린,870000,DDR5,6400,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6400 CL30 BOLT V 패키지 서린,877520,DDR5,6400,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6400 CL30 BOLT V WHITE 패키지 서린,878890,DDR5,6400,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 파인인포,887340,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6800 CL34 VIPER VENOM RGB 패키지,888330,DDR5,6800,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL32 TRIDENT Z5 RGB J 화이트 패키지,888890,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-8000 CL38 XTREEM 패키지 서린,890370,DDR5,8000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL30 VENGEANCE RGB WHITE 패키지,892940,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 실버 패키지,895000,DDR5,6800,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL30 VENGEANCE RGB DP WHITE 패키지,913220,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL28 Delta RGB 화이트 패키지 서린,917990,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL28 Delta RGB 블랙 패키지 서린,917990,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-7200 CL34 TRIDENT Z5 RGB J 실버 패키지,918980,DDR5,7200,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL30 TRIDENT Z5 NEO RGB J 화이트 패키지,919480,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL30 TRIDENT Z5 NEO RGB J 패키지,919580,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-8000 CL38 Delta RGB 화이트 패키지 서린,922170,DDR5,8000,2026-04-15 11:20:26.806531
G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 실버 패키지,928800,DDR5,7600,2026-04-15 11:20:26.806531
써멀테이크 DDR5-6400 CL34 TOUGHRAM RGB 블랙 패키지,929290,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 패키지,934990,DDR5,7600,2026-04-15 11:20:26.806531
ADATA DDR5-5600 CL46 ECC/REG 파인인포,939220,DDR5,5600,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6400 CL32 BOLT V WHITE 패키지 서린,950000,DDR5,6400,2026-04-15 11:20:26.806531
삼성전자 DDR4-2933 ECC/Unbuffered,950950,DDR4,2933,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL26 TRIDENT Z5 NEO RGB H 화이트 패키지,954110,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL26 TRIDENT Z5 NEO RGB H 패키지,954110,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-7400 CL36 VIPER VENOM 패키지,958280,DDR5,7400,2026-04-15 11:20:26.806531
PATRIOT DDR5-7000 CL32 VIPER VENOM 패키지,976490,DDR5,7000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-7200 CL34 CRAS V RGB White 패키지 서린,986890,DDR5,7200,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 URBANE V RGB 패키지 서린,987070,DDR5,6000,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL28 DW100 RGB 화이트 패키지,987290,DDR5,6000,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL28 DW100 RGB 블랙 패키지,987290,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-7200 CL34 VIPER VENOM 패키지,989880,DDR5,7200,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-7200 CL34 CRAS V RGB ROG 패키지 서린,989890,DDR5,7200,2026-04-15 11:20:26.806531
G.SKILL DDR5-7200 CL36 TRIDENT Z5 ROYAL 실버 패키지,990000,DDR5,7200,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-7200 CL34 CRAS V RGB 패키지 서린,990000,DDR5,7200,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-7200 CL34 EXPERT 패키지 서린,993290,DDR5,7200,2026-04-15 11:20:26.806531
PATRIOT DDR5-7000 CL32 VIPER VENOM RGB 패키지,999800,DDR5,7000,2026-04-15 11:20:26.806531
Apacer DDR5-5200 CL40 NOX WHITE 패키지,999890,DDR5,5200,2026-04-15 11:20:26.806531
PATRIOT DDR5-7000 CL38 VIPER Elite 5 RGB 패키지,999890,DDR5,7000,2026-04-15 11:20:26.806531
PATRIOT DDR5-7000 CL32 VIPER Elite 5 RGB 패키지,999930,DDR5,7000,2026-04-15 11:20:26.806531
Apacer DDR5-5200 CL40 NOX BLACK 패키지,1000000,DDR5,5200,2026-04-15 11:20:26.806531
PATRIOT DDR5-7200 CL34 VIPER VENOM RGB 패키지,1007750,DDR5,7200,2026-04-15 11:20:26.806531
Apacer DDR5-5200 CL40 NOX RGB BLACK 패키지,1017720,DDR5,5200,2026-04-15 11:20:26.806531
PATRIOT DDR5-7400 CL36 VIPER VENOM RGB 패키지,1019800,DDR5,7400,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-5600 CL32 Delta RGB 패키지,1042430,DDR5,5600,2026-04-15 11:20:26.806531
ADATA DDR5-6400 CL32 LANCER BLADE RGB 블랙 패키지 서린,1064490,DDR5,6400,2026-04-15 11:20:26.806531
ADATA DDR5-6400 CL32 LANCER BLADE RGB 화이트 패키지 서린,1064490,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-7200 CL36 TRIDENT Z5 RGB J 실버 패키지,1142600,DDR5,7200,2026-04-15 11:20:26.806531
PATRIOT DDR5-5200 CL40 VIPER VENOM 패키지,1146770,DDR5,5200,2026-04-15 11:20:26.806531
Apacer DDR5-6000 CL38 NOX BLACK 패키지,1158980,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-5200 CL40 VIPER VENOM RGB 패키지,1165810,DDR5,5200,2026-04-15 11:20:26.806531
킹스톤 FURY DDR5-6000 CL30 Beast RGB 화이트 패키지 코잇,1169000,DDR5,6000,2026-04-15 11:20:26.806531
킹스톤 FURY DDR5-6000 CL30 Beast RGB 블랙 패키지 코잇,1169000,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46 PRO 대원씨티에스,1185000,DDR5,5600,2026-04-15 11:20:26.806531
