name,price,memory_type,memory_clock,created_at
Apacer DDR5-6000 CL38 NOX RGB SILVER 패키지,1186520,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL30 TRIDENT Z5 ROYAL NEO 실버 패키지,1194710,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-7200 CL34 EXPERT 화이트 패키지 서린,1195110,DDR5,7200,2026-04-15 11:20:26.806531
PATRIOT DDR5-5600 CL40 VIPER VENOM RGB 패키지,1198440,DDR5,5600,2026-04-15 11:20:26.806531
PATRIOT DDR5-5600 CL40 VIPER VENOM 패키지,1199880,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46 PRO 패키지 아스크텍,1214630,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46 PRO 아스크텍,1232270,DDR5,5600,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL30 VIPER Elite 5 패키지,1250000,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER 화이트 패키지 서린,1272500,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46 대원씨티에스,1280000,DDR5,5600,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 파인인포,1280000,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 파인인포,1280190,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-5600 CL46 CLASSIC 패키지 서린,1286240,DDR5,5600,2026-04-15 11:20:26.806531
PATRIOT DDR5-6400 CL32 VIPER Elite 5 패키지,1287610,DDR5,6400,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46,1294810,DDR5,5600,2026-04-15 11:20:26.806531
CORSAIR DDR5-6400 CL32 VENGEANCE BLACK 패키지,1295690,DDR5,6400,2026-04-15 11:20:26.806531
PATRIOT DDR5-6400 CL32 VIPER VENOM 패키지,1297890,DDR5,6400,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL40-40-40-77 VENGEANCE BLACK 패키지,1299630,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 서린,1302500,DDR5,6000,2026-04-15 11:20:26.806531
PATRIOT DDR5-6200 CL42 VIPER Elite 5 RGB 패키지,1309240,DDR5,6200,2026-04-15 11:20:26.806531
CORSAIR DDR4-3000 CL16 Dominator Platinum 패키지,1337930,DDR4,3000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 패키지 서린,1347000,DDR5,5600,2026-04-15 11:20:26.806531
CORSAIR DDR5-8400 CL40 VENGEANCE RGB BLACK 패키지,1347000,DDR5,8400,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6000 CL34 EXPERT 화이트 패키지 서린,1349890,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6400 CL32 VENGEANCE RGB WHITE 패키지,1368010,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL38 Delta RGB 패키지 서린,1369890,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6000 CL38 Delta RGB 화이트 패키지 서린,1372490,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6400 CL34 EXPERT 화이트 패키지 서린,1378196,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-7200 CL36 TRIDENT Z5 RGB J 패키지,1379060,DDR5,7200,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 RIPJAWS M5 NEO RGB 화이트 패키지,1389940,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO RGB J 화이트 패키지,1398830,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL32 TRIDENT Z5 NEO RGB J 화이트 패키지,1400000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO RGB J 패키지,1400000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL32 TRIDENT Z5 NEO RGB J 패키지,1400000,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE 화이트 패키지 서린,1416350,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 BOLT V 패키지 서린,1428010,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 파인인포,1432120,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 BOLT V WHITE 패키지 서린,1449990,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-5200 CL40 RIPJAWS M5 RGB 화이트 패키지,1469200,DDR5,5200,2026-04-15 11:20:26.806531
PATRIOT DDR5-6000 CL30 VIPER VENOM RGB 패키지,1470960,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL30 VENGEANCE RGB 패키지,1474560,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL30 VENGEANCE RGB BLACK INTEL 패키지,1476950,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-5200 CL40 RIPJAWS M5 RGB 블랙 패키지,1478460,DDR5,5200,2026-04-15 11:20:26.806531
CORSAIR DDR5-6400 CL32 VENGEANCE RGB BLACK 패키지,1479190,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 FLARE X5 J 화이트 패키지,1483200,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-6400 CL52 CUDIMM 아스크텍,1493970,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 RIPJAWS M5 NEO RGB 블랙 패키지,1502880,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER 블랙 패키지 서린,1508130,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 서린,1509990,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 서린,1531030,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB 패키지 서린,1549970,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB WHITE 패키지 서린,1550000,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6400 CL34 EXPERT 패키지 서린,1571460,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 화이트 패키지,1573080,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 블랙 패키지,1575960,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 FLARE X5 J 패키지,1580000,DDR5,6000,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6400 CL32 CRAS V RGB 패키지 서린,1585650,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 RIPJAWS M5 RGB 블랙 패키지,1595130,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 RIPJAWS M5 RGB 화이트 패키지,1595430,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 TRIDENT Z5 J 패키지,1595990,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO J 패키지,1599990,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB J 패키지,1618630,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB 화이트 패키지,1620000,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-5200 CL40 Dominator Platinum RGB 패키지,1646090,DDR5,5200,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO RGB J 화이트 패키지,1650000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL28 FLARE X5 J 패키지,1658600,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL28 FLARE X5 J 화이트 패키지,1658600,DDR5,6000,2026-04-15 11:20:26.806531
ADATA DDR5-6400 CL32 LANCER RGB 블랙 패키지 서린,1709260,DDR5,6400,2026-04-15 11:20:26.806531
ADATA DDR5-6400 CL32 LANCER RGB 화이트 패키지 서린,1710770,DDR5,6400,2026-04-15 11:20:26.806531
삼성전자 DDR4-2933 ECC/REG,1745860,DDR4,2933,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL32 TRIDENT Z5 RGB 화이트 패키지,1787000,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6800 CL36 EXPERT 화이트 패키지,1846800,DDR5,6800,2026-04-15 11:20:26.806531
G.SKILL DDR5-5200 CL40 RIPJAWS S5 J 화이트 패키지,1870350,DDR5,5200,2026-04-15 11:20:26.806531
G.SKILL DDR5-5200 CL40 FLARE X5 J 패키지,1884630,DDR5,5200,2026-04-15 11:20:26.806531
G.SKILL DDR5-5200 CL40 RIPJAWS S5 J 블랙 패키지,1889940,DDR5,5200,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL30 HX100 실버 패키지,1890000,DDR5,6000,2026-04-15 11:20:26.806531
CORSAIR DDR5-6000 CL30 VENGEANCE 패키지,1890000,DDR5,6000,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL30 HX100 블랙 패키지,1890000,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-Force DDR5-6800 CL36 Delta RGB 화이트 패키지,1897390,DDR5,6800,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46 PRO 패키지 대원씨티에스,1912180,DDR5,5600,2026-04-15 11:20:26.806531
ESSENCORE KLEVV DDR5-6400 CL32 CRAS V RGB WHITE 패키지 서린,1937500,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-5600 CL40 RIPJAWS M5 RGB 블랙 패키지,1947000,DDR5,5600,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL30 DW100 RGB 화이트 패키지,1950000,DDR5,6000,2026-04-15 11:20:26.806531
BIWIN DDR5-6000 CL30 DW100 RGB 블랙 패키지,1950000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-5600 CL40 RIPJAWS M5 RGB 화이트 패키지,2049990,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL DDR5-5600 CL40 RIPJAWS S5 J 블랙 패키지,2181670,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL32 RIPJAWS M5 RGB 화이트 패키지,2251010,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL32 RIPJAWS M5 RGB 블랙 패키지,2270000,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL32 TRIDENT Z5 RGB J 패키지,2290000,DDR5,6400,2026-04-15 11:20:26.806531
삼성전자 DDR4-3200 ECC/REG,2307240,DDR4,3200,2026-04-15 11:20:26.806531
CORSAIR DDR5-6400 CL42 VENGEANCE BLACK 패키지,2650000,DDR5,6400,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6000 CL40 EXPERT 패키지 서린,2740000,DDR5,6000,2026-04-15 11:20:26.806531
TeamGroup T-CREATE DDR5-6000 CL40 EXPERT 화이트 패키지 서린,2740000,DDR5,6000,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46 패키지 대원씨티에스,2786710,DDR5,5600,2026-04-15 11:20:26.806531
마이크론 Crucial DDR5-5600 CL46 패키지 아스크텍,2852000,DDR5,5600,2026-04-15 11:20:26.806531
CORSAIR DDR5-6400 CL42 VENGEANCE RGB BLACK 패키지,3220000,DDR5,6400,2026-04-15 11:20:26.806531
삼성전자 DDR5-4800 ECC/REG,3333330,DDR5,4800,2026-04-15 11:20:26.806531
ADATA DDR5-5600 CL46 ECC/REG 서린,4139990,DDR5,5600,2026-04-15 11:20:26.806531
CORSAIR DDR5-5200 CL38 VENGEANCE RGB BLACK 패키지,4231490,DDR5,5200,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL34 RIPJAWS S5 J 블랙 패키지,4399890,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL34 FLARE X5 J 패키지,4400000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL34 TRIDENT Z5 RGB J 패키지,4449890,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL34 TRIDENT Z5 NEO RGB J 패키지,4450000,DDR5,6000,2026-04-15 11:20:26.806531
삼성전자 DDR5-6400 ECC/REG,5536850,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO RGB J 패키지,5850000,DDR5,6000,2026-04-15 11:20:26.806531
G.SKILL DDR5-5600 CL28 G5 ECC/REG 패키지,8378810,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL DDR5-5600 CL28 G5 NEO ECC/REG 패키지,8378810,DDR5,5600,2026-04-15 11:20:26.806531
삼성전자 DDR5-5600 ECC/REG,8719840,DDR5,5600,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL32 G5 ECC/REG 패키지,11900000,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL32 T5 NEO ECC/REG 패키지,11900000,DDR5,6400,2026-04-15 11:20:26.806531
G.SKILL DDR5-6400 CL36 T5 NEO ECC/REG 패키지,15900000,DDR5,6400,2026-04-15 11:20:26.806531
