Bench_Name,Score
HI-LEVEL Ultra Series 240GB,2729
HighPoint SSD6202,30377
HighPoint SSD6204,20867
HighRel 1TB SSD,23421
HighRel 256GB SSD,14862
HighRel 512G SSD,15396
HighRel 512GB SSD,17320
HIKSEMI HS FUTURE 1TB,44754
HIKSEMI HS FUTURE 2TB,42808
HIKSEMI HS FUTURE 512GB,37826
HIKSEMI HS FUTURE Eco 1TB,28286
HIKSEMI HS FUTURE Eco 512GB,24248
HIKSEMI HS FUTURE Lite 1TB,41063
HIKSEMI HS FUTURE Lite 2TB,45341
Hitach HDS721010CLA332,760
Hitach HTS545050A7E380,946
Hitachi DK13FA-40B,109
Hitachi DK23DA-20,128
Hitachi DK23EA-30,132
Hitachi DK23EA-40,129
Hitachi DK23EA-60,153
Hitachi DK23EB-40,166
Hitachi DK23FA-40,156
Hitachi DK23FA-60,134
Hitachi DK23FA-80,165
Hitachi HCC543216A7A380,462
Hitachi HCC543225A7A380,417
Hitachi HCC543232A7A380,446
Hitachi HCC545016B9A300,333
Hitachi HCC545025B9A300,397
Hitachi HCC545050A7E380,509
Hitachi HCC545050B9A300,411
Hitachi HCC547550A9E380,445
Hitachi HCP725025GLA380,500
Hitachi HCP725025GLAT80,454
Hitachi HCP725032GLA380,443
Hitachi HCP725050GLA,449
Hitachi HCP725050GLA380,542
Hitachi HCS5C1010CLA382,578
Hitachi HCS5C1010DLE630,769
Hitachi HCS5C1025CLA382,593
Hitachi HCS5C1032CLA382,422
Hitachi HCS5C1050CLA382,613
Hitachi HCS5C3232SLA380,469
Hitachi HCS545050GLA380,386
Hitachi HCS721010CLA332,663
Hitachi HCS721050CLA362,777
Hitachi HCS721050CLA382,723
Hitachi HCS725025VLA380,370
Hitachi HCS725040VLA380,458
Hitachi HCT721016SLA380,475
Hitachi HDC ROCKET SSD 120GB,2956
Hitachi HDC ROCKET SSD 240GB,2694
Hitachi HDE721010SLA,612
Hitachi HDE721010SLA330,699
Hitachi HDE721050SLA330,610
Hitachi HDE721064SLA360,535
Hitachi HDM2P3X4N1T,40285
Hitachi HDP72505,539
Hitachi HDP725016GLA,418
Hitachi HDP725016GLA380,441
Hitachi HDP725016GLAT80,460
Hitachi HDP725025GLA380,527
Hitachi HDP725025GLAT80,517
Hitachi HDP725032GLA,456
Hitachi HDP725032GLA360,466
Hitachi HDP725032GLA380,483
Hitachi HDP725032GLAT80,463
Hitachi HDP725040GLA360,484
Hitachi HDP725050GLA,499
Hitachi HDP725050GLA360,584
Hitachi HDP725050GLA380,531
Hitachi HDP725050GLAT80,512
Hitachi HDS5C1010CLA382,654
Hitachi HDS5C1010DLE630,965
Hitachi HDS5C1050CLA,661
Hitachi HDS5C1050CLA382,568
Hitachi HDS5C3015ALA632,673
Hitachi HDS5C3020ALA632,772
Hitachi HDS5C3020BLE630,906
Hitachi HDS5C3030ALA630,703
Hitachi HDS5C3030BLE630,872
Hitachi HDS72101,750
Hitachi HDS72105,675
Hitachi HDS72107,452
Hitachi HDS72168,399
Hitachi HDS72202,646
Hitachi HDS72251 6VLSA80,331
Hitachi HDS72252 5VLSA80,343
Hitachi HDS72258 0VLSA80,276
Hitachi HDS72301,796
Hitachi HDS72302,913
Hitachi HDS72505 0KLA360,333
Hitachi HDS72808 0PLA380,335
Hitachi HDS721010CLA,694
Hitachi HDS721010CLA330,742
Hitachi HDS721010CLA332,685
Hitachi HDS721010CLA630,2868
Hitachi HDS721010CLA632,720
Hitachi HDS721010DLE,949
Hitachi HDS721010DLE630,1459
Hitachi HDS721010KLA,455
Hitachi HDS721010KLA33R RSD HUA,485
Hitachi HDS721010KLA330,474
Hitachi HDS721016CLA,541
Hitachi HDS721016CLA380,423
Hitachi HDS721016CLA382,505
Hitachi HDS721025CLA,619
Hitachi HDS721025CLA382,646
Hitachi HDS721025CLA682,664
Hitachi HDS721032CLA,449
Hitachi HDS721032CLA362,511
Hitachi HDS721032CLA662,528
Hitachi HDS721050CLA,687
Hitachi HDS721050CLA360,701
Hitachi HDS721050CLA362,717
Hitachi HDS721050CLA660,703
Hitachi HDS721050CLA662,724
Hitachi HDS721050DLE,767
Hitachi HDS721050DLE630,786
Hitachi HDS721050KLA33R RSD HUA,507
Hitachi HDS721064CLA,631
Hitachi HDS721064CLA332,590
Hitachi HDS721075CLA,657
Hitachi HDS721075CLA332,648
Hitachi HDS721075DLE630,816
Hitachi HDS721075KLA,473
Hitachi HDS721075KLA330,488
Hitachi HDS721612PLA380,387
Hitachi HDS721616PLA,382
Hitachi HDS721616PLA320,428
Hitachi HDS721616PLA380,417
Hitachi HDS721616PLA380 IBM,439
Hitachi HDS721616PLAT80,392
Hitachi HDS721680PLA,380
Hitachi HDS721680PLA380,392
Hitachi HDS721680PLAT80,362
Hitachi HDS722020ALA,661
Hitachi HDS722020ALA330,621
Hitachi HDS722020ALA330 RSD HUA,719
Hitachi HDS722512VLAT20,309
Hitachi HDS722512VLAT80,324
Hitachi HDS722512VLSA80,348
Hitachi HDS722516VLAT20,184
Hitachi HDS722516VLAT80,308
Hitachi HDS722516VLSA80,329
Hitachi HDS722525VLAT80,324
Hitachi HDS722525VLSA80,333
Hitachi HDS722540VLAT20,267
Hitachi HDS722540VLSA80,310
Hitachi HDS722580VLAT20,302
Hitachi HDS722580VLSA80,332
Hitachi HDS723015BLA642,819
Hitachi HDS723020ALA640,880
Hitachi HDS723020BLA,673
Hitachi HDS723020BLA642,892
Hitachi HDS723020BLA642 LENOVO,699
Hitachi HDS723020BLE640,1000
Hitachi HDS723030ALA640,904
Hitachi HDS723030BLE640,1109
Hitachi HDS724040ALE640,1057
Hitachi HDS724040KLSA80,331
Hitachi HDS725050KLA360,368
Hitachi HDS725050KLAT80,327
Hitachi HDS728040PLA320,315
Hitachi HDS728040PLAT20,296
Hitachi HDS728080PLA380,299
Hitachi HDS728080PLA380 40Y9028LEN,348
Hitachi HDS728080PLAT20,293
Hitachi HDSH256GST2TN,3985
Hitachi HDT72101,574
Hitachi HDT72251 6DLA380,355
Hitachi HDT72252 5DLA380,364
Hitachi HDT721010SLA,571
Hitachi HDT721010SLA360,627
Hitachi HDT721016SLA,511
Hitachi HDT721016SLA380,522
Hitachi HDT721025SLA,479
Hitachi HDT721025SLA380,471
Hitachi HDT721032SLA,521
Hitachi HDT721032SLA360,627
Hitachi HDT721032SLA380,595
Hitachi HDT721050SLA,507
Hitachi HDT721050SLA360,664
Hitachi HDT721064SLA,549
Hitachi HDT721064SLA360,602
Hitachi HDT721064SLA380,456
Hitachi HDT721075SLA360,652
Hitachi HDT721075SLA380,654
Hitachi HDT722516DLA380,363
Hitachi HDT722516DLA380 41N3148LEN,379
Hitachi HDT722516DLAT80,338
Hitachi HDT722520DLA380,353
Hitachi HDT722520DLAT80,319
Hitachi HDT722525DLA380,442
Hitachi HDT722525DLA380 41N3150LEN,363
Hitachi HDT722525DLAT80,374
Hitachi HDT725025VLA,323
Hitachi HDT725025VLA380,368
Hitachi HDT725025VLAT80,373
Hitachi HDT725032VLA,382
Hitachi HDT725032VLA360,431
Hitachi HDT725032VLA380,463
Hitachi HDT725032VLAT80,427
Hitachi HDT725040VLA,335
Hitachi HDT725040VLA360,349
Hitachi HDT725040VLA380,358
Hitachi HDT725040VLAT80,374
Hitachi HDT725050VLA,406
Hitachi HDT725050VLA360,469
Hitachi HDT725050VLA380,467
Hitachi HDT725050VLAT80,421
Hitachi HTC426040G9AT00,116
Hitachi HTC426060G8CE00,125
Hitachi HTC426060G9AT00,147
Hitachi HTE543232A7A384,509
Hitachi HTE721010G9AT00,364
Hitachi HTE725025A9A364,708
Hitachi HTS421210H9AT00,139
Hitachi HTS421212H9AT00,178
Hitachi HTS421240H9AT00,174
Hitachi HTS421260H9AT00,195
Hitachi HTS421280H9AT00,169
Hitachi HTS424030M9AT00,107
Hitachi HTS424040M9AT00,153
Hitachi HTS541010A9E680,603
Hitachi HTS541010G9AT00,196
Hitachi HTS541010G9SA00,210
Hitachi HTS541040G9AT00,194
Hitachi HTS541040G9SA00,176
Hitachi HTS541060G9AT00,194
Hitachi HTS541060G9SA00,184
Hitachi HTS5450,568
HITACHI HTS7275,677
HITACHI HTS54321,355
Hitachi HTS54322,351
Hitachi HTS54323,449
Hitachi HTS54502,454
HITACHI HTS54503,415
Hitachi HTS54505,521
Hitachi HTS54755,475
Hitachi HTS54756,473
Hitachi HTS54757,510
Hitachi HTS72322,511
Hitachi HTS72323,526
Hitachi HTS72503,573
Hitachi HTS72505,651
Hitachi HTS72755,570
Hitachi HTS72757,674
Hitachi HTS541064A9E680,540
HITACHI HTS541075A9E680,521
Hitachi HTS541080G9AT00,189
Hitachi HTS541080G9SA00,198
Hitachi HTS541212H9AT00,227
Hitachi HTS541212H9SA00,236
Hitachi HTS541280H9AT00,223
Hitachi HTS541280H9SA00,225
Hitachi HTS541610J9SA00,206
Hitachi HTS541612J9AT00,205
Hitachi HTS541612J9S,191
Hitachi HTS541612J9SA00,203
HITACHI HTS541612J9SA00 3H,234
Hitachi HTS541616J9AT00,277
Hitachi HTS541616J9S,239
Hitachi HTS541616J9SA00,252
Hitachi HTS541640J9SA00,210
Hitachi HTS541660J9SA00,200
HITACHI HTS541660J9SA00,193
Hitachi HTS541680J9AT00,234
Hitachi HTS541680J9SA00,245
Hitachi HTS542512K9A300,304
Hitachi HTS542512K9SA00,278
Hitachi HTS542516K9A300,308
Hitachi HTS542516K9SA00,286
Hitachi HTS542520K9SA00,264
Hitachi HTS542525K9A300,331
Hitachi HTS542525K9S,302
Hitachi HTS542525K9SA00,328
Hitachi HTS542560K9SA00,284
Hitachi HTS542580K9A300,245
Hitachi HTS542580K9SA00,227
Hitachi HTS543212L9A300,282
Hitachi HTS543212L9SA00,269
Hitachi HTS543212L9SA02,236
Hitachi HTS543216A7A384,375
Hitachi HTS543216L9A,253
Hitachi HTS543216L9A3,235
Hitachi HTS543216L9A300,331
HITACHI HTS543216L9SA00,316
Hitachi HTS543225A7A384,356
Hitachi HTS543225L9A,351
Hitachi HTS543225L9A3,277
Hitachi HTS543225L9A300,347
Hitachi HTS543225L9SA00,323
Hitachi HTS543225L9SA02,335
Hitachi HTS543232A7A,469
Hitachi HTS543232A7A384,450
Hitachi HTS543232L9A,355
Hitachi HTS543232L9A300,348
Hitachi HTS543232L9SA00,340
Hitachi HTS543232L9SA02,267
Hitachi HTS543280L9A300,308
HITACHI HTS543280L9SA00,302
Hitachi HTS545012B9SA00,401
Hitachi HTS545016B9A300,345
Hitachi HTS545016B9SA00,344
Hitachi HTS545016B9SA02,357
Hitachi HTS545025A7E380,552
Hitachi HTS545025B9A,457
Hitachi HTS545025B9A300,435
Hitachi HTS545025B9S,294
Hitachi HTS545025B9SA00,489
Hitachi HTS545025B9SA02,437
Hitachi HTS545032A7E380,436
Hitachi HTS545032B9A,403
Hitachi HTS545032B9A300,519
Hitachi HTS545032B9A302,403
Hitachi HTS545032B9SA00,415
Hitachi HTS545032B9SA02,394
Hitachi HTS545050A7E380,586
Hitachi HTS545050B9A,422
Hitachi HTS545050B9A300,526
Hitachi HTS545050B9A302,428
Hitachi HTS545050B9SA00,506
Hitachi HTS545050B9SA02,408
Hitachi HTS545050B9SA08,438
Hitachi HTS545050KTA300,354
Hitachi HTS547550A9E,499
Hitachi HTS547550A9E384,448
Hitachi HTS547564A9E384,461
Hitachi HTS547575A9E384,496
Hitachi HTS548040M9AT00,191
Hitachi HTS548060M9AT00,141
Hitachi HTS548080M9AT00,213
Hitachi HTS721010G9AT00,322
Hitachi HTS721010G9SA00,243
Hitachi HTS721060G9AT00,225
Hitachi HTS721060G9SA00,219
Hitachi HTS721075A9E63,1002
Hitachi HTS721080G9AT00,186
Hitachi HTS721080G9SA00,226
HITACHI HTS722010K9SA00,360
Hitachi HTS722012K9A300,328
Hitachi HTS722012K9SA00,311
Hitachi HTS722016K9A300,305
HITACHI HTS722016K9SA00,338
Hitachi HTS722020K9A300,348
Hitachi HTS722020K9SA00,347
HITACHI HTS722020K9SA00 FDE,373
Hitachi HTS722080K9A300,295
Hitachi HTS722080K9SA00,313
HITACHI HTS723216A7A364,570
Hitachi HTS723216L9A360,398
Hitachi HTS723216L9A362,433
HITACHI HTS723216L9SA60,452
Hitachi HTS723225A7A364,580
HITACHI HTS723225A7A365,536
HITACHI HTS723225A7A365 OPAL,599
Hitachi HTS723225L9A360,455
Hitachi HTS723225L9A362,415
HITACHI HTS723225L9SA61 FDE,389
Hitachi HTS723232A7A364,610
Hitachi HTS723232A7A365,671
Hitachi HTS723232L9A360,497
Hitachi HTS723232L9A362,446
Hitachi HTS723232L9SA60,424
Hitachi HTS723232L9SA62,344
Hitachi HTS723280L9A362,363
Hitachi HTS725016A9A362,481
Hitachi HTS725016A9A364,435
HITACHI HTS725025A9A361 FDE,560
Hitachi HTS725025A9A362,587
Hitachi HTS725025A9A364,580
Hitachi HTS725032A7E630,610
Hitachi HTS725032A9A,659
Hitachi HTS725032A9A360,577
Hitachi HTS725032A9A362,594
Hitachi HTS725032A9A364,558
Hitachi HTS725032A9A365,641
Hitachi HTS725050A7E63,857
HITACHI HTS725050A7E630,757
Hitachi HTS725050A7E635,815
Hitachi HTS725050A9A360,607
Hitachi HTS725050A9A362,632
Hitachi HTS725050A9A364,605
Hitachi HTS726060M9AT00,214
Hitachi HTS727550A9E364,608
Hitachi HTS727550A9E365,661
Hitachi HTS727564A9E364,700
Hitachi HTS727575A9E364,705
HITACHI HUA7210SASUN1.0T 0906GJLBPF,387
Hitachi HUA72101,515
Hitachi HUA72201,646
Hitachi HUA72202,715
Hitachi HUA72302,797
Hitachi HUA721010KLA330,490
Hitachi HUA721050KLA330,509
HITACHI HUA721075KLA330,521
HITACHI HUA722010ALA330,707
Hitachi HUA722010CLA330,728
Hitachi HUA722010CLA331,771
Hitachi HUA722020ALA330,652
Hitachi HUA722020ALA330 45W6276 59Y1813IBM,630
Hitachi HUA722020ALA331,683
Hitachi HUA722050CLA330,679
Hitachi HUA723020ALA,760
Hitachi HUA723020ALA640,1888
Hitachi HUA723020ALA641,1494
Hitachi HUA723030ALA640,912
Hitachi HUGWORLD SSD 1TB,3684
Hitachi HUGWORLD SSD 256GB,3534
Hitachi HUGWORLD SSD 512GB,3430
Hitachi HUH728080ALE601,1230
Hitachi HUS722T1TALA600,1376
HITACHI HUS151414VLS300,540
HITACHI HUS153014VLS300,752
HITACHI HUS153030VLS300,768
HITACHI HUS154530VLS300,886
HITACHI HUS154545VLS300,926
HITACHI HUS156030VLS600,1090
HITACHI HUS156045VLS600,1153
HITACHI HUS156060VLS600,1261
Hitachi HUS724020ALA640,1073
Hitachi HUS724030ALE641,993
HITACHI HUS724040ALE640,937
Hitachi HUS724040ALE641,8095
Hitachi HUSKY SSD 1TB,3277
Hitachi HUSKY SSD 128GB,2568
Hitachi HUSKY SSD 256GB,2057
Hitachi HUSKY SSD 512GB,2494
HJDK SSD 1TB,18547
HJDK SSD 128GB,3493
HJDK SSD 256GB,6021
HJDK SSD 512GB,8945
HKCMemory DS600,3325
HKCMemory DS600 256GB,2551
HKCMemory DV600,14378
HKM256P82A-TMDZV,15084
HKM512P82A-TMDZV,21745
HKM512S22A-QMCYV,2368
HKPSA-240,3347
HKVSN HS-SSD-C100/120G,2241
HKVSN HS-SSD-C100/240G,3142
HKVSN HS-SSD-E1000N/256G,7322
HOGE H8A1 1TB,34126
HOGE H8A1 512GB,31488
HOGE H671L 256GB,3245
HOGE H671L 512GB,3619
HOGE H673L 256GB,3423
HOGE H673L 512GB,3513
HOGE H750 512GB,19107
HOGE H751 1TB,21963
HOGE H751 2TB,20992
HOGE H751 512GB,22308
HOGE H753 1TB,20776
HOGE H753 256GB,11268
HOGE H753 512GB,19118
HOGE H820 1TB,47280
HOGE SSD 1TB,25702
HOGE SSD 128GB,6659
HOGE SSD 256GB,11030
HOGE SSD 512GB,20435
Hoodisk Industrial 64GB SSD,2740
Hoodisk Industrial 128GB SSD,3726
Hoodisk Industrial 256GB SSD,7226
Hoodisk Industrial 512GB SSD,10834
Hose LXG 256G,2309
HP 1205GB MLC PCIe ioDrive2 for ProLiant Servers,10178
HP DF146BABUE,741
HP FB080C4080,369
HP FB160C4081,438
HP FX900 Plus 2TB SSD,50051
HP GB0160EAFJE,456
HP GB0250C8045,658
HP GB0500C4413,456
HP GB0750C8047,556
HP GB1000EAFJL,637
HP S750 SSD 256GB,3131
HP Secure Hard,813
HP SSD 400GB MK0400GCTZA,4388
HP SSD EX900 1TB,12521
HP SSD EX900 120GB,8481
HP SSD EX900 250GB,10787
HP SSD EX900 500GB,12377
HP SSD EX900 M.2 1TB,16530
HP SSD EX900 M.2 500GB,20486
HP SSD EX900 PIus 512GB,19266
HP SSD EX900 Plus 1TB,19693
HP SSD EX900 Plus 2TB,19593
HP SSD EX900 Plus 256GB,10623
HP SSD EX900 Plus 512GB,17920
HP SSD EX900 Plus M.2 2TB,19961
HP SSD EX900 Pro 1TB,13161
HP SSD EX900 Pro 256GB,10799
HP SSD EX900 Pro 512GB,11264
HP SSD EX920 1TB,17166
HP SSD EX920 256GB,11630
HP SSD EX920 512GB,15209
HP SSD EX950 1TB,18887
HP SSD EX950 2TB,20224
HP SSD EX950 512GB,17560
HP SSD FX700 1TB,40312
HP SSD FX700 2TB,41302
HP SSD FX700 4TB,46969
HP SSD FX700 512GB,26625
HP SSD FX900 1TB,31739
HP SSD FX900 512GB,23195
HP SSD FX900 Plus 1TB SSD,50013
HP SSD FX900 Plus 2TB,39908
HP SSD FX900 Plus 4TB,44282
HP SSD FX900 Plus 512GB,36846
HP SSD FX900 Plus M.2 1TB,43341
HP SSD FX900 Plus M.2 2TB,45284
HP SSD FX900 Plus M.2 512GB,38130
HP SSD FX900 Pro 1TB,48324
HP SSD FX900 Pro 2TB,45144
HP SSD FX900 Pro 4TB,47902
HP SSD FX900 Pro 512GB,32106
HP SSD M700 120GB,3155
HP SSD M700 240GB,3701
HP SSD M 700 120GB,1807
HP SSD M 700 240GB,3956
HP SSD S600 120GB,2067
HP SSD S600 240GB,2591
HP SSD S650 120GB,2434
HP SSD S650 240GB,3200
HP SSD S650 480GB,3314
HP SSD S650 960GB,3364
HP SSD S650 1920GB,3116
HP SSD S700 1TB,3258
HP SSD S700 120GB,2869
HP SSD S700 250G,2585
HP SSD S700 250GB,2962
HP SSD S700 500G,2717
HP SSD S700 500GB,3203
HP SSD S700 Pro,3375
HP SSD S700 Pro 1TB,4553
HP SSD S700 Pro 128GB,3042
HP SSD S700 Pro 256GB,3442
HP SSD S700 Pro 512GB,4090
HP SSD S750 1TB,3004
HP SSD S750 256GB,3159
HP SSD S750 512GB,3255
HP SSD S 600 120GB,1247
HP SSD S 700 120GB,2945
HP SSD S 700 250GB,1873
HP SSD S 700 500GB,1582
HP SSD S 700 Pro 128GB,1562
HP SSD v300a 120GB,3322
hp x765w USB,259
HPE MR216i-p Gen11,5774
HPE MR408i-o Gen11,17771
HPE NS204i-p Gen10+ Boot Controller,12273
HPE NS204i-u Gen11 Boot Controller,9675
HPE Optane G10 P4800X 375GB,22774
HPT DISK 0 0,79103
HPT DISK 4TB,36548
HQ-256GB,1542
HS1TBNVME M2 1TB,14852
HS2TBNVME M2 2TB,19014
HS256E,2924
HS256E 256GB,3115
HS512E,3246
HS512GB NVME M2 512GB,14072
HS-SSD-A4000 4096G,39935
HS-SSD-C100,2649
HS-SSD-C100 120G,2749
HS-SSD-C100 240G,2814
HS-SSD-C100 480G,3180
HS-SSD-C100 480GB,2371
HS-SSD-C100 960G,3099
HS-SSD-C100 960GB,3464
HS-SSD-C160 256G,3475
HS-SSD-C260 256G,3333
HS-SSD-C2000,19502
HS-SSD-C2000 256GB,10415
HS-SSD-C2000Pro 512G,17319
HS-SSD-C2000Pro 512GB,18959
HS-SSD-C2000Pro 1024G,15746
HS-SSD-C2000Pro 1024GB,16410
HS-SSD-C4000 2048G,49029
HS-SSD-Desire(P) 128G,7181
HS-SSD-Desire(P) 256G,11910
HS-SSD-Desire(P) 512G,10286
HS-SSD-Desire(P) 1024G,17952
HS-SSD-Desire(S) 128G,2837
HS-SSD-Desire(S) 256G,3197
HS-SSD-Desire(S) 512G,3017
HS-SSD-Desire(S) 1024G,3068
HS-SSD-E100 128G,2887
HS-SSD-E100 256G,3108
HS-SSD-E100 512,2903
HS-SSD-E100 512G,3205
HS-SSD-E100 1024G,3495
HS-SSD-E100N42 512G,3987
HS-SSD-E100N 128G,2668
HS-SSD-E100N 256G,3132
HS-SSD-E100N 512G,2944
HS-SSD-E100N 1024G,3534
HS-SSD-E1000 128G,7615
HS-SSD-E1000 256G,11210
HS-SSD-E1000 512G,14114
HS-SSD-E1000 1024G,15581
HS-SSD-E2000,21295
HS-SSD-E2000 256G,12612
HS-SSD-E2000 256GB,11436
HS-SSD-E2000 512G,16380
HS-SSD-E2000 1024G,19380
HS-SSD-E2000 1024GB,21325
HS-SSD-E2000 2048G,18974
HS-SSD-E2000R 512GB,9622
HS-SSD-E3000,22048
HS-SSD-E3000 256G,14507
HS-SSD-E3000 512G,18450
HS-SSD-E3000 1024G,19937
HS-SSD-E3000 2048G,19109
HS-SSD-FUTURE 4096G,51139
HS-SSD-FUTURE Lite 512G,27251
HS-SSD-FUTUREX 512G,30426
HS-SSD-FUTUREX LITE AR 1024G,30426
HS-SSD-G4000 512G,35928
HS-SSD-G4000 1024G,41576
HS-SSD-G4000 2048G,37975
HS-SSD-G4000E 512G,25637
HS-SSD-G4000E 1024G,36836
HS-SSD-HB1 256G,3613
HS-SSD-HHB1 1024G,22789
HS-SSD-Minder(P) 256G,12619
HS-SSD-Minder(S) 120G,2589
HS-SSD-Minder(S) 240G,3296
HS-SSD-Minder(S) 480G,2897
HS-SSD-SILK(P) 512G,14162
HS-SSD-WAVE Pro(P) 256G,9650
HS-SSD-WAVE Pro(P) 512G,18142
HS-SSD-WAVE Pro(P) 1024G,18710
HS-SSD-WAVE Pro(P) 2048G,21406
HS-SSD-WAVE(P) 128G,5997
HS-SSD-WAVE(P) 256G,13620
HS-SSD-WAVE(P) 512G,15545
HS-SSD-WAVE(P) 1024G,18013
HS-SSD-WAVE(S) 120G,2784
HS-SSD-WAVE(S) 128G,2945
HS-SSD-WAVE(S) 240G,3116
HS-SSD-WAVE(S) 256G,3364
HS-SSD-WAVE(S) 480G,3494
HS-SSD-WAVE(S) 512G,3693
HS-SSD-WAVE(S) 1024G,3576
HSSD512GEN4,18618
HSSD001128,3100
HSSD001256,2182
HSSD002512,13224
HSSD0021000,13395
HSTV-SATA240W,3076
HX1TBSSDSATA3,3410
HX1TSSDSATA3,2734
HX120GSSDSATA3,3223
HX240GSSDSATA3,2320
HX256GSSDM2,3333
HX256GSSDM2PCIE,9337
HX256GSSDSATA3,2665
HX480GSSDSATA3,2356
HX512GSSDM2,3754
HX512GSSDM2PCIE,12644
HX512GSSDSATA3,3317
HYN1TB,3679
HYN512,3331
Hynix hB8aP>,1399
Hynix HBG4a,600
Hynix HBG4a2,1007
Hynix HBG4e,694
Hynix hC8aP>,1467
Hynix HCG4a2,1191
Hynix HCG8a4,980
Hynix HCG8e,715
Hynix hDEaP3,1293
Hynix hDEaPS,1400
Hynix HDG8a4,1187
HYNIX HFS120G3AMNM,3046
HYNIX HFS120G32MNM,3678
HYNIX HFS128G32MNM,3644
Hyper X 223.6GB,6600
Hypertec SSD,7031
HyperX Fury 3D 120GB,2776
HyperX Fury 3D 240GB,2929
HyperX Fury 3D 480G,2732
HyperX Fury 3D 480GB,2960
HYS256,3147
Hyundai 120GB SSD,2374
Hyundai 240GB SSD,2715
HYUNDAI 480G,1850
Hyundai 480GB SSD,3335
HYV1TBX3(HXY),22043
HYV1TBX3(Pro),22451
HYV1TBX3(XT),13072
HYV1TBX4(GR),45882
HYV128X3(HXY),9508
HYV256X3(HXY),11985
HYV256X3(XT),10138
HYV512X3(HXY),19325
HYV512X3(XT),12823
HYV512X3Q(XT),12026
I CFAST 32GB,829
i-FlashDisk 120GB SSD,1788
i-FlashDisk K6 60GB,1158
i-FlashDisk K9 128GB,4289
I-O DATA USB Flash USB,126
IBIW N1M005 21BG,4203
IBIW N6C73 021G8 B,3557
IBIW NAS084V1M-015G2,3977
IBIW NAS085V1M-052G6,4086
IBIW NEC84T0D501-152G6,12220
IBIW NEC84Y0D201-015G2,12684
IBIW NEC84Y0D201-052G6,8567
IBIW NNC4FV2150M-052G6,3289
IBIW NNC8FV0150M-015G2,3522
IBIW NNC8FV0150M-052G6,2788
IBIW NNC8FY08207-021G8,4114
IBIW NPA24 3EC84T0D501-115G2,20403
IBIW NPA24 3EC84T08C08-021G8,8393
IBIW NSC8EA0A101-015G2,3503
IBIW NSC8EA0A101-052G6,3409
IBIW NSS D,4647
IBM IC25N020ATCS04-0,92
IBM IC25N020ATMR04-0,135
IBM IC25N030ATCS04-0,96
IBM IC25N030ATMR04-0,128
IBM IC25N040ATCS04-0,113
IBM IC25N040ATCS05-0,151
IBM IC25N040ATMR04-0,164
IBM IC25N060ATMR04-0,164
IBM IC25N080ATMR04-0,154
IBM IC35L030AVV207-0,259
IBM IC35L040AVER07-0,211
IBM IC35L040AVVA07-0,270
IBM IC35L040AVVN07-0,243
IBM IC35L060AVV207-0,312
IBM IC35L060AVVA07-0,272
IBM IC35L080AVVA07-0,266
IBM IC35L090AVV207-0,286
IBM IC35L120AVV207-0,272
IBM IC35L120AVV207-1,273
IBM IC35L120AVVA07-0,299
IBM IC35L180AVV207-1,293
IBM ServeRAID M5210,25646
IBM-DTLA-307030,177
IBM-DTLA-307045,248
IBSOAT R1S00-E21G0 B,1833
IBSOAT R1S001-02BG,2425
IBSOAT R1S002-04BG,2847
IBSOAT R1S002-65BG,2823
IBSOAT R1S02-L84G0 B,2199
IBSOAT R1S004-08BG,2519
IBSOAT R1S021-82BG,2279
IBSOAT R1S022-65BG,3477
IBSOAT R1S025-21BG,4269
IBSOAT R1S062-65BG,3937
IBSOAT R1S065-21BG,4037
iCoolax3 256GB,5370
iCoolax Sata3 2.5 256GB,1236
IDATA 256GB,3677
iDsonix,19100
iDsonix-1TB,31977
iDsonix-2TB,43542
iEi Global Sourcing. - IFD-2500WD-4GB,189
IEI Tech Corp.IFD-2530ISMD-128GB-R20,2598
IM2P33F3 NVMe ADATA 128GB,7466
IM2P33F3 NVMe ADATA 256GB,9502
IM2P33F3 NVMe ADATA 512GB,10345
IM2P33F3A NVMe ADATA 256GB,10696
IM2P33F3A NVMe ADATA 512GB,12263
"imation 2.5""3 1TB SSD C321",3828
"imation 2.5""3 120GB SSD A320",2405
"imation 2.5""3 240GB SSD A320",3714
imation M.2 PCIe 1TB SSD Q971B,34767
imation M.2 PCIe 1TB SSD TX751,61624
imation M.2 PCIe 1TB SSD X831B,17290
imation M.2 PCIe 1TB SSD X931,21773
imation M.2 PCIe 1TB SSD Z981,50315
imation M.2 PCIe 1TB SSD Z991,45310
imation M.2 PCIe 256GB SSD X831,14616
imation M.2 PCIe 256GB SSD X931,8085
imation M.2 PCIe 256GB SSD X931B,7239
imation M.2 PCIe 512GB SSD X831,14350
imation M.2 PCIe 512GB SSD X831B,12556
imation M.2 PCIe 512GB SSD X931B,13425
imation M.2 PCIe 512GB SSD Z981,36402
imation M.2 PCIe 512GB SSD Z991,32012
IMPERION-128GB,2842
IMPERION-256GB,4080
iMrcno2 02S0N MV e15G2 B,15806
iMrcno2 02S0N MV e52G6 B,11418
iMrcno2 02S0N MV e0142BG,16811
iMrcno2 03 0VNeM1 20G4 B,21389
iMrcno2 03 0VNeM5 21BG,21125
iMrcno3 04 0VNeM1 20G4 B,24461
iMrcno3 04 0VNeM5 21BG,21166
IND-4XN80S512GX,17603
IND-4XN80S/1TB,11077
IND-S3N80S/256GX,3215
IND-S325S128GX,3337
