name,price,recommended_power,pcie_type,gpu_length,created_at
MANLI 지포스 RTX 5060 Ti Nebula D7 8GB 대원씨티에스,625000,,PCIE5.0X16,239.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti BLACK OC D7 8GB,625970,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti BLACK OC D7 8GB,628190,,PCIE5.0X16,,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 EX BLACK OC D7 8GB,629000,550.0,PCIE5.0X16,255.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti WINDFORCE D7 8GB 제이씨현,630000,650.0,PCIE5.0X16,208.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti BLACK OC V2 D7 8GB,630950,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti BLACK OC V2 D7 8GB,630950,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 WHITE OC V2 D7 8GB,631340,550.0,PCIE5.0X16,225.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 WHITE OC D7 8GB,631970,550.0,PCIE5.0X16,225.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti BLACK OC Classic D7 8GB,632940,600.0,PCIE5.0X16,238.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9060 XT Reaper D6 16GB 대원씨티에스,637500,500.0,PCIE5.0X16,200.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,638000,550.0,PCIE4.0X16,245.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti BLACK OC Classic D7 8GB,644950,600.0,PCIE5.0X16,238.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 3070 Ti D6X 8GB,645850,750.0,PCIE4.0X16,238.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9060 XT Gaming D6 8GB 제이씨현,648950,450.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 9060 XT PULSE OC D6 16GB,651170,450.0,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4060 Ti WHITE OC V2 D6 8GB,653000,550.0,PCIE4.0X16,237.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9060 XT Reaper White D6 16GB 대원씨티에스,660390,500.0,PCIE5.0X16,200.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5060 Ti ULTRA DUO OC White D7 8GB 피씨디렉트,661940,600.0,PCIE5.0X16,231.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 EX WHITE OC D7 8GB,661950,550.0,PCIE5.0X16,255.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9060 XT CHALLENGER OC D6 16GB 대원씨티에스,668740,550.0,PCIE5.0X16,249.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti WHITE OC D7 8GB,671300,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4060 Ti EX BLACK OC D6 8GB,676500,550.0,PCIE4.0X16,251.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9060 XT SWIFT DUAL WHITE OC D6 16GB,678990,450.0,PCIE5.0X16,290.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 4060 Ti Rush D6 8GB 대원씨티에스,679070,,PCIE4.0X16,250.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9060 XT Hellhound OC D6 16GB 대원씨티에스,689790,550.0,PCIE5.0X16,310.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5060 Ti ULTRA DUO OC White D7 8GB 도우정보,690000,600.0,PCIE5.0X16,231.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti WHITE OC D7 8GB,694950,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 Ti 게이밍 OC D7 8GB 트윈프로져,698990,600.0,PCIE5.0X16,247.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4060 Ti OC V2 D6 8GB,702530,550.0,PCIE4.0X16,237.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9060 XT 스틸레전드 OC D6 16GB 대원씨티에스,705760,550.0,PCIE5.0X16,298.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9060 XT Hellhound Spectral White OC D6 16GB 대원씨티에스,708200,550.0,PCIE5.0X16,,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5060 TI OC D7 8GB 대원씨티에스,719400,550.0,PCIE5.0X16,302.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9060 XT CHALLENGER OC D6 8GB 대원씨티에스,720830,550.0,PCIE5.0X16,249.0,2026-04-20 15:27:56.166823
ASUS DUAL 라데온 RX 9060 XT D6 16GB 대원씨티에스,729000,550.0,PCIE5.0X16,202.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti EX BLACK OC D7 8GB,732410,600.0,PCIE5.0X16,255.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4060 Ti EX WHITE OC V2 D6 8GB,734160,550.0,PCIE4.0X16,251.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4060 Ti WHITE OC D6 8GB,735640,550.0,PCIE4.0X16,237.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9060 XT Gaming D6 8GB 피씨디렉트,738090,450.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti EX WHITE OC D7 8GB,738330,600.0,PCIE5.0X16,255.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 9060 XT PURE OC D6 16GB,738990,450.0,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
액슬 지포스 RTX 3080 D6X 10GB 에즈윈,740240,750.0,PCIE4.0X16,311.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti EX BLACK OC D7 8GB,740950,600.0,PCIE5.0X16,255.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9060 XT Gaming OC D6 16GB 피씨디렉트,746420,450.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9060 XT Gaming OC ICE D6 16GB 피씨디렉트,747600,450.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti EX WHITE OC D7 8GB,751970,600.0,PCIE5.0X16,255.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 Ti 게이밍 OC D7 16GB 트윈프로져,755650,600.0,PCIE5.0X16,247.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9060 XT Gaming OC ICE D6 16GB 제이씨현,768890,450.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
ASUS PRIME 라데온 RX 9060 XT OC D6 16GB 대원씨티에스,775210,550.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9060 XT Gaming OC D6 16GB 제이씨현,789000,450.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti EAGLE OC D7 16GB 제이씨현,796000,650.0,PCIE5.0X16,215.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5060 TI OC D7 8GB 대원씨티에스,815000,550.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 9060 XT NITRO+ OC D6 16GB,816580,450.0,PCIE5.0X16,300.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti BLACK OC D7 16GB,841000,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti EAGLE OC D7 16GB 피씨디렉트,849000,650.0,PCIE5.0X16,215.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 Ti 쉐도우 2X OC 플러스 D7 16GB,849000,600.0,PCIE5.0X16,226.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 Ti 벤투스 2X OC 플러스 D7 16GB,849000,600.0,PCIE5.0X16,227.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti EAGLE OC ICE D7 16GB 피씨디렉트,859000,650.0,PCIE5.0X16,215.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti EAGLE MAX OC D7 16GB 피씨디렉트,865010,650.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
ASUS PRIME 라데온 RX 9070 EVO OC D6 16GB 대원씨티에스,865330,650.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti WINDFORCE MAX OC D7 16GB 피씨디렉트,868030,650.0,PCIE5.0X16,208.0,2026-04-20 15:27:56.166823
리드텍 WinFast 지포스 RTX 5060 Ti HURRICANE D7 16GB,869000,600.0,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
COLORFUL 지포스 RTX 5060 Ti 토마호크 DUO D7 16GB 피씨디렉트,878980,600.0,PCIE5.0X16,231.0,2026-04-20 15:27:56.166823
PNY 지포스 RTX 5060 Ti OC D7 16GB Dual Fan STCOM,883390,600.0,PCIE5.0X16,245.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5060 Ti Polar Fox OC D7 16GB 대원씨티에스,895980,,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 3060 Ti 벤투스 2X OC D6X 8GB,901400,600.0,PCIE4.0X16,232.0,2026-04-20 15:27:56.166823
COLORFUL 지포스 RTX 5060 Ti GAMING DUO D7 16GB 피씨디렉트,902840,600.0,PCIE5.0X16,200.0,2026-04-20 15:27:56.166823
COLORFUL 지포스 RTX 5060 Ti BATTLE AX DUO D7 16GB 도우정보,905000,600.0,PCIE5.0X16,231.0,2026-04-20 15:27:56.166823
COLORFUL 지포스 RTX 5060 Ti GAMING DUO D7 16GB 도우정보,905000,600.0,PCIE5.0X16,200.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 9070 PULSE D6 16GB,925940,650.0,PCIE5.0X16,280.0,2026-04-20 15:27:56.166823
이엠텍 지포스 RTX 5060 Ti MIRACLE WHITE D7 16GB,928990,600.0,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9070 GAMING OC D6 16GB 피씨디렉트,933620,750.0,PCIE5.0X16,288.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti WINDFORCE OC D7 16GB 피씨디렉트,933970,650.0,PCIE5.0X16,208.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4060 2X OC V2 D6 8GB,950000,550.0,PCIE4.0X16,237.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4060 WHITE OC V2 D6 8GB,950000,550.0,PCIE4.0X16,237.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti GAMING OC D7 16GB 피씨디렉트,950000,650.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti WINDFORCE MAX OC D7 16GB 제이씨현,956000,650.0,PCIE5.0X16,208.0,2026-04-20 15:27:56.166823
COLORFUL 지포스 RTX 5070 GAMING D7 12GB 피씨디렉트,964160,650.0,PCIE5.0X16,300.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 4060 Ti 벤투스 2X 블랙 OC D6 8GB,966700,550.0,PCIE4.0X16,199.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 WINDFORCE OC SFF D7 12GB 피씨디렉트,968990,750.0,PCIE5.0X16,282.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 쉐도우 2X OC D7 12GB,975290,650.0,PCIE5.0X16,231.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 벤투스 2X OC D7 12GB,976000,650.0,PCIE5.0X16,236.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 GAMING OC D7 12GB 피씨디렉트,980100,750.0,PCIE5.0X16,327.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5070 Nebula D7 12GB 대원씨티에스,980650,,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti BLACK 3X D7 16GB DUAL HDMI,982320,600.0,PCIE5.0X16,300.0,2026-04-20 15:27:56.166823
ASUS PRIME 라데온 RX 9070 OC D6 16GB 대원씨티에스,983000,650.0,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 9070 PURE OC D6 16GB,987990,650.0,PCIE5.0X16,320.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9070 스틸레전드 OC D6 16GB 대원씨티에스,988250,700.0,PCIE5.0X16,298.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 GAMING OC D7 12GB 제이씨현,989000,750.0,PCIE5.0X16,327.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 SWIFT OC D6 16GB,989480,800.0,PCIE5.0X16,325.0,2026-04-20 15:27:56.166823
ASUS PRIME 라데온 RX 9070 XT OC D6 16GB 대원씨티에스,990000,750.0,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5060 Ti BLACK OC V2 D7 16GB,990000,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5070 Stellar OC D7 12GB 대원씨티에스,991060,,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 벤투스 2X OC 화이트 D7 12GB,999000,650.0,PCIE5.0X16,236.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 4070 WINDFORCE OC D6X 12GB 제이씨현,999450,650.0,PCIE4.0X16,261.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 WINDFORCE OC SFF D7 12GB 제이씨현,1001860,750.0,PCIE5.0X16,282.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 7800 XT QICK 319 CORE D6 16GB,1003040,700.0,,335.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 BLACK OC D7 12GB,1004250,650.0,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 벤투스 3X OC D7 12GB,1006250,650.0,PCIE5.0X16,302.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 EAGLE OC SFF D7 12GB 피씨디렉트,1013060,750.0,PCIE5.0X16,290.0,2026-04-20 15:27:56.166823
ASUS DUAL 지포스 RTX 5070 OC D7 12GB 대원씨티에스,1014880,750.0,PCIE5.0X16,249.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 QUICKSILVER OC D6 16GB,1020740,800.0,PCIE5.0X16,355.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 XT QUICKSILVER D6 16GB,1025190,800.0,PCIE5.0X16,350.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9070 XT CHALLENGER D6 16GB 대원씨티에스,1028890,800.0,PCIE5.0X16,290.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti BLACK 3X D7 16GB DUAL HDMI,1031970,600.0,PCIE5.0X16,300.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 BLACK OC D7 12GB,1035950,650.0,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5070 OC D7 12GB 인텍앤컴퍼니,1036660,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 EAGLE OC SFF D7 12GB 제이씨현,1040430,750.0,PCIE5.0X16,290.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 EAGLE OC ICE SFF D7 12GB 피씨디렉트,1041920,750.0,PCIE5.0X16,290.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 EX GAMER BLACK OC D7 12GB,1043720,650.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
이엠텍 지포스 RTX 5070 MIRACLE WHITE D7 12GB,1043900,650.0,PCIE5.0X16,329.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 WHITE OC D7 12GB,1047380,650.0,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 EAGLE OC ICE SFF D7 12GB 제이씨현,1048330,750.0,PCIE5.0X16,290.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5070 OC D7 12GB 대원씨티에스,1048840,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5070 Polar Fox OC D7 12GB 대원씨티에스,1049200,,PCIE5.0X16,315.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 XT SWIFT D6 16GB,1050000,800.0,PCIE5.0X16,325.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 WHITE OC D7 12GB,1055780,650.0,PCIE5.0X16,240.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5060 Ti ELITE D7 16GB 피씨디렉트,1060870,650.0,PCIE5.0X16,329.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5060 Ti BLACK OC D7 16GB,1061000,600.0,PCIE5.0X16,235.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti AERO OC D7 16GB 피씨디렉트,1066060,650.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
PALIT 지포스 RTX 5070 WHITE OC D7 12GB 이엠텍,1070980,650.0,PCIE5.0X16,291.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 AERO OC D7 12GB 제이씨현,1071350,750.0,PCIE5.0X16,324.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 AERO OC D7 12GB 피씨디렉트,1074450,750.0,PCIE5.0X16,324.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 게이밍 트리오 OC 화이트 D7 12GB 트라이프로져4,1075820,650.0,PCIE5.0X16,338.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9070 XT Reaper D6 16GB 대원씨티에스,1079000,750.0,PCIE5.0X16,289.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 EX GAMER BLACK OC D7 12GB,1079950,650.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 게이밍 트리오 OC D7 12GB 트라이프로져4,1084950,,PCIE5.0X16,,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 EX GAMER WHITE OC D7 12GB,1085850,650.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5060 Ti GAMING OC D7 16GB 제이씨현,1089000,650.0,PCIE5.0X16,281.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 EX GAMER WHITE OC D7 12GB,1089950,650.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9070 XT Hellhound D6 16GB 대원씨티에스,1099000,800.0,PCIE5.0X16,327.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 Ti 벤투스 2X 플러스 D7 8GB,1099000,600.0,PCIE5.0X16,227.0,2026-04-20 15:27:56.166823
MSI 라데온 RX 6600 메크 2X D6 8GB,1100000,500.0,PCIE4.0X16,235.0,2026-04-20 15:27:56.166823
COLORFUL 지포스 RTX 5070 GAMING D7 12GB 도우정보,1100000,650.0,PCIE5.0X16,300.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5070 D7 12GB 대원씨티에스,1109000,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 SWIFT DUAL OC D6 16GB,1115230,800.0,PCIE5.0X16,270.0,2026-04-20 15:27:56.166823
ASUS PRIME 라데온 RX 9070 XT WHITE OC D6 16GB 대원씨티에스,1125660,750.0,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9070 XT GAMING OC D6 16GB 피씨디렉트,1126040,850.0,PCIE5.0X16,288.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9070 XT GAMING OC ICE D6 16GB 피씨디렉트,1139630,850.0,PCIE5.0X16,288.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 Ti 벤투스 2X 플러스 D7 16GB,1140000,600.0,PCIE5.0X16,227.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 Ti 게이밍 트리오 OC D7 16GB 트라이프로져4,1140000,600.0,PCIE5.0X16,300.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9070 XT 스틸레전드 D6 16GB 대원씨티에스,1144480,800.0,PCIE5.0X16,298.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5070 ULTRA OC White D7 12GB 도우정보,1150000,,PCIE5.0X16,,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9070 XT GAMING OC D6 16GB 제이씨현,1151850,850.0,PCIE5.0X16,288.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9070 XT GAMING OC ICE D6 16GB 제이씨현,1151880,850.0,PCIE5.0X16,288.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5070 MASTER D7 12GB 피씨디렉트,1153030,750.0,PCIE5.0X16,317.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 4060 Ti WINDFORCE OC D6 8GB 피씨디렉트,1153400,500.0,PCIE4.0X16,201.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 9070 XT PULSE D6 16GB,1157880,750.0,PCIE5.0X16,320.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 XT SWIFT WHITE D6 16GB,1171930,800.0,PCIE5.0X16,325.0,2026-04-20 15:27:56.166823
GAINWARD 지포스 RTX 3060 고스트 D6 12GB LHR,1185000,550.0,PCIE4.0X16,245.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 3060 Ti 게이밍 X D6 8GB 트윈프로져8 LHR,1200000,600.0,PCIE4.0X16,278.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9070 XT 스틸레전드 DARK D6 16GB 대원씨티에스,1215230,800.0,PCIE5.0X16,298.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 9070 XT PURE OC D6 16GB,1221630,750.0,PCIE5.0X16,320.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5070 MASTER D7 12GB 제이씨현,1225090,750.0,PCIE5.0X16,317.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5070 Vulcan OC D7 12GB 피씨디렉트,1227980,650.0,PCIE5.0X16,336.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 XT QUICKSILVER Magnetic Air WHITE D6 16GB,1249000,800.0,PCIE5.0X16,350.0,2026-04-20 15:27:56.166823
SAPPHIRE 라데온 RX 7900 GRE NITRO+ D6 16GB,1284000,700.0,PCIE4.0X16,320.0,2026-04-20 15:27:56.166823
GIGABYTE 라데온 RX 9070 GAMING OC D6 16GB 제이씨현,1325580,750.0,PCIE5.0X16,288.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9070 XT Hellhound Spectral White D6 16GB 대원씨티에스,1349950,800.0,PCIE5.0X16,327.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 XT QUICKSILVER WHITE D6 16GB,1365050,800.0,PCIE5.0X16,350.0,2026-04-20 15:27:56.166823
NVIDIA RTX PRO 2000 Blackwell D7 16GB 서린 (벌크),1372540,,PCIE5.0X16,168.0,2026-04-20 15:27:56.166823
NVIDIA RTX PRO 2000 Blackwell D7 16GB 서린,1420000,,PCIE5.0X16,168.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5070 Ti Stellar OC D7 16GB 대원씨티에스,1468330,,PCIE5.0X16,315.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5070 Ti Nebula D7 16GB 대원씨티에스,1485790,,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti GAMING OC D7 16GB 피씨디렉트,1502100,750.0,PCIE5.0X16,340.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti WINDFORCE OC SFF D7 16GB 피씨디렉트,1505680,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti WINDFORCE OC V2 D7 16GB 제이씨현,1523000,750.0,PCIE5.0X16,261.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 9070 XT Taichi OC D6 16GB 대원씨티에스,1525790,850.0,PCIE5.0X16,330.0,2026-04-20 15:27:56.166823
PowerColor 라데온 RX 9070 Reaper D6 16GB 대원씨티에스,1527240,650.0,PCIE5.0X16,289.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti WINDFORCE OC V2 D7 16GB 피씨디렉트,1528250,750.0,PCIE5.0X16,261.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5060 ELITE D7 8GB 피씨디렉트,1529500,550.0,PCIE5.0X16,329.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5070 Ti Polar Fox OC D7 16GB 대원씨티에스,1532670,,PCIE5.0X16,315.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti EAGLE OC ICE SFF D7 16GB 피씨디렉트,1539060,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 Ti 벤투스 3X OC D7 16GB,1546900,750.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 Ti 쉐도우 3X OC D7 16GB,1547950,750.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti WINDFORCE OC SFF D7 16GB 제이씨현,1566860,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti EAGLE OC SFF D7 16GB 피씨디렉트,1575420,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5070 Ti ULTRA OC White D7 16GB 피씨디렉트,1586970,750.0,PCIE5.0X16,331.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC D7 16GB 트라이프로져4,1588310,750.0,PCIE5.0X16,338.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti GAMING OC D7 16GB 제이씨현,1589950,750.0,PCIE5.0X16,340.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti EAGLE OC ICE SFF D7 16GB 제이씨현,1589990,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 7900 XTX MERC 310 BLACK D6 24GB,1590000,850.0,PCIE4.0X16,344.0,2026-04-20 15:27:56.166823
